"","WSN","NYY","Champion"
"41474","4","1","WSN"
"41475","4","3","WSN"
"41476","4","2","WSN"
"41477","3","4","NYY"
"41478","4","1","WSN"
"41479","4","2","WSN"
"41480","4","3","WSN"
"41481","3","4","NYY"
"41482","3","4","NYY"
"41483","0","4","NYY"
"41484","4","3","WSN"
"41485","2","4","NYY"
"41486","4","3","WSN"
"41487","1","4","NYY"
"41488","4","3","WSN"
"41489","3","4","NYY"
"41490","2","4","NYY"
"41491","4","3","WSN"
"41492","4","2","WSN"
"41493","4","2","WSN"
"41494","4","1","WSN"
"41495","2","4","NYY"
"41496","4","3","WSN"
"41497","2","4","NYY"
"41498","4","2","WSN"
"41499","4","0","WSN"
"41500","4","1","WSN"
"41501","1","4","NYY"
"41502","3","4","NYY"
"41503","1","4","NYY"
"41504","1","4","NYY"
"41505","4","2","WSN"
"41506","4","0","WSN"
"41507","4","3","WSN"
"41508","2","4","NYY"
"41509","4","3","WSN"
"41510","3","4","NYY"
"41511","1","4","NYY"
"41512","4","2","WSN"
"41513","2","4","NYY"
"41514","4","0","WSN"
"41515","4","3","WSN"
"41516","4","2","WSN"
"41517","1","4","NYY"
"41518","4","0","WSN"
"41519","1","4","NYY"
"41520","1","4","NYY"
"41521","4","3","WSN"
"41522","1","4","NYY"
"41523","1","4","NYY"
"41524","4","2","WSN"
"41525","4","1","WSN"
"41526","1","4","NYY"
"41527","4","3","WSN"
"41528","4","2","WSN"
"41529","3","4","NYY"
"41530","2","4","NYY"
"41531","4","2","WSN"
"41532","4","3","WSN"
"41533","4","2","WSN"
"41534","4","0","WSN"
"41535","0","4","NYY"
"41536","4","2","WSN"
"41537","4","1","WSN"
"41538","3","4","NYY"
"41539","4","1","WSN"
"41540","4","3","WSN"
"41541","4","3","WSN"
"41542","4","1","WSN"
"41543","4","3","WSN"
"41544","3","4","NYY"
"41545","0","4","NYY"
"41546","0","4","NYY"
"41547","3","4","NYY"
"41548","2","4","NYY"
"41549","3","4","NYY"
"41550","4","2","WSN"
"41551","1","4","NYY"
"41552","4","1","WSN"
"41553","4","0","WSN"
"41554","4","3","WSN"
"41555","4","2","WSN"
"41556","4","3","WSN"
"41557","3","4","NYY"
"41558","3","4","NYY"
"41559","3","4","NYY"
"41560","4","3","WSN"
"41561","2","4","NYY"
"41562","4","3","WSN"
"41563","4","0","WSN"
"41564","3","4","NYY"
"41565","4","1","WSN"
"41566","3","4","NYY"
"41567","0","4","NYY"
"41568","4","2","WSN"
"41569","2","4","NYY"
"41570","4","3","WSN"
"41571","1","4","NYY"
"41572","4","0","WSN"
"41573","1","4","NYY"
"41574","4","0","WSN"
"41575","4","2","WSN"
"41576","4","2","WSN"
"41577","3","4","NYY"
"41578","4","2","WSN"
"41579","4","2","WSN"
"41580","2","4","NYY"
"41581","3","4","NYY"
"41582","1","4","NYY"
"41583","4","1","WSN"
"41584","2","4","NYY"
"41585","3","4","NYY"
"41586","1","4","NYY"
"41587","4","0","WSN"
"41588","4","3","WSN"
"41589","4","0","WSN"
"41590","2","4","NYY"
"41591","3","4","NYY"
"41592","4","3","WSN"
"41593","3","4","NYY"
"41594","4","3","WSN"
"41595","4","3","WSN"
"41596","0","4","NYY"
"41597","4","3","WSN"
"41598","4","2","WSN"
"41599","4","2","WSN"
"41600","4","1","WSN"
"41601","1","4","NYY"
"41602","2","4","NYY"
"41603","0","4","NYY"
"41604","4","0","WSN"
"41605","4","3","WSN"
"41606","4","3","WSN"
"41607","2","4","NYY"
"41608","4","2","WSN"
"41609","4","2","WSN"
"41610","4","2","WSN"
"41611","0","4","NYY"
"41612","4","3","WSN"
"41613","3","4","NYY"
"41614","3","4","NYY"
"41615","2","4","NYY"
"41616","4","2","WSN"
"41617","4","3","WSN"
"41618","0","4","NYY"
"41619","4","1","WSN"
"41620","4","1","WSN"
"41621","4","2","WSN"
"41622","4","3","WSN"
"41623","3","4","NYY"
"41624","2","4","NYY"
"41625","4","1","WSN"
"41626","4","2","WSN"
"41627","4","3","WSN"
"41628","2","4","NYY"
"41629","1","4","NYY"
"41630","4","1","WSN"
"41631","4","1","WSN"
"41632","4","1","WSN"
"41633","1","4","NYY"
"41634","2","4","NYY"
"41635","3","4","NYY"
"41636","4","3","WSN"
"41637","2","4","NYY"
"41638","4","0","WSN"
"41639","2","4","NYY"
"41640","4","0","WSN"
"41641","4","2","WSN"
"41642","2","4","NYY"
"41643","4","3","WSN"
"41644","3","4","NYY"
"41645","4","3","WSN"
"41646","2","4","NYY"
"41647","1","4","NYY"
"41648","4","2","WSN"
"41649","2","4","NYY"
"41650","3","4","NYY"
"41651","4","1","WSN"
"41652","4","1","WSN"
"41653","4","3","WSN"
"41654","1","4","NYY"
"41655","4","0","WSN"
"41656","1","4","NYY"
"41657","4","3","WSN"
"41658","4","0","WSN"
"41659","3","4","NYY"
"41660","1","4","NYY"
"41661","3","4","NYY"
"41662","4","0","WSN"
"41663","4","0","WSN"
"41664","4","3","WSN"
"41665","2","4","NYY"
"41666","4","1","WSN"
"41667","3","4","NYY"
"41668","4","2","WSN"
"41669","4","0","WSN"
"41670","4","2","WSN"
"41671","1","4","NYY"
"41672","4","1","WSN"
"41673","4","1","WSN"
"41674","4","1","WSN"
"41675","3","4","NYY"
"41676","4","3","WSN"
"41677","2","4","NYY"
"41678","4","0","WSN"
"41679","4","3","WSN"
"41680","4","2","WSN"
"41681","4","1","WSN"
"41682","3","4","NYY"
"41683","2","4","NYY"
"41684","0","4","NYY"
"41685","4","3","WSN"
"41686","4","1","WSN"
"41687","4","3","WSN"
"41688","4","3","WSN"
"41689","4","2","WSN"
"41690","4","1","WSN"
"41691","3","4","NYY"
"41692","4","2","WSN"
"41693","4","1","WSN"
"41694","4","0","WSN"
"41695","4","3","WSN"
"41696","4","2","WSN"
"41697","4","3","WSN"
"41698","4","3","WSN"
"41699","2","4","NYY"
"41700","4","2","WSN"
"41701","4","2","WSN"
"41702","4","3","WSN"
"41703","4","3","WSN"
"41704","3","4","NYY"
"41705","4","0","WSN"
"41706","4","3","WSN"
"41707","2","4","NYY"
"41708","4","3","WSN"
"41709","1","4","NYY"
"41710","4","3","WSN"
"41711","4","0","WSN"
"41712","2","4","NYY"
"41713","2","4","NYY"
"41714","4","0","WSN"
"41715","1","4","NYY"
"41716","4","2","WSN"
"41717","4","2","WSN"
"41718","3","4","NYY"
"41719","1","4","NYY"
"41720","4","3","WSN"
"41721","3","4","NYY"
"41722","4","1","WSN"
"41723","4","2","WSN"
"41724","4","2","WSN"
"41725","0","4","NYY"
"41726","3","4","NYY"
"41727","4","3","WSN"
"41728","1","4","NYY"
"41729","0","4","NYY"
"41730","4","3","WSN"
"41731","4","2","WSN"
"41732","3","4","NYY"
"41733","4","2","WSN"
"41734","1","4","NYY"
"41735","4","3","WSN"
"41736","1","4","NYY"
"41737","1","4","NYY"
"41738","4","3","WSN"
"41739","4","2","WSN"
"41740","4","3","WSN"
"41741","4","2","WSN"
"41742","3","4","NYY"
"41743","4","1","WSN"
"41744","4","3","WSN"
"41745","4","2","WSN"
"41746","4","2","WSN"
"41747","2","4","NYY"
"41748","4","3","WSN"
"41749","4","2","WSN"
"41750","0","4","NYY"
"41751","1","4","NYY"
"41752","4","2","WSN"
"41753","4","2","WSN"
"41754","3","4","NYY"
"41755","4","1","WSN"
"41756","4","3","WSN"
"41757","4","3","WSN"
"41758","2","4","NYY"
"41759","4","0","WSN"
"41760","4","3","WSN"
"41761","4","1","WSN"
"41762","4","1","WSN"
"41763","2","4","NYY"
"41764","2","4","NYY"
"41765","4","1","WSN"
"41766","4","3","WSN"
"41767","2","4","NYY"
"41768","3","4","NYY"
"41769","4","2","WSN"
"41770","4","2","WSN"
"41771","4","3","WSN"
"41772","4","2","WSN"
"41773","4","0","WSN"
"41774","1","4","NYY"
"41775","4","3","WSN"
"41776","4","2","WSN"
"41777","2","4","NYY"
"41778","4","2","WSN"
"41779","4","3","WSN"
"41780","4","2","WSN"
"41781","3","4","NYY"
"41782","4","2","WSN"
"41783","4","3","WSN"
"41784","3","4","NYY"
"41785","4","2","WSN"
"41786","2","4","NYY"
"41787","4","2","WSN"
"41788","4","3","WSN"
"41789","3","4","NYY"
"41790","4","1","WSN"
"41791","4","2","WSN"
"41792","0","4","NYY"
"41793","4","0","WSN"
"41794","2","4","NYY"
"41795","1","4","NYY"
"41796","4","3","WSN"
"41797","0","4","NYY"
"41798","3","4","NYY"
"41799","4","2","WSN"
"41800","4","2","WSN"
"41801","4","3","WSN"
"41802","4","3","WSN"
"41803","4","2","WSN"
"41804","4","2","WSN"
"41805","4","0","WSN"
"41806","2","4","NYY"
"41807","4","3","WSN"
"41808","4","2","WSN"
"41809","1","4","NYY"
"41810","4","3","WSN"
"41811","4","3","WSN"
"41812","1","4","NYY"
"41813","4","3","WSN"
"41814","1","4","NYY"
"41815","4","2","WSN"
"41816","4","2","WSN"
"41817","4","2","WSN"
"41818","3","4","NYY"
"41819","4","3","WSN"
"41820","1","4","NYY"
"41821","4","3","WSN"
"41822","1","4","NYY"
"41823","1","4","NYY"
"41824","0","4","NYY"
"41825","4","1","WSN"
"41826","2","4","NYY"
"41827","4","2","WSN"
"41828","4","3","WSN"
"41829","1","4","NYY"
"41830","3","4","NYY"
"41831","4","2","WSN"
"41832","4","2","WSN"
"41833","3","4","NYY"
"41834","4","1","WSN"
"41835","4","3","WSN"
"41836","0","4","NYY"
"41837","2","4","NYY"
"41838","4","1","WSN"
"41839","4","3","WSN"
"41840","4","1","WSN"
"41841","4","3","WSN"
"41842","4","1","WSN"
"41843","4","3","WSN"
"41844","3","4","NYY"
"41845","1","4","NYY"
"41846","4","2","WSN"
"41847","4","0","WSN"
"41848","3","4","NYY"
"41849","4","1","WSN"
"41850","4","3","WSN"
"41851","4","2","WSN"
"41852","3","4","NYY"
"41853","3","4","NYY"
"41854","3","4","NYY"
"41855","4","0","WSN"
"41856","2","4","NYY"
"41857","2","4","NYY"
"41858","4","2","WSN"
"41859","3","4","NYY"
"41860","0","4","NYY"
"41861","2","4","NYY"
"41862","4","1","WSN"
"41863","1","4","NYY"
"41864","4","1","WSN"
"41865","1","4","NYY"
"41866","0","4","NYY"
"41867","1","4","NYY"
"41868","0","4","NYY"
"41869","4","2","WSN"
"41870","4","2","WSN"
"41871","4","1","WSN"
"41872","4","1","WSN"
"41873","1","4","NYY"
"41874","1","4","NYY"
"41875","4","3","WSN"
"41876","4","3","WSN"
"41877","0","4","NYY"
"41878","3","4","NYY"
"41879","4","1","WSN"
"41880","4","3","WSN"
"41881","3","4","NYY"
"41882","4","2","WSN"
"41883","4","0","WSN"
"41884","4","3","WSN"
"41885","1","4","NYY"
"41886","3","4","NYY"
"41887","1","4","NYY"
"41888","0","4","NYY"
"41889","1","4","NYY"
"41890","1","4","NYY"
"41891","4","1","WSN"
"41892","4","2","WSN"
"41893","4","3","WSN"
"41894","1","4","NYY"
"41895","3","4","NYY"
"41896","3","4","NYY"
"41897","2","4","NYY"
"41898","1","4","NYY"
"41899","4","2","WSN"
"41900","4","3","WSN"
"41901","0","4","NYY"
"41902","3","4","NYY"
"41903","4","0","WSN"
"41904","4","1","WSN"
"41905","3","4","NYY"
"41906","4","0","WSN"
"41907","4","2","WSN"
"41908","4","1","WSN"
"41909","0","4","NYY"
"41910","3","4","NYY"
"41911","4","2","WSN"
"41912","4","3","WSN"
"41913","3","4","NYY"
"41914","4","2","WSN"
"41915","1","4","NYY"
"41916","4","2","WSN"
"41917","4","2","WSN"
"41918","4","3","WSN"
"41919","4","1","WSN"
"41920","4","1","WSN"
"41921","2","4","NYY"
"41922","3","4","NYY"
"41923","4","3","WSN"
"41924","2","4","NYY"
"41925","4","3","WSN"
"41926","1","4","NYY"
"41927","4","1","WSN"
"41928","4","2","WSN"
"41929","4","3","WSN"
"41930","3","4","NYY"
"41931","4","0","WSN"
"41932","1","4","NYY"
"41933","1","4","NYY"
"41934","3","4","NYY"
"41935","4","3","WSN"
"41936","1","4","NYY"
"41937","4","2","WSN"
"41938","2","4","NYY"
"41939","0","4","NYY"
"41940","4","2","WSN"
"41941","4","1","WSN"
"41942","2","4","NYY"
"41943","4","1","WSN"
"41944","3","4","NYY"
"41945","4","1","WSN"
"41946","4","1","WSN"
"41947","3","4","NYY"
"41948","4","1","WSN"
"41949","2","4","NYY"
"41950","4","3","WSN"
"41951","2","4","NYY"
"41952","4","1","WSN"
"41953","4","1","WSN"
"41954","4","3","WSN"
"41955","4","3","WSN"
"41956","4","0","WSN"
"41957","4","1","WSN"
"41958","3","4","NYY"
"41959","1","4","NYY"
"41960","4","3","WSN"
"41961","4","0","WSN"
"41962","4","1","WSN"
"41963","4","2","WSN"
"41964","4","2","WSN"
"41965","1","4","NYY"
"41966","1","4","NYY"
"41967","3","4","NYY"
"41968","4","2","WSN"
"41969","4","2","WSN"
"41970","4","1","WSN"
"41971","4","2","WSN"
"41972","1","4","NYY"
"41973","4","3","WSN"
"41974","4","1","WSN"
"41975","0","4","NYY"
"41976","1","4","NYY"
"41977","2","4","NYY"
"41978","3","4","NYY"
"41979","4","3","WSN"
"41980","4","2","WSN"
"41981","4","2","WSN"
"41982","1","4","NYY"
"41983","3","4","NYY"
"41984","4","1","WSN"
"41985","3","4","NYY"
"41986","2","4","NYY"
"41987","3","4","NYY"
"41988","4","3","WSN"
"41989","3","4","NYY"
"41990","4","3","WSN"
"41991","4","2","WSN"
"41992","4","2","WSN"
"41993","4","1","WSN"
"41994","4","0","WSN"
"41995","3","4","NYY"
"41996","4","1","WSN"
"41997","2","4","NYY"
"41998","1","4","NYY"
"41999","3","4","NYY"
"42000","4","2","WSN"
"42001","4","2","WSN"
"42002","1","4","NYY"
"42003","2","4","NYY"
"42004","4","1","WSN"
"42005","2","4","NYY"
"42006","4","1","WSN"
"42007","4","3","WSN"
"42008","4","1","WSN"
"42009","4","3","WSN"
"42010","3","4","NYY"
"42011","4","2","WSN"
"42012","4","2","WSN"
"42013","1","4","NYY"
"42014","3","4","NYY"
"42015","3","4","NYY"
"42016","2","4","NYY"
"42017","4","2","WSN"
"42018","2","4","NYY"
"42019","1","4","NYY"
"42020","3","4","NYY"
"42021","3","4","NYY"
"42022","4","1","WSN"
"42023","4","3","WSN"
"42024","4","2","WSN"
"42025","4","1","WSN"
"42026","4","3","WSN"
"42027","4","2","WSN"
"42028","4","2","WSN"
"42029","4","1","WSN"
"42030","4","1","WSN"
"42031","1","4","NYY"
"42032","4","2","WSN"
"42033","4","3","WSN"
"42034","4","0","WSN"
"42035","0","4","NYY"
"42036","3","4","NYY"
"42037","4","1","WSN"
"42038","3","4","NYY"
"42039","4","2","WSN"
"42040","1","4","NYY"
"42041","4","2","WSN"
"42042","4","2","WSN"
"42043","4","0","WSN"
"42044","4","2","WSN"
"42045","4","2","WSN"
"42046","4","3","WSN"
"42047","4","3","WSN"
"42048","4","0","WSN"
"42049","4","1","WSN"
"42050","1","4","NYY"
"42051","4","2","WSN"
"42052","4","2","WSN"
"42053","1","4","NYY"
"42054","1","4","NYY"
"42055","4","3","WSN"
"42056","2","4","NYY"
"42057","4","3","WSN"
"42058","4","0","WSN"
"42059","3","4","NYY"
"42060","4","2","WSN"
"42061","4","2","WSN"
"42062","4","2","WSN"
"42063","4","2","WSN"
"42064","4","3","WSN"
"42065","4","0","WSN"
"42066","3","4","NYY"
"42067","2","4","NYY"
"42068","2","4","NYY"
"42069","3","4","NYY"
"42070","4","2","WSN"
"42071","0","4","NYY"
"42072","1","4","NYY"
"42073","4","3","WSN"
"42074","4","2","WSN"
"42075","4","2","WSN"
"42076","4","3","WSN"
"42077","3","4","NYY"
"42078","4","2","WSN"
"42079","4","2","WSN"
"42080","4","1","WSN"
"42081","4","1","WSN"
"42082","1","4","NYY"
"42083","1","4","NYY"
"42084","2","4","NYY"
"42085","4","3","WSN"
"42086","1","4","NYY"
"42087","4","3","WSN"
"42088","4","1","WSN"
"42089","4","2","WSN"
"42090","3","4","NYY"
"42091","0","4","NYY"
"42092","4","1","WSN"
"42093","1","4","NYY"
"42094","4","2","WSN"
"42095","4","1","WSN"
"42096","4","3","WSN"
"42097","4","3","WSN"
"42098","4","2","WSN"
"42099","4","2","WSN"
"42100","2","4","NYY"
"42101","3","4","NYY"
"42102","2","4","NYY"
"42103","1","4","NYY"
"42104","3","4","NYY"
"42105","0","4","NYY"
"42106","1","4","NYY"
"42107","3","4","NYY"
"42108","1","4","NYY"
"42109","4","2","WSN"
"42110","1","4","NYY"
"42111","3","4","NYY"
"42112","4","1","WSN"
"42113","1","4","NYY"
"42114","4","1","WSN"
"42115","1","4","NYY"
"42116","4","3","WSN"
"42117","4","3","WSN"
"42118","4","2","WSN"
"42119","4","3","WSN"
"42120","2","4","NYY"
"42121","4","3","WSN"
"42122","4","3","WSN"
"42123","1","4","NYY"
"42124","2","4","NYY"
"42125","3","4","NYY"
"42126","4","0","WSN"
"42127","3","4","NYY"
"42128","4","2","WSN"
"42129","3","4","NYY"
"42130","2","4","NYY"
"42131","4","2","WSN"
"42132","3","4","NYY"
"42133","4","2","WSN"
"42134","4","2","WSN"
"42135","4","1","WSN"
"42136","3","4","NYY"
"42137","4","2","WSN"
"42138","4","2","WSN"
"42139","4","1","WSN"
"42140","3","4","NYY"
"42141","4","2","WSN"
"42142","2","4","NYY"
"42143","0","4","NYY"
"42144","3","4","NYY"
"42145","3","4","NYY"
"42146","4","2","WSN"
"42147","4","3","WSN"
"42148","4","2","WSN"
"42149","4","2","WSN"
"42150","4","2","WSN"
"42151","2","4","NYY"
"42152","2","4","NYY"
"42153","4","2","WSN"
"42154","4","3","WSN"
"42155","3","4","NYY"
"42156","4","3","WSN"
"42157","4","3","WSN"
"42158","4","1","WSN"
"42159","4","3","WSN"
"42160","0","4","NYY"
"42161","2","4","NYY"
"42162","3","4","NYY"
"42163","4","1","WSN"
"42164","2","4","NYY"
"42165","3","4","NYY"
"42166","4","3","WSN"
"42167","4","2","WSN"
"42168","4","3","WSN"
"42169","3","4","NYY"
"42170","4","3","WSN"
"42171","1","4","NYY"
"42172","4","0","WSN"
"42173","2","4","NYY"
"42174","3","4","NYY"
"42175","1","4","NYY"
"42176","4","2","WSN"
"42177","2","4","NYY"
"42178","4","3","WSN"
"42179","2","4","NYY"
"42180","2","4","NYY"
"42181","4","2","WSN"
"42182","4","2","WSN"
"42183","1","4","NYY"
"42184","3","4","NYY"
"42185","2","4","NYY"
"42186","2","4","NYY"
"42187","4","3","WSN"
"42188","4","3","WSN"
"42189","4","1","WSN"
"42190","4","0","WSN"
"42191","4","1","WSN"
"42192","4","3","WSN"
"42193","1","4","NYY"
"42194","0","4","NYY"
"42195","4","0","WSN"
"42196","4","2","WSN"
"42197","2","4","NYY"
"42198","3","4","NYY"
"42199","4","2","WSN"
"42200","4","3","WSN"
"42201","4","1","WSN"
"42202","4","3","WSN"
"42203","4","2","WSN"
"42204","4","2","WSN"
"42205","4","2","WSN"
"42206","4","2","WSN"
"42207","4","2","WSN"
"42208","4","2","WSN"
"42209","4","3","WSN"
"42210","4","3","WSN"
"42211","4","3","WSN"
"42212","4","1","WSN"
"42213","3","4","NYY"
"42214","1","4","NYY"
"42215","4","2","WSN"
"42216","4","3","WSN"
"42217","4","3","WSN"
"42218","2","4","NYY"
"42219","4","1","WSN"
"42220","4","3","WSN"
"42221","1","4","NYY"
"42222","4","3","WSN"
"42223","0","4","NYY"
"42224","4","2","WSN"
"42225","4","2","WSN"
"42226","0","4","NYY"
"42227","4","0","WSN"
"42228","4","3","WSN"
"42229","4","3","WSN"
"42230","4","1","WSN"
"42231","3","4","NYY"
"42232","2","4","NYY"
"42233","3","4","NYY"
"42234","4","2","WSN"
"42235","0","4","NYY"
"42236","4","1","WSN"
"42237","4","0","WSN"
"42238","4","2","WSN"
"42239","4","3","WSN"
"42240","2","4","NYY"
"42241","4","2","WSN"
"42242","4","3","WSN"
"42243","4","0","WSN"
"42244","4","0","WSN"
"42245","3","4","NYY"
"42246","4","1","WSN"
"42247","0","4","NYY"
"42248","1","4","NYY"
"42249","1","4","NYY"
"42250","3","4","NYY"
"42251","1","4","NYY"
"42252","4","3","WSN"
"42253","4","3","WSN"
"42254","0","4","NYY"
"42255","4","2","WSN"
"42256","4","2","WSN"
"42257","4","2","WSN"
"42258","2","4","NYY"
"42259","3","4","NYY"
"42260","4","0","WSN"
"42261","2","4","NYY"
"42262","3","4","NYY"
"42263","4","2","WSN"
"42264","4","1","WSN"
"42265","1","4","NYY"
"42266","1","4","NYY"
"42267","4","1","WSN"
"42268","2","4","NYY"
"42269","4","3","WSN"
"42270","4","2","WSN"
"42271","4","2","WSN"
"42272","0","4","NYY"
"42273","4","0","WSN"
"42274","1","4","NYY"
"42275","1","4","NYY"
"42276","1","4","NYY"
"42277","4","3","WSN"
"42278","3","4","NYY"
"42279","4","3","WSN"
"42280","4","3","WSN"
"42281","0","4","NYY"
"42282","4","3","WSN"
"42283","2","4","NYY"
"42284","4","2","WSN"
"42285","4","3","WSN"
"42286","2","4","NYY"
"42287","2","4","NYY"
"42288","1","4","NYY"
"42289","1","4","NYY"
"42290","1","4","NYY"
"42291","4","3","WSN"
"42292","4","2","WSN"
"42293","4","3","WSN"
"42294","4","2","WSN"
"42295","1","4","NYY"
"42296","4","1","WSN"
"42297","3","4","NYY"
"42298","4","2","WSN"
"42299","1","4","NYY"
"42300","2","4","NYY"
"42301","3","4","NYY"
"42302","3","4","NYY"
"42303","2","4","NYY"
"42304","4","2","WSN"
"42305","4","0","WSN"
"42306","4","3","WSN"
"42307","1","4","NYY"
"42308","4","2","WSN"
"42309","3","4","NYY"
"42310","4","2","WSN"
"42311","4","2","WSN"
"42312","4","1","WSN"
"42313","4","3","WSN"
"42314","4","2","WSN"
"42315","3","4","NYY"
"42316","4","1","WSN"
"42317","0","4","NYY"
"42318","0","4","NYY"
"42319","2","4","NYY"
"42320","4","2","WSN"
"42321","4","2","WSN"
"42322","4","1","WSN"
"42323","3","4","NYY"
"42324","4","2","WSN"
"42325","2","4","NYY"
"42326","4","3","WSN"
"42327","2","4","NYY"
"42328","1","4","NYY"
"42329","3","4","NYY"
"42330","4","1","WSN"
"42331","4","0","WSN"
"42332","3","4","NYY"
"42333","4","3","WSN"
"42334","4","1","WSN"
"42335","4","2","WSN"
"42336","4","3","WSN"
"42337","4","2","WSN"
"42338","4","1","WSN"
"42339","3","4","NYY"
"42340","4","2","WSN"
"42341","4","3","WSN"
"42342","4","2","WSN"
"42343","4","2","WSN"
"42344","4","1","WSN"
"42345","1","4","NYY"
"42346","3","4","NYY"
"42347","2","4","NYY"
"42348","4","3","WSN"
"42349","4","0","WSN"
"42350","0","4","NYY"
"42351","1","4","NYY"
"42352","4","1","WSN"
"42353","4","3","WSN"
"42354","0","4","NYY"
"42355","1","4","NYY"
"42356","4","0","WSN"
"42357","2","4","NYY"
"42358","0","4","NYY"
"42359","4","3","WSN"
"42360","4","2","WSN"
"42361","4","1","WSN"
"42362","4","2","WSN"
"42363","4","3","WSN"
"42364","4","2","WSN"
"42365","4","2","WSN"
"42366","4","1","WSN"
"42367","3","4","NYY"
"42368","4","3","WSN"
"42369","1","4","NYY"
"42370","4","3","WSN"
"42371","4","0","WSN"
"42372","1","4","NYY"
"42373","2","4","NYY"
"42374","0","4","NYY"
"42375","1","4","NYY"
"42376","4","3","WSN"
"42377","0","4","NYY"
"42378","4","3","WSN"
"42379","3","4","NYY"
"42380","2","4","NYY"
"42381","4","1","WSN"
"42382","3","4","NYY"
"42383","3","4","NYY"
"42384","2","4","NYY"
"42385","4","2","WSN"
"42386","4","3","WSN"
"42387","4","1","WSN"
"42388","4","3","WSN"
"42389","4","2","WSN"
"42390","4","3","WSN"
"42391","3","4","NYY"
"42392","2","4","NYY"
"42393","4","3","WSN"
"42394","4","1","WSN"
"42395","4","3","WSN"
"42396","4","3","WSN"
"42397","4","1","WSN"
"42398","4","3","WSN"
"42399","4","1","WSN"
"42400","3","4","NYY"
"42401","4","1","WSN"
"42402","4","1","WSN"
"42403","4","3","WSN"
"42404","4","3","WSN"
"42405","1","4","NYY"
"42406","1","4","NYY"
"42407","3","4","NYY"
"42408","1","4","NYY"
"42409","3","4","NYY"
"42410","4","2","WSN"
"42411","3","4","NYY"
"42412","3","4","NYY"
"42413","4","2","WSN"
"42414","4","2","WSN"
"42415","3","4","NYY"
"42416","4","2","WSN"
"42417","2","4","NYY"
"42418","3","4","NYY"
"42419","4","1","WSN"
"42420","4","0","WSN"
"42421","3","4","NYY"
"42422","0","4","NYY"
"42423","1","4","NYY"
"42424","1","4","NYY"
"42425","3","4","NYY"
"42426","4","2","WSN"
"42427","4","1","WSN"
"42428","4","3","WSN"
"42429","4","0","WSN"
"42430","4","2","WSN"
"42431","4","1","WSN"
"42432","3","4","NYY"
"42433","4","3","WSN"
"42434","4","1","WSN"
"42435","4","1","WSN"
"42436","4","3","WSN"
"42437","4","2","WSN"
"42438","1","4","NYY"
"42439","2","4","NYY"
"42440","4","1","WSN"
"42441","4","2","WSN"
"42442","4","2","WSN"
"42443","3","4","NYY"
"42444","2","4","NYY"
"42445","1","4","NYY"
"42446","4","2","WSN"
"42447","1","4","NYY"
"42448","3","4","NYY"
"42449","4","1","WSN"
"42450","4","2","WSN"
"42451","3","4","NYY"
"42452","4","0","WSN"
"42453","2","4","NYY"
"42454","4","3","WSN"
"42455","4","2","WSN"
"42456","4","1","WSN"
"42457","1","4","NYY"
"42458","4","2","WSN"
"42459","4","1","WSN"
"42460","3","4","NYY"
"42461","3","4","NYY"
"42462","3","4","NYY"
"42463","2","4","NYY"
"42464","4","3","WSN"
"42465","4","1","WSN"
"42466","4","3","WSN"
"42467","1","4","NYY"
"42468","4","2","WSN"
"42469","4","2","WSN"
"42470","4","1","WSN"
"42471","3","4","NYY"
"42472","3","4","NYY"
"42473","3","4","NYY"
"42474","4","2","WSN"
"42475","4","3","WSN"
"42476","2","4","NYY"
"42477","4","2","WSN"
"42478","4","2","WSN"
"42479","4","2","WSN"
"42480","4","2","WSN"
"42481","1","4","NYY"
"42482","4","2","WSN"
"42483","4","1","WSN"
"42484","4","3","WSN"
"42485","4","2","WSN"
"42486","1","4","NYY"
"42487","2","4","NYY"
"42488","1","4","NYY"
"42489","4","2","WSN"
"42490","2","4","NYY"
"42491","3","4","NYY"
"42492","4","1","WSN"
"42493","2","4","NYY"
"42494","0","4","NYY"
"42495","1","4","NYY"
"42496","4","0","WSN"
"42497","4","2","WSN"
"42498","4","2","WSN"
"42499","4","0","WSN"
"42500","1","4","NYY"
"42501","4","2","WSN"
"42502","1","4","NYY"
"42503","4","2","WSN"
"42504","2","4","NYY"
"42505","4","2","WSN"
"42506","1","4","NYY"
"42507","4","1","WSN"
"42508","4","1","WSN"
"42509","1","4","NYY"
"42510","4","2","WSN"
"42511","4","3","WSN"
"42512","1","4","NYY"
"42513","4","0","WSN"
"42514","4","2","WSN"
"42515","2","4","NYY"
"42516","2","4","NYY"
"42517","1","4","NYY"
"42518","3","4","NYY"
"42519","2","4","NYY"
"42520","4","2","WSN"
"42521","4","3","WSN"
"42522","4","3","WSN"
"42523","4","3","WSN"
"42524","4","1","WSN"
"42525","2","4","NYY"
"42526","4","1","WSN"
"42527","4","2","WSN"
"42528","0","4","NYY"
"42529","3","4","NYY"
"42530","3","4","NYY"
"42531","4","0","WSN"
"42532","3","4","NYY"
"42533","4","2","WSN"
"42534","4","2","WSN"
"42535","1","4","NYY"
"42536","4","3","WSN"
"42537","4","2","WSN"
"42538","3","4","NYY"
"42539","0","4","NYY"
"42540","4","1","WSN"
"42541","3","4","NYY"
"42542","4","2","WSN"
"42543","1","4","NYY"
"42544","3","4","NYY"
"42545","4","3","WSN"
"42546","4","3","WSN"
"42547","1","4","NYY"
"42548","1","4","NYY"
