"","MIN","NYY","Series Winner"
"41138","3","2","MIN"
"41139","2","3","NYY"
"41140","3","2","MIN"
"41141","0","3","NYY"
"41142","3","2","MIN"
"41143","1","3","NYY"
"41144","3","2","MIN"
"41145","0","3","NYY"
"41146","3","1","MIN"
"41147","1","3","NYY"
"41148","3","0","MIN"
"41149","1","3","NYY"
"41150","2","3","NYY"
"41151","0","3","NYY"
"41152","3","1","MIN"
"41153","2","3","NYY"
"41154","3","1","MIN"
"41155","1","3","NYY"
"41156","0","3","NYY"
"41157","3","0","MIN"
"41158","2","3","NYY"
"41159","3","0","MIN"
"41160","3","1","MIN"
"41161","3","0","MIN"
"41162","3","1","MIN"
"41163","3","0","MIN"
"41164","3","0","MIN"
"41165","3","1","MIN"
"41166","3","2","MIN"
"41167","3","2","MIN"
"41168","3","2","MIN"
"41169","2","3","NYY"
"41170","3","2","MIN"
"41171","2","3","NYY"
"41172","1","3","NYY"
"41173","2","3","NYY"
"41174","3","1","MIN"
"41175","3","0","MIN"
"41176","3","1","MIN"
"41177","0","3","NYY"
"41178","3","0","MIN"
"41179","3","1","MIN"
"41180","1","3","NYY"
"41181","0","3","NYY"
"41182","1","3","NYY"
"41183","1","3","NYY"
"41184","3","2","MIN"
"41185","2","3","NYY"
"41186","1","3","NYY"
"41187","2","3","NYY"
"41188","3","2","MIN"
"41189","2","3","NYY"
"41190","3","1","MIN"
"41191","3","2","MIN"
"41192","2","3","NYY"
"41193","3","1","MIN"
"41194","3","2","MIN"
"41195","3","2","MIN"
"41196","2","3","NYY"
"41197","2","3","NYY"
"41198","3","2","MIN"
"41199","3","1","MIN"
"41200","1","3","NYY"
"41201","3","1","MIN"
"41202","3","0","MIN"
"41203","1","3","NYY"
"41204","3","1","MIN"
"41205","2","3","NYY"
"41206","1","3","NYY"
"41207","0","3","NYY"
"41208","3","0","MIN"
"41209","3","1","MIN"
"41210","3","2","MIN"
"41211","3","2","MIN"
"41212","1","3","NYY"
"41213","0","3","NYY"
"41214","3","1","MIN"
"41215","2","3","NYY"
"41216","2","3","NYY"
"41217","1","3","NYY"
"41218","3","2","MIN"
"41219","1","3","NYY"
"41220","3","2","MIN"
"41221","3","2","MIN"
"41222","0","3","NYY"
"41223","3","2","MIN"
"41224","3","1","MIN"
"41225","1","3","NYY"
"41226","3","2","MIN"
"41227","3","0","MIN"
"41228","2","3","NYY"
"41229","1","3","NYY"
"41230","0","3","NYY"
"41231","3","1","MIN"
"41232","2","3","NYY"
"41233","3","2","MIN"
"41234","2","3","NYY"
"41235","3","0","MIN"
"41236","2","3","NYY"
"41237","3","2","MIN"
"41238","3","1","MIN"
"41239","3","2","MIN"
"41240","3","2","MIN"
"41241","0","3","NYY"
"41242","3","2","MIN"
"41243","3","2","MIN"
"41244","2","3","NYY"
"41245","2","3","NYY"
"41246","3","2","MIN"
"41247","1","3","NYY"
"41248","3","1","MIN"
"41249","2","3","NYY"
"41250","1","3","NYY"
"41251","3","1","MIN"
"41252","0","3","NYY"
"41253","3","1","MIN"
"41254","3","1","MIN"
"41255","3","1","MIN"
"41256","3","1","MIN"
"41257","0","3","NYY"
"41258","2","3","NYY"
"41259","3","1","MIN"
"41260","2","3","NYY"
"41261","3","1","MIN"
"41262","3","2","MIN"
"41263","2","3","NYY"
"41264","3","1","MIN"
"41265","3","0","MIN"
"41266","3","1","MIN"
"41267","2","3","NYY"
"41268","3","1","MIN"
"41269","0","3","NYY"
"41270","3","0","MIN"
"41271","1","3","NYY"
"41272","3","0","MIN"
"41273","2","3","NYY"
"41274","3","0","MIN"
"41275","1","3","NYY"
"41276","2","3","NYY"
"41277","3","0","MIN"
"41278","3","1","MIN"
"41279","1","3","NYY"
"41280","2","3","NYY"
"41281","3","0","MIN"
"41282","1","3","NYY"
"41283","3","2","MIN"
"41284","3","2","MIN"
"41285","1","3","NYY"
"41286","3","2","MIN"
"41287","2","3","NYY"
"41288","2","3","NYY"
"41289","3","2","MIN"
"41290","2","3","NYY"
"41291","3","0","MIN"
"41292","0","3","NYY"
"41293","1","3","NYY"
"41294","3","2","MIN"
"41295","0","3","NYY"
"41296","2","3","NYY"
"41297","3","2","MIN"
"41298","0","3","NYY"
"41299","2","3","NYY"
"41300","3","0","MIN"
"41301","1","3","NYY"
"41302","2","3","NYY"
"41303","1","3","NYY"
"41304","3","2","MIN"
"41305","2","3","NYY"
"41306","1","3","NYY"
"41307","3","1","MIN"
"41308","3","1","MIN"
"41309","0","3","NYY"
"41310","0","3","NYY"
"41311","2","3","NYY"
"41312","3","0","MIN"
"41313","3","0","MIN"
"41314","3","1","MIN"
"41315","3","2","MIN"
"41316","2","3","NYY"
"41317","3","0","MIN"
"41318","1","3","NYY"
"41319","0","3","NYY"
"41320","3","0","MIN"
"41321","1","3","NYY"
"41322","1","3","NYY"
"41323","2","3","NYY"
"41324","3","1","MIN"
"41325","3","2","MIN"
"41326","0","3","NYY"
"41327","3","1","MIN"
"41328","3","2","MIN"
"41329","3","0","MIN"
"41330","0","3","NYY"
"41331","2","3","NYY"
"41332","3","2","MIN"
"41333","0","3","NYY"
"41334","3","1","MIN"
"41335","2","3","NYY"
"41336","3","2","MIN"
"41337","3","1","MIN"
"41338","0","3","NYY"
"41339","3","1","MIN"
"41340","3","2","MIN"
"41341","1","3","NYY"
"41342","2","3","NYY"
"41343","3","2","MIN"
"41344","1","3","NYY"
"41345","3","0","MIN"
"41346","1","3","NYY"
"41347","2","3","NYY"
"41348","3","2","MIN"
"41349","3","2","MIN"
"41350","0","3","NYY"
"41351","1","3","NYY"
"41352","1","3","NYY"
"41353","3","1","MIN"
"41354","3","1","MIN"
"41355","0","3","NYY"
"41356","3","0","MIN"
"41357","3","2","MIN"
"41358","3","1","MIN"
"41359","3","0","MIN"
"41360","2","3","NYY"
"41361","3","1","MIN"
"41362","2","3","NYY"
"41363","3","1","MIN"
"41364","3","1","MIN"
"41365","3","1","MIN"
"41366","3","2","MIN"
"41367","3","2","MIN"
"41368","3","0","MIN"
"41369","0","3","NYY"
"41370","3","1","MIN"
"41371","3","1","MIN"
"41372","3","1","MIN"
"41373","3","1","MIN"
"41374","2","3","NYY"
"41375","2","3","NYY"
"41376","0","3","NYY"
"41377","3","0","MIN"
"41378","3","1","MIN"
"41379","3","2","MIN"
"41380","2","3","NYY"
"41381","3","0","MIN"
"41382","2","3","NYY"
"41383","3","2","MIN"
"41384","1","3","NYY"
"41385","3","2","MIN"
"41386","1","3","NYY"
"41387","3","0","MIN"
"41388","3","1","MIN"
"41389","3","2","MIN"
"41390","2","3","NYY"
"41391","3","1","MIN"
"41392","3","2","MIN"
"41393","3","1","MIN"
"41394","3","1","MIN"
"41395","3","2","MIN"
"41396","2","3","NYY"
"41397","3","0","MIN"
"41398","3","0","MIN"
"41399","1","3","NYY"
"41400","3","2","MIN"
"41401","0","3","NYY"
"41402","3","0","MIN"
"41403","1","3","NYY"
"41404","3","0","MIN"
"41405","2","3","NYY"
"41406","3","1","MIN"
"41407","3","0","MIN"
"41408","3","2","MIN"
"41409","2","3","NYY"
"41410","3","0","MIN"
"41411","3","1","MIN"
"41412","3","2","MIN"
"41413","3","1","MIN"
"41414","1","3","NYY"
"41415","3","2","MIN"
"41416","0","3","NYY"
"41417","3","1","MIN"
"41418","3","1","MIN"
"41419","3","2","MIN"
"41420","3","2","MIN"
"41421","3","2","MIN"
"41422","3","0","MIN"
"41423","0","3","NYY"
"41424","1","3","NYY"
"41425","2","3","NYY"
"41426","0","3","NYY"
"41427","3","2","MIN"
"41428","3","1","MIN"
"41429","3","2","MIN"
"41430","2","3","NYY"
"41431","2","3","NYY"
"41432","3","1","MIN"
"41433","3","0","MIN"
"41434","3","0","MIN"
"41435","3","1","MIN"
"41436","3","1","MIN"
"41437","3","2","MIN"
"41438","3","2","MIN"
"41439","3","1","MIN"
"41440","0","3","NYY"
"41441","3","0","MIN"
"41442","3","2","MIN"
"41443","3","0","MIN"
"41444","3","2","MIN"
"41445","2","3","NYY"
"41446","3","1","MIN"
"41447","3","1","MIN"
"41448","0","3","NYY"
"41449","3","1","MIN"
"41450","3","1","MIN"
"41451","2","3","NYY"
"41452","3","2","MIN"
"41453","3","1","MIN"
"41454","3","2","MIN"
"41455","1","3","NYY"
"41456","1","3","NYY"
"41457","2","3","NYY"
"41458","3","2","MIN"
"41459","2","3","NYY"
"41460","0","3","NYY"
"41461","3","1","MIN"
"41462","3","1","MIN"
"41463","1","3","NYY"
"41464","3","0","MIN"
"41465","3","0","MIN"
"41466","1","3","NYY"
"41467","2","3","NYY"
"41468","3","1","MIN"
"41469","3","1","MIN"
"41470","3","0","MIN"
"41471","3","2","MIN"
"41472","3","2","MIN"
"41473","1","3","NYY"
"41474","1","3","NYY"
"41475","1","3","NYY"
"41476","0","3","NYY"
"41477","3","1","MIN"
"41478","3","1","MIN"
"41479","2","3","NYY"
"41480","3","1","MIN"
"41481","3","1","MIN"
"41482","2","3","NYY"
"41483","3","1","MIN"
"41484","1","3","NYY"
"41485","3","2","MIN"
"41486","3","1","MIN"
"41487","2","3","NYY"
"41488","1","3","NYY"
"41489","3","1","MIN"
"41490","3","0","MIN"
"41491","1","3","NYY"
"41492","2","3","NYY"
"41493","3","0","MIN"
"41494","3","1","MIN"
"41495","3","2","MIN"
"41496","2","3","NYY"
"41497","3","1","MIN"
"41498","1","3","NYY"
"41499","3","1","MIN"
"41500","2","3","NYY"
"41501","3","2","MIN"
"41502","3","1","MIN"
"41503","3","0","MIN"
"41504","3","2","MIN"
"41505","1","3","NYY"
"41506","3","0","MIN"
"41507","3","2","MIN"
"41508","3","2","MIN"
"41509","1","3","NYY"
"41510","3","0","MIN"
"41511","2","3","NYY"
"41512","0","3","NYY"
"41513","2","3","NYY"
"41514","2","3","NYY"
"41515","2","3","NYY"
"41516","0","3","NYY"
"41517","3","0","MIN"
"41518","3","1","MIN"
"41519","3","2","MIN"
"41520","1","3","NYY"
"41521","3","1","MIN"
"41522","1","3","NYY"
"41523","1","3","NYY"
"41524","1","3","NYY"
"41525","1","3","NYY"
"41526","3","0","MIN"
"41527","0","3","NYY"
"41528","2","3","NYY"
"41529","3","2","MIN"
"41530","3","1","MIN"
"41531","3","2","MIN"
"41532","1","3","NYY"
"41533","3","2","MIN"
"41534","3","2","MIN"
"41535","0","3","NYY"
"41536","3","1","MIN"
"41537","2","3","NYY"
"41538","3","2","MIN"
"41539","3","1","MIN"
"41540","0","3","NYY"
"41541","1","3","NYY"
"41542","0","3","NYY"
"41543","3","2","MIN"
"41544","3","1","MIN"
"41545","3","1","MIN"
"41546","1","3","NYY"
"41547","3","1","MIN"
"41548","3","1","MIN"
"41549","3","2","MIN"
"41550","3","1","MIN"
"41551","3","2","MIN"
"41552","3","2","MIN"
"41553","3","2","MIN"
"41554","3","2","MIN"
"41555","3","0","MIN"
"41556","3","2","MIN"
"41557","3","0","MIN"
"41558","3","1","MIN"
"41559","3","0","MIN"
"41560","3","0","MIN"
"41561","0","3","NYY"
"41562","3","0","MIN"
"41563","3","2","MIN"
"41564","0","3","NYY"
"41565","0","3","NYY"
"41566","3","1","MIN"
"41567","0","3","NYY"
"41568","3","2","MIN"
"41569","3","1","MIN"
"41570","0","3","NYY"
"41571","3","1","MIN"
"41572","3","1","MIN"
"41573","3","0","MIN"
"41574","3","1","MIN"
"41575","3","2","MIN"
"41576","3","1","MIN"
"41577","3","2","MIN"
"41578","3","2","MIN"
"41579","3","2","MIN"
"41580","3","2","MIN"
"41581","3","1","MIN"
"41582","2","3","NYY"
"41583","0","3","NYY"
"41584","3","1","MIN"
"41585","0","3","NYY"
"41586","1","3","NYY"
"41587","3","0","MIN"
"41588","3","1","MIN"
"41589","2","3","NYY"
"41590","1","3","NYY"
"41591","1","3","NYY"
"41592","1","3","NYY"
"41593","0","3","NYY"
"41594","2","3","NYY"
"41595","2","3","NYY"
"41596","1","3","NYY"
"41597","3","1","MIN"
"41598","3","2","MIN"
"41599","3","2","MIN"
"41600","1","3","NYY"
"41601","3","0","MIN"
"41602","3","1","MIN"
"41603","2","3","NYY"
"41604","3","2","MIN"
"41605","0","3","NYY"
"41606","3","1","MIN"
"41607","3","2","MIN"
"41608","0","3","NYY"
"41609","1","3","NYY"
"41610","3","0","MIN"
"41611","1","3","NYY"
"41612","1","3","NYY"
"41613","2","3","NYY"
"41614","3","1","MIN"
"41615","1","3","NYY"
"41616","3","2","MIN"
"41617","2","3","NYY"
"41618","3","0","MIN"
"41619","3","1","MIN"
"41620","3","1","MIN"
"41621","3","0","MIN"
"41622","0","3","NYY"
"41623","1","3","NYY"
"41624","3","2","MIN"
"41625","3","0","MIN"
"41626","2","3","NYY"
"41627","0","3","NYY"
"41628","3","1","MIN"
"41629","3","2","MIN"
"41630","1","3","NYY"
"41631","2","3","NYY"
"41632","3","1","MIN"
"41633","2","3","NYY"
"41634","3","2","MIN"
"41635","0","3","NYY"
"41636","3","1","MIN"
"41637","0","3","NYY"
"41638","3","1","MIN"
"41639","0","3","NYY"
"41640","3","2","MIN"
"41641","2","3","NYY"
"41642","3","1","MIN"
"41643","2","3","NYY"
"41644","2","3","NYY"
"41645","3","0","MIN"
"41646","0","3","NYY"
"41647","3","2","MIN"
"41648","0","3","NYY"
"41649","3","1","MIN"
"41650","2","3","NYY"
"41651","3","1","MIN"
"41652","2","3","NYY"
"41653","0","3","NYY"
"41654","0","3","NYY"
"41655","3","2","MIN"
"41656","3","2","MIN"
"41657","3","2","MIN"
"41658","3","1","MIN"
"41659","1","3","NYY"
"41660","2","3","NYY"
"41661","1","3","NYY"
"41662","2","3","NYY"
"41663","3","2","MIN"
"41664","2","3","NYY"
"41665","1","3","NYY"
"41666","3","0","MIN"
"41667","0","3","NYY"
"41668","3","1","MIN"
"41669","3","1","MIN"
"41670","3","0","MIN"
"41671","0","3","NYY"
"41672","3","0","MIN"
"41673","3","2","MIN"
"41674","3","2","MIN"
"41675","3","2","MIN"
"41676","3","0","MIN"
"41677","2","3","NYY"
"41678","1","3","NYY"
"41679","3","2","MIN"
"41680","3","0","MIN"
"41681","3","1","MIN"
"41682","3","1","MIN"
"41683","3","0","MIN"
"41684","0","3","NYY"
"41685","3","2","MIN"
"41686","3","0","MIN"
"41687","1","3","NYY"
"41688","3","2","MIN"
"41689","3","0","MIN"
"41690","3","2","MIN"
"41691","0","3","NYY"
"41692","3","2","MIN"
"41693","2","3","NYY"
"41694","3","1","MIN"
"41695","3","1","MIN"
"41696","3","0","MIN"
"41697","0","3","NYY"
"41698","3","0","MIN"
"41699","2","3","NYY"
"41700","3","1","MIN"
"41701","3","0","MIN"
"41702","1","3","NYY"
"41703","0","3","NYY"
"41704","3","1","MIN"
"41705","1","3","NYY"
"41706","1","3","NYY"
"41707","2","3","NYY"
"41708","0","3","NYY"
"41709","3","1","MIN"
"41710","1","3","NYY"
"41711","1","3","NYY"
"41712","3","2","MIN"
"41713","3","2","MIN"
"41714","3","2","MIN"
"41715","0","3","NYY"
"41716","0","3","NYY"
"41717","2","3","NYY"
"41718","3","2","MIN"
"41719","3","0","MIN"
"41720","3","1","MIN"
"41721","0","3","NYY"
"41722","1","3","NYY"
"41723","1","3","NYY"
"41724","3","2","MIN"
"41725","3","0","MIN"
"41726","3","1","MIN"
"41727","2","3","NYY"
"41728","1","3","NYY"
"41729","3","2","MIN"
"41730","3","2","MIN"
"41731","1","3","NYY"
"41732","0","3","NYY"
"41733","3","1","MIN"
"41734","3","1","MIN"
"41735","3","0","MIN"
"41736","2","3","NYY"
"41737","2","3","NYY"
"41738","2","3","NYY"
"41739","2","3","NYY"
"41740","3","1","MIN"
"41741","3","1","MIN"
"41742","3","2","MIN"
"41743","3","0","MIN"
"41744","3","1","MIN"
"41745","1","3","NYY"
"41746","3","1","MIN"
"41747","0","3","NYY"
"41748","3","1","MIN"
"41749","3","1","MIN"
"41750","3","0","MIN"
"41751","2","3","NYY"
"41752","3","2","MIN"
"41753","3","0","MIN"
"41754","2","3","NYY"
"41755","3","1","MIN"
"41756","2","3","NYY"
"41757","3","1","MIN"
"41758","0","3","NYY"
"41759","2","3","NYY"
"41760","3","0","MIN"
"41761","3","0","MIN"
"41762","0","3","NYY"
"41763","3","0","MIN"
"41764","3","1","MIN"
"41765","2","3","NYY"
"41766","1","3","NYY"
"41767","3","2","MIN"
"41768","0","3","NYY"
"41769","2","3","NYY"
"41770","0","3","NYY"
"41771","2","3","NYY"
"41772","1","3","NYY"
"41773","3","2","MIN"
"41774","3","2","MIN"
"41775","3","1","MIN"
"41776","0","3","NYY"
"41777","3","2","MIN"
"41778","3","0","MIN"
"41779","1","3","NYY"
"41780","2","3","NYY"
"41781","0","3","NYY"
"41782","3","1","MIN"
"41783","3","1","MIN"
"41784","3","0","MIN"
"41785","3","0","MIN"
"41786","3","1","MIN"
"41787","3","0","MIN"
"41788","3","1","MIN"
"41789","1","3","NYY"
"41790","3","1","MIN"
"41791","3","2","MIN"
"41792","3","2","MIN"
"41793","3","0","MIN"
"41794","0","3","NYY"
"41795","3","1","MIN"
"41796","2","3","NYY"
"41797","2","3","NYY"
"41798","3","0","MIN"
"41799","1","3","NYY"
"41800","3","0","MIN"
"41801","3","2","MIN"
"41802","2","3","NYY"
"41803","3","1","MIN"
"41804","3","1","MIN"
"41805","2","3","NYY"
"41806","3","0","MIN"
"41807","0","3","NYY"
"41808","3","2","MIN"
"41809","3","1","MIN"
"41810","1","3","NYY"
"41811","3","1","MIN"
"41812","3","0","MIN"
"41813","3","0","MIN"
"41814","2","3","NYY"
"41815","3","2","MIN"
"41816","3","2","MIN"
"41817","2","3","NYY"
"41818","3","1","MIN"
"41819","0","3","NYY"
"41820","2","3","NYY"
"41821","3","2","MIN"
"41822","3","2","MIN"
"41823","3","1","MIN"
"41824","3","1","MIN"
"41825","3","1","MIN"
"41826","3","1","MIN"
"41827","0","3","NYY"
"41828","3","1","MIN"
"41829","3","1","MIN"
"41830","2","3","NYY"
"41831","3","0","MIN"
"41832","1","3","NYY"
"41833","3","0","MIN"
"41834","3","1","MIN"
"41835","1","3","NYY"
"41836","0","3","NYY"
"41837","2","3","NYY"
"41838","1","3","NYY"
"41839","3","2","MIN"
"41840","1","3","NYY"
"41841","3","1","MIN"
"41842","1","3","NYY"
"41843","2","3","NYY"
"41844","3","2","MIN"
"41845","1","3","NYY"
"41846","1","3","NYY"
"41847","2","3","NYY"
"41848","2","3","NYY"
"41849","0","3","NYY"
"41850","2","3","NYY"
"41851","1","3","NYY"
"41852","3","1","MIN"
"41853","2","3","NYY"
"41854","3","2","MIN"
"41855","1","3","NYY"
"41856","3","1","MIN"
"41857","3","2","MIN"
"41858","1","3","NYY"
"41859","3","0","MIN"
"41860","1","3","NYY"
"41861","3","1","MIN"
"41862","3","0","MIN"
"41863","0","3","NYY"
"41864","0","3","NYY"
"41865","3","2","MIN"
"41866","1","3","NYY"
"41867","2","3","NYY"
"41868","2","3","NYY"
"41869","1","3","NYY"
"41870","1","3","NYY"
"41871","1","3","NYY"
"41872","2","3","NYY"
"41873","3","0","MIN"
"41874","0","3","NYY"
"41875","2","3","NYY"
"41876","3","1","MIN"
"41877","3","0","MIN"
"41878","3","1","MIN"
"41879","3","1","MIN"
"41880","0","3","NYY"
"41881","0","3","NYY"
"41882","3","2","MIN"
"41883","2","3","NYY"
"41884","3","0","MIN"
"41885","3","0","MIN"
"41886","2","3","NYY"
"41887","1","3","NYY"
"41888","3","2","MIN"
"41889","0","3","NYY"
"41890","3","0","MIN"
"41891","3","2","MIN"
"41892","2","3","NYY"
"41893","3","0","MIN"
"41894","2","3","NYY"
"41895","1","3","NYY"
"41896","0","3","NYY"
"41897","3","1","MIN"
"41898","3","1","MIN"
"41899","3","1","MIN"
"41900","3","2","MIN"
"41901","3","2","MIN"
"41902","0","3","NYY"
"41903","2","3","NYY"
"41904","3","2","MIN"
"41905","2","3","NYY"
"41906","2","3","NYY"
"41907","3","0","MIN"
"41908","3","1","MIN"
"41909","3","0","MIN"
"41910","3","0","MIN"
"41911","3","1","MIN"
"41912","3","1","MIN"
"41913","2","3","NYY"
"41914","3","2","MIN"
"41915","3","0","MIN"
"41916","2","3","NYY"
"41917","2","3","NYY"
"41918","2","3","NYY"
"41919","3","1","MIN"
"41920","3","2","MIN"
"41921","1","3","NYY"
"41922","3","1","MIN"
"41923","2","3","NYY"
"41924","2","3","NYY"
"41925","0","3","NYY"
"41926","3","0","MIN"
"41927","2","3","NYY"
"41928","1","3","NYY"
"41929","3","1","MIN"
"41930","2","3","NYY"
"41931","3","2","MIN"
"41932","3","1","MIN"
"41933","3","0","MIN"
"41934","3","2","MIN"
"41935","3","0","MIN"
"41936","3","1","MIN"
"41937","3","2","MIN"
"41938","3","2","MIN"
"41939","3","1","MIN"
"41940","3","2","MIN"
"41941","3","2","MIN"
"41942","3","0","MIN"
"41943","3","0","MIN"
"41944","0","3","NYY"
"41945","3","1","MIN"
"41946","3","0","MIN"
"41947","3","2","MIN"
"41948","0","3","NYY"
"41949","3","1","MIN"
"41950","3","1","MIN"
"41951","3","1","MIN"
"41952","0","3","NYY"
"41953","2","3","NYY"
"41954","1","3","NYY"
"41955","3","1","MIN"
"41956","3","1","MIN"
"41957","1","3","NYY"
"41958","3","1","MIN"
"41959","2","3","NYY"
"41960","3","2","MIN"
"41961","3","0","MIN"
"41962","3","1","MIN"
"41963","3","1","MIN"
"41964","3","1","MIN"
"41965","3","1","MIN"
"41966","1","3","NYY"
"41967","3","1","MIN"
"41968","3","1","MIN"
"41969","3","2","MIN"
"41970","3","2","MIN"
"41971","3","1","MIN"
"41972","3","1","MIN"
"41973","1","3","NYY"
"41974","1","3","NYY"
"41975","2","3","NYY"
"41976","2","3","NYY"
"41977","3","0","MIN"
"41978","3","2","MIN"
"41979","3","1","MIN"
"41980","3","2","MIN"
"41981","3","0","MIN"
"41982","3","2","MIN"
"41983","3","2","MIN"
"41984","3","1","MIN"
"41985","3","2","MIN"
"41986","3","0","MIN"
"41987","3","2","MIN"
"41988","2","3","NYY"
"41989","1","3","NYY"
"41990","1","3","NYY"
"41991","3","2","MIN"
"41992","2","3","NYY"
"41993","1","3","NYY"
"41994","3","0","MIN"
"41995","1","3","NYY"
"41996","3","0","MIN"
"41997","0","3","NYY"
"41998","1","3","NYY"
"41999","0","3","NYY"
"42000","3","2","MIN"
"42001","0","3","NYY"
"42002","2","3","NYY"
"42003","0","3","NYY"
"42004","3","0","MIN"
"42005","2","3","NYY"
"42006","2","3","NYY"
"42007","1","3","NYY"
"42008","0","3","NYY"
"42009","1","3","NYY"
"42010","0","3","NYY"
"42011","2","3","NYY"
"42012","3","1","MIN"
"42013","1","3","NYY"
"42014","2","3","NYY"
"42015","3","1","MIN"
"42016","3","0","MIN"
"42017","2","3","NYY"
"42018","1","3","NYY"
"42019","3","2","MIN"
"42020","2","3","NYY"
"42021","1","3","NYY"
"42022","1","3","NYY"
"42023","0","3","NYY"
"42024","3","2","MIN"
"42025","3","0","MIN"
"42026","3","2","MIN"
"42027","3","1","MIN"
"42028","3","0","MIN"
"42029","3","2","MIN"
"42030","2","3","NYY"
"42031","3","2","MIN"
"42032","2","3","NYY"
"42033","3","1","MIN"
"42034","3","1","MIN"
"42035","0","3","NYY"
"42036","3","1","MIN"
"42037","1","3","NYY"
"42038","2","3","NYY"
"42039","2","3","NYY"
"42040","3","1","MIN"
"42041","3","1","MIN"
"42042","3","2","MIN"
"42043","3","1","MIN"
"42044","3","0","MIN"
"42045","0","3","NYY"
"42046","2","3","NYY"
"42047","1","3","NYY"
"42048","2","3","NYY"
"42049","3","0","MIN"
"42050","3","2","MIN"
"42051","3","2","MIN"
"42052","2","3","NYY"
"42053","0","3","NYY"
"42054","3","1","MIN"
"42055","3","0","MIN"
"42056","3","1","MIN"
"42057","0","3","NYY"
"42058","1","3","NYY"
"42059","3","1","MIN"
"42060","0","3","NYY"
"42061","3","2","MIN"
"42062","3","0","MIN"
"42063","1","3","NYY"
"42064","3","2","MIN"
"42065","3","0","MIN"
"42066","0","3","NYY"
"42067","2","3","NYY"
"42068","0","3","NYY"
"42069","1","3","NYY"
"42070","3","1","MIN"
"42071","2","3","NYY"
"42072","3","0","MIN"
"42073","3","2","MIN"
"42074","3","1","MIN"
"42075","0","3","NYY"
"42076","1","3","NYY"
"42077","2","3","NYY"
"42078","3","0","MIN"
"42079","0","3","NYY"
"42080","3","0","MIN"
"42081","2","3","NYY"
"42082","3","1","MIN"
"42083","3","2","MIN"
"42084","1","3","NYY"
"42085","1","3","NYY"
"42086","3","2","MIN"
"42087","3","1","MIN"
"42088","3","0","MIN"
"42089","3","1","MIN"
"42090","0","3","NYY"
"42091","3","2","MIN"
"42092","3","2","MIN"
"42093","3","2","MIN"
"42094","2","3","NYY"
"42095","1","3","NYY"
"42096","1","3","NYY"
"42097","3","1","MIN"
"42098","3","2","MIN"
"42099","3","0","MIN"
"42100","2","3","NYY"
"42101","3","0","MIN"
"42102","3","2","MIN"
"42103","2","3","NYY"
"42104","3","2","MIN"
"42105","1","3","NYY"
"42106","2","3","NYY"
"42107","3","0","MIN"
"42108","3","1","MIN"
"42109","2","3","NYY"
"42110","3","0","MIN"
"42111","3","1","MIN"
"42112","3","1","MIN"
"42113","1","3","NYY"
"42114","3","1","MIN"
"42115","0","3","NYY"
"42116","3","2","MIN"
"42117","1","3","NYY"
"42118","3","2","MIN"
"42119","3","1","MIN"
"42120","3","2","MIN"
"42121","3","0","MIN"
"42122","2","3","NYY"
"42123","3","0","MIN"
"42124","3","2","MIN"
"42125","0","3","NYY"
"42126","3","2","MIN"
"42127","3","1","MIN"
"42128","3","2","MIN"
"42129","0","3","NYY"
"42130","3","2","MIN"
"42131","3","1","MIN"
"42132","3","1","MIN"
"42133","1","3","NYY"
"42134","3","2","MIN"
"42135","3","0","MIN"
"42136","2","3","NYY"
"42137","3","2","MIN"
"42138","2","3","NYY"
"42139","3","0","MIN"
"42140","1","3","NYY"
"42141","0","3","NYY"
"42142","1","3","NYY"
"42143","3","2","MIN"
"42144","2","3","NYY"
"42145","3","1","MIN"
"42146","3","1","MIN"
"42147","1","3","NYY"
"42148","1","3","NYY"
"42149","1","3","NYY"
"42150","0","3","NYY"
"42151","3","2","MIN"
"42152","2","3","NYY"
"42153","3","0","MIN"
"42154","3","2","MIN"
"42155","3","2","MIN"
"42156","0","3","NYY"
"42157","0","3","NYY"
"42158","2","3","NYY"
"42159","3","2","MIN"
"42160","3","2","MIN"
"42161","0","3","NYY"
"42162","3","2","MIN"
"42163","3","2","MIN"
"42164","1","3","NYY"
"42165","1","3","NYY"
"42166","2","3","NYY"
"42167","3","2","MIN"
"42168","0","3","NYY"
"42169","0","3","NYY"
"42170","3","1","MIN"
"42171","2","3","NYY"
"42172","3","1","MIN"
"42173","3","0","MIN"
"42174","1","3","NYY"
"42175","2","3","NYY"
"42176","3","0","MIN"
"42177","1","3","NYY"
"42178","0","3","NYY"
"42179","3","2","MIN"
"42180","2","3","NYY"
"42181","0","3","NYY"
"42182","3","1","MIN"
"42183","2","3","NYY"
"42184","3","1","MIN"
"42185","2","3","NYY"
"42186","2","3","NYY"
"42187","3","1","MIN"
"42188","0","3","NYY"
"42189","3","2","MIN"
"42190","2","3","NYY"
"42191","3","2","MIN"
"42192","3","2","MIN"
"42193","2","3","NYY"
"42194","3","1","MIN"
"42195","1","3","NYY"
"42196","3","1","MIN"
"42197","2","3","NYY"
"42198","3","1","MIN"
"42199","1","3","NYY"
"42200","1","3","NYY"
"42201","0","3","NYY"
"42202","2","3","NYY"
"42203","2","3","NYY"
"42204","2","3","NYY"
"42205","2","3","NYY"
"42206","3","2","MIN"
"42207","3","1","MIN"
"42208","2","3","NYY"
"42209","0","3","NYY"
"42210","0","3","NYY"
"42211","2","3","NYY"
"42212","2","3","NYY"
