"","MIL","LAD","Series Winner"
"64325","0","3","LAD"
"64326","0","3","LAD"
"64327","1","3","LAD"
"64328","2","3","LAD"
"64329","0","3","LAD"
"64330","1","3","LAD"
"64331","1","3","LAD"
"64332","3","1","MIL"
"64333","3","1","MIL"
"64334","1","3","LAD"
"64335","1","3","LAD"
"64336","1","3","LAD"
"64337","2","3","LAD"
"64338","0","3","LAD"
"64339","1","3","LAD"
"64340","0","3","LAD"
"64341","1","3","LAD"
"64342","2","3","LAD"
"64343","0","3","LAD"
"64344","2","3","LAD"
"64345","2","3","LAD"
"64346","2","3","LAD"
"64347","1","3","LAD"
"64348","2","3","LAD"
"64349","2","3","LAD"
"64350","0","3","LAD"
"64351","3","2","MIL"
"64352","1","3","LAD"
"64353","1","3","LAD"
"64354","2","3","LAD"
"64355","3","2","MIL"
"64356","1","3","LAD"
"64357","1","3","LAD"
"64358","2","3","LAD"
"64359","3","0","MIL"
"64360","2","3","LAD"
"64361","1","3","LAD"
"64362","2","3","LAD"
"64363","1","3","LAD"
"64364","1","3","LAD"
"64365","1","3","LAD"
"64366","1","3","LAD"
"64367","2","3","LAD"
"64368","0","3","LAD"
"64369","3","1","MIL"
"64370","0","3","LAD"
"64371","1","3","LAD"
"64372","2","3","LAD"
"64373","3","1","MIL"
"64374","2","3","LAD"
"64375","0","3","LAD"
"64376","2","3","LAD"
"64377","3","2","MIL"
"64378","0","3","LAD"
"64379","1","3","LAD"
"64380","0","3","LAD"
"64381","0","3","LAD"
"64382","1","3","LAD"
"64383","0","3","LAD"
"64384","1","3","LAD"
"64385","1","3","LAD"
"64386","1","3","LAD"
"64387","1","3","LAD"
"64388","0","3","LAD"
"64389","0","3","LAD"
"64390","0","3","LAD"
"64391","3","1","MIL"
"64392","1","3","LAD"
"64393","2","3","LAD"
"64394","2","3","LAD"
"64395","1","3","LAD"
"64396","1","3","LAD"
"64397","0","3","LAD"
"64398","3","1","MIL"
"64399","1","3","LAD"
"64400","3","1","MIL"
"64401","1","3","LAD"
"64402","1","3","LAD"
"64403","2","3","LAD"
"64404","0","3","LAD"
"64405","1","3","LAD"
"64406","2","3","LAD"
"64407","2","3","LAD"
"64408","0","3","LAD"
"64409","1","3","LAD"
"64410","1","3","LAD"
"64411","3","1","MIL"
"64412","1","3","LAD"
"64413","0","3","LAD"
"64414","3","2","MIL"
"64415","2","3","LAD"
"64416","2","3","LAD"
"64417","0","3","LAD"
"64418","1","3","LAD"
"64419","1","3","LAD"
"64420","3","1","MIL"
"64421","1","3","LAD"
"64422","0","3","LAD"
"64423","2","3","LAD"
"64424","0","3","LAD"
"64425","0","3","LAD"
"64426","2","3","LAD"
"64427","2","3","LAD"
"64428","0","3","LAD"
"64429","0","3","LAD"
"64430","3","2","MIL"
"64431","3","2","MIL"
"64432","0","3","LAD"
"64433","1","3","LAD"
"64434","0","3","LAD"
"64435","2","3","LAD"
"64436","2","3","LAD"
"64437","2","3","LAD"
"64438","0","3","LAD"
"64439","1","3","LAD"
"64440","0","3","LAD"
"64441","2","3","LAD"
"64442","0","3","LAD"
"64443","0","3","LAD"
"64444","0","3","LAD"
"64445","3","1","MIL"
"64446","2","3","LAD"
"64447","1","3","LAD"
"64448","0","3","LAD"
"64449","1","3","LAD"
"64450","2","3","LAD"
"64451","1","3","LAD"
"64452","1","3","LAD"
"64453","0","3","LAD"
"64454","1","3","LAD"
"64455","3","2","MIL"
"64456","3","2","MIL"
"64457","0","3","LAD"
"64458","3","2","MIL"
"64459","2","3","LAD"
"64460","0","3","LAD"
"64461","0","3","LAD"
"64462","1","3","LAD"
"64463","1","3","LAD"
"64464","0","3","LAD"
"64465","1","3","LAD"
"64466","2","3","LAD"
"64467","1","3","LAD"
"64468","0","3","LAD"
"64469","1","3","LAD"
"64470","1","3","LAD"
"64471","2","3","LAD"
"64472","0","3","LAD"
"64473","1","3","LAD"
"64474","1","3","LAD"
"64475","1","3","LAD"
"64476","2","3","LAD"
"64477","0","3","LAD"
"64478","1","3","LAD"
"64479","2","3","LAD"
"64480","1","3","LAD"
"64481","1","3","LAD"
"64482","0","3","LAD"
"64483","3","1","MIL"
"64484","3","2","MIL"
"64485","1","3","LAD"
"64486","2","3","LAD"
"64487","2","3","LAD"
"64488","3","2","MIL"
"64489","1","3","LAD"
"64490","0","3","LAD"
"64491","1","3","LAD"
"64492","1","3","LAD"
"64493","2","3","LAD"
"64494","2","3","LAD"
"64495","1","3","LAD"
"64496","1","3","LAD"
"64497","2","3","LAD"
"64498","2","3","LAD"
"64499","0","3","LAD"
"64500","1","3","LAD"
"64501","1","3","LAD"
"64502","1","3","LAD"
"64503","1","3","LAD"
"64504","0","3","LAD"
"64505","3","0","MIL"
"64506","0","3","LAD"
"64507","0","3","LAD"
"64508","1","3","LAD"
"64509","2","3","LAD"
"64510","0","3","LAD"
"64511","0","3","LAD"
"64512","0","3","LAD"
"64513","1","3","LAD"
"64514","1","3","LAD"
"64515","3","0","MIL"
"64516","3","1","MIL"
"64517","0","3","LAD"
"64518","1","3","LAD"
"64519","0","3","LAD"
"64520","1","3","LAD"
"64521","1","3","LAD"
"64522","2","3","LAD"
"64523","1","3","LAD"
"64524","0","3","LAD"
"64525","0","3","LAD"
"64526","0","3","LAD"
"64527","1","3","LAD"
"64528","1","3","LAD"
"64529","0","3","LAD"
"64530","3","2","MIL"
"64531","0","3","LAD"
"64532","2","3","LAD"
"64533","0","3","LAD"
"64534","1","3","LAD"
"64535","0","3","LAD"
"64536","0","3","LAD"
"64537","2","3","LAD"
"64538","2","3","LAD"
"64539","1","3","LAD"
"64540","1","3","LAD"
"64541","1","3","LAD"
"64542","1","3","LAD"
"64543","2","3","LAD"
"64544","2","3","LAD"
"64545","1","3","LAD"
"64546","0","3","LAD"
"64547","1","3","LAD"
"64548","1","3","LAD"
"64549","1","3","LAD"
"64550","0","3","LAD"
"64551","1","3","LAD"
"64552","1","3","LAD"
"64553","1","3","LAD"
"64554","1","3","LAD"
"64555","1","3","LAD"
"64556","0","3","LAD"
"64557","0","3","LAD"
"64558","0","3","LAD"
"64559","0","3","LAD"
"64560","0","3","LAD"
"64561","3","1","MIL"
"64562","2","3","LAD"
"64563","0","3","LAD"
"64564","1","3","LAD"
"64565","2","3","LAD"
"64566","1","3","LAD"
"64567","0","3","LAD"
"64568","1","3","LAD"
"64569","2","3","LAD"
"64570","1","3","LAD"
"64571","2","3","LAD"
"64572","3","2","MIL"
"64573","0","3","LAD"
"64574","3","2","MIL"
"64575","0","3","LAD"
"64576","0","3","LAD"
"64577","3","2","MIL"
"64578","2","3","LAD"
"64579","0","3","LAD"
"64580","0","3","LAD"
"64581","2","3","LAD"
"64582","1","3","LAD"
"64583","0","3","LAD"
"64584","3","0","MIL"
"64585","1","3","LAD"
"64586","0","3","LAD"
"64587","0","3","LAD"
"64588","0","3","LAD"
"64589","0","3","LAD"
"64590","1","3","LAD"
"64591","1","3","LAD"
"64592","3","0","MIL"
"64593","0","3","LAD"
"64594","1","3","LAD"
"64595","3","2","MIL"
"64596","3","2","MIL"
"64597","1","3","LAD"
"64598","1","3","LAD"
"64599","1","3","LAD"
"64600","0","3","LAD"
"64601","1","3","LAD"
"64602","1","3","LAD"
"64603","1","3","LAD"
"64604","1","3","LAD"
"64605","0","3","LAD"
"64606","0","3","LAD"
"64607","0","3","LAD"
"64608","2","3","LAD"
"64609","0","3","LAD"
"64610","0","3","LAD"
"64611","0","3","LAD"
"64612","2","3","LAD"
"64613","0","3","LAD"
"64614","1","3","LAD"
"64615","2","3","LAD"
"64616","0","3","LAD"
"64617","1","3","LAD"
"64618","1","3","LAD"
"64619","3","2","MIL"
"64620","1","3","LAD"
"64621","3","0","MIL"
"64622","1","3","LAD"
"64623","0","3","LAD"
"64624","2","3","LAD"
"64625","0","3","LAD"
"64626","2","3","LAD"
"64627","3","1","MIL"
"64628","1","3","LAD"
"64629","2","3","LAD"
"64630","2","3","LAD"
"64631","0","3","LAD"
"64632","1","3","LAD"
"64633","1","3","LAD"
"64634","0","3","LAD"
"64635","0","3","LAD"
"64636","1","3","LAD"
"64637","1","3","LAD"
"64638","0","3","LAD"
"64639","0","3","LAD"
"64640","3","2","MIL"
"64641","0","3","LAD"
"64642","1","3","LAD"
"64643","2","3","LAD"
"64644","1","3","LAD"
"64645","1","3","LAD"
"64646","3","2","MIL"
"64647","1","3","LAD"
"64648","1","3","LAD"
"64649","0","3","LAD"
"64650","1","3","LAD"
"64651","0","3","LAD"
"64652","0","3","LAD"
"64653","0","3","LAD"
"64654","0","3","LAD"
"64655","0","3","LAD"
"64656","1","3","LAD"
"64657","0","3","LAD"
"64658","0","3","LAD"
"64659","0","3","LAD"
"64660","2","3","LAD"
"64661","3","2","MIL"
"64662","1","3","LAD"
"64663","1","3","LAD"
"64664","1","3","LAD"
"64665","2","3","LAD"
"64666","0","3","LAD"
"64667","1","3","LAD"
"64668","1","3","LAD"
"64669","0","3","LAD"
"64670","1","3","LAD"
"64671","0","3","LAD"
"64672","3","2","MIL"
"64673","1","3","LAD"
"64674","2","3","LAD"
"64675","2","3","LAD"
"64676","1","3","LAD"
"64677","3","0","MIL"
"64678","1","3","LAD"
"64679","0","3","LAD"
"64680","0","3","LAD"
"64681","0","3","LAD"
"64682","0","3","LAD"
"64683","2","3","LAD"
"64684","3","1","MIL"
"64685","1","3","LAD"
"64686","0","3","LAD"
"64687","3","1","MIL"
"64688","0","3","LAD"
"64689","0","3","LAD"
"64690","3","1","MIL"
"64691","0","3","LAD"
"64692","1","3","LAD"
"64693","0","3","LAD"
"64694","2","3","LAD"
"64695","2","3","LAD"
"64696","0","3","LAD"
"64697","3","2","MIL"
"64698","2","3","LAD"
"64699","1","3","LAD"
"64700","1","3","LAD"
"64701","0","3","LAD"
"64702","3","0","MIL"
"64703","3","2","MIL"
"64704","0","3","LAD"
"64705","1","3","LAD"
"64706","2","3","LAD"
"64707","2","3","LAD"
"64708","2","3","LAD"
"64709","0","3","LAD"
"64710","2","3","LAD"
"64711","2","3","LAD"
"64712","2","3","LAD"
"64713","1","3","LAD"
"64714","2","3","LAD"
"64715","1","3","LAD"
"64716","0","3","LAD"
"64717","2","3","LAD"
"64718","1","3","LAD"
"64719","0","3","LAD"
"64720","0","3","LAD"
"64721","1","3","LAD"
"64722","1","3","LAD"
"64723","3","2","MIL"
"64724","1","3","LAD"
"64725","1","3","LAD"
"64726","0","3","LAD"
"64727","2","3","LAD"
"64728","2","3","LAD"
"64729","1","3","LAD"
"64730","2","3","LAD"
"64731","1","3","LAD"
"64732","1","3","LAD"
"64733","0","3","LAD"
"64734","3","2","MIL"
"64735","3","2","MIL"
"64736","1","3","LAD"
"64737","2","3","LAD"
"64738","0","3","LAD"
"64739","0","3","LAD"
"64740","2","3","LAD"
"64741","2","3","LAD"
"64742","2","3","LAD"
"64743","1","3","LAD"
"64744","1","3","LAD"
"64745","1","3","LAD"
"64746","1","3","LAD"
"64747","0","3","LAD"
"64748","0","3","LAD"
"64749","1","3","LAD"
"64750","0","3","LAD"
"64751","0","3","LAD"
"64752","0","3","LAD"
"64753","1","3","LAD"
"64754","0","3","LAD"
"64755","0","3","LAD"
"64756","0","3","LAD"
"64757","1","3","LAD"
"64758","0","3","LAD"
"64759","1","3","LAD"
"64760","0","3","LAD"
"64761","2","3","LAD"
"64762","3","0","MIL"
"64763","0","3","LAD"
"64764","3","1","MIL"
"64765","3","1","MIL"
"64766","3","1","MIL"
"64767","1","3","LAD"
"64768","3","1","MIL"
"64769","2","3","LAD"
"64770","0","3","LAD"
"64771","0","3","LAD"
"64772","1","3","LAD"
"64773","2","3","LAD"
"64774","0","3","LAD"
"64775","0","3","LAD"
"64776","0","3","LAD"
"64777","3","1","MIL"
"64778","1","3","LAD"
"64779","3","2","MIL"
"64780","0","3","LAD"
"64781","1","3","LAD"
"64782","1","3","LAD"
"64783","0","3","LAD"
"64784","0","3","LAD"
"64785","0","3","LAD"
"64786","1","3","LAD"
"64787","2","3","LAD"
"64788","2","3","LAD"
"64789","2","3","LAD"
"64790","0","3","LAD"
"64791","2","3","LAD"
"64792","3","0","MIL"
"64793","1","3","LAD"
"64794","0","3","LAD"
"64795","1","3","LAD"
"64796","0","3","LAD"
"64797","0","3","LAD"
"64798","3","0","MIL"
"64799","2","3","LAD"
"64800","0","3","LAD"
"64801","2","3","LAD"
"64802","0","3","LAD"
"64803","1","3","LAD"
"64804","0","3","LAD"
"64805","2","3","LAD"
"64806","1","3","LAD"
"64807","2","3","LAD"
"64808","2","3","LAD"
"64809","1","3","LAD"
"64810","1","3","LAD"
"64811","1","3","LAD"
"64812","2","3","LAD"
"64813","1","3","LAD"
"64814","0","3","LAD"
"64815","0","3","LAD"
"64816","1","3","LAD"
"64817","1","3","LAD"
"64818","2","3","LAD"
"64819","1","3","LAD"
"64820","2","3","LAD"
"64821","0","3","LAD"
"64822","2","3","LAD"
"64823","3","2","MIL"
"64824","0","3","LAD"
"64825","0","3","LAD"
"64826","0","3","LAD"
"64827","0","3","LAD"
"64828","0","3","LAD"
"64829","1","3","LAD"
"64830","2","3","LAD"
"64831","1","3","LAD"
"64832","2","3","LAD"
"64833","0","3","LAD"
"64834","3","1","MIL"
"64835","2","3","LAD"
"64836","1","3","LAD"
"64837","1","3","LAD"
"64838","3","0","MIL"
"64839","1","3","LAD"
"64840","1","3","LAD"
"64841","0","3","LAD"
"64842","0","3","LAD"
"64843","0","3","LAD"
"64844","2","3","LAD"
"64845","0","3","LAD"
"64846","0","3","LAD"
"64847","0","3","LAD"
"64848","2","3","LAD"
"64849","0","3","LAD"
"64850","1","3","LAD"
"64851","0","3","LAD"
"64852","1","3","LAD"
"64853","0","3","LAD"
"64854","0","3","LAD"
"64855","0","3","LAD"
"64856","0","3","LAD"
"64857","3","1","MIL"
"64858","1","3","LAD"
"64859","2","3","LAD"
"64860","0","3","LAD"
"64861","1","3","LAD"
"64862","2","3","LAD"
"64863","3","2","MIL"
"64864","2","3","LAD"
"64865","1","3","LAD"
"64866","0","3","LAD"
"64867","0","3","LAD"
"64868","1","3","LAD"
"64869","0","3","LAD"
"64870","2","3","LAD"
"64871","3","2","MIL"
"64872","3","2","MIL"
"64873","3","1","MIL"
"64874","0","3","LAD"
"64875","0","3","LAD"
"64876","0","3","LAD"
"64877","0","3","LAD"
"64878","0","3","LAD"
"64879","2","3","LAD"
"64880","1","3","LAD"
"64881","1","3","LAD"
"64882","0","3","LAD"
"64883","1","3","LAD"
"64884","1","3","LAD"
"64885","0","3","LAD"
"64886","0","3","LAD"
"64887","2","3","LAD"
"64888","0","3","LAD"
"64889","1","3","LAD"
"64890","0","3","LAD"
"64891","0","3","LAD"
"64892","2","3","LAD"
"64893","3","2","MIL"
"64894","0","3","LAD"
"64895","0","3","LAD"
"64896","0","3","LAD"
"64897","1","3","LAD"
"64898","1","3","LAD"
"64899","0","3","LAD"
"64900","2","3","LAD"
"64901","0","3","LAD"
"64902","0","3","LAD"
"64903","0","3","LAD"
"64904","1","3","LAD"
"64905","0","3","LAD"
"64906","1","3","LAD"
"64907","0","3","LAD"
"64908","3","1","MIL"
"64909","1","3","LAD"
"64910","2","3","LAD"
"64911","1","3","LAD"
"64912","0","3","LAD"
"64913","0","3","LAD"
"64914","2","3","LAD"
"64915","2","3","LAD"
"64916","0","3","LAD"
"64917","1","3","LAD"
"64918","1","3","LAD"
"64919","1","3","LAD"
"64920","1","3","LAD"
"64921","1","3","LAD"
"64922","0","3","LAD"
"64923","2","3","LAD"
"64924","0","3","LAD"
"64925","0","3","LAD"
"64926","0","3","LAD"
"64927","1","3","LAD"
"64928","0","3","LAD"
"64929","0","3","LAD"
"64930","0","3","LAD"
"64931","3","2","MIL"
"64932","1","3","LAD"
"64933","2","3","LAD"
"64934","0","3","LAD"
"64935","3","2","MIL"
"64936","2","3","LAD"
"64937","0","3","LAD"
"64938","0","3","LAD"
"64939","1","3","LAD"
"64940","3","0","MIL"
"64941","1","3","LAD"
"64942","0","3","LAD"
"64943","2","3","LAD"
"64944","1","3","LAD"
"64945","0","3","LAD"
"64946","0","3","LAD"
"64947","2","3","LAD"
"64948","0","3","LAD"
"64949","0","3","LAD"
"64950","3","1","MIL"
"64951","1","3","LAD"
"64952","1","3","LAD"
"64953","2","3","LAD"
"64954","1","3","LAD"
"64955","1","3","LAD"
"64956","0","3","LAD"
"64957","3","2","MIL"
"64958","0","3","LAD"
"64959","2","3","LAD"
"64960","0","3","LAD"
"64961","0","3","LAD"
"64962","3","2","MIL"
"64963","0","3","LAD"
"64964","0","3","LAD"
"64965","1","3","LAD"
"64966","0","3","LAD"
"64967","1","3","LAD"
"64968","1","3","LAD"
"64969","2","3","LAD"
"64970","2","3","LAD"
"64971","3","1","MIL"
"64972","0","3","LAD"
"64973","2","3","LAD"
"64974","0","3","LAD"
"64975","2","3","LAD"
"64976","2","3","LAD"
"64977","3","1","MIL"
"64978","1","3","LAD"
"64979","1","3","LAD"
"64980","1","3","LAD"
"64981","1","3","LAD"
"64982","1","3","LAD"
"64983","1","3","LAD"
"64984","0","3","LAD"
"64985","1","3","LAD"
"64986","1","3","LAD"
"64987","2","3","LAD"
"64988","2","3","LAD"
"64989","2","3","LAD"
"64990","0","3","LAD"
"64991","3","1","MIL"
"64992","2","3","LAD"
"64993","1","3","LAD"
"64994","0","3","LAD"
"64995","3","0","MIL"
"64996","1","3","LAD"
"64997","1","3","LAD"
"64998","0","3","LAD"
"64999","0","3","LAD"
"65000","1","3","LAD"
"65001","0","3","LAD"
"65002","0","3","LAD"
"65003","2","3","LAD"
"65004","1","3","LAD"
"65005","2","3","LAD"
"65006","0","3","LAD"
"65007","0","3","LAD"
"65008","0","3","LAD"
"65009","3","1","MIL"
"65010","0","3","LAD"
"65011","1","3","LAD"
"65012","0","3","LAD"
"65013","0","3","LAD"
"65014","0","3","LAD"
"65015","0","3","LAD"
"65016","1","3","LAD"
"65017","3","2","MIL"
"65018","0","3","LAD"
"65019","0","3","LAD"
"65020","1","3","LAD"
"65021","0","3","LAD"
"65022","0","3","LAD"
"65023","3","2","MIL"
"65024","3","0","MIL"
"65025","2","3","LAD"
"65026","0","3","LAD"
"65027","2","3","LAD"
"65028","2","3","LAD"
"65029","0","3","LAD"
"65030","0","3","LAD"
"65031","0","3","LAD"
"65032","1","3","LAD"
"65033","3","1","MIL"
"65034","0","3","LAD"
"65035","0","3","LAD"
"65036","3","2","MIL"
"65037","2","3","LAD"
"65038","0","3","LAD"
"65039","0","3","LAD"
"65040","1","3","LAD"
"65041","0","3","LAD"
"65042","1","3","LAD"
"65043","1","3","LAD"
"65044","3","1","MIL"
"65045","1","3","LAD"
"65046","0","3","LAD"
"65047","3","1","MIL"
"65048","3","0","MIL"
"65049","1","3","LAD"
"65050","0","3","LAD"
"65051","0","3","LAD"
"65052","1","3","LAD"
"65053","0","3","LAD"
"65054","0","3","LAD"
"65055","1","3","LAD"
"65056","1","3","LAD"
"65057","1","3","LAD"
"65058","1","3","LAD"
"65059","0","3","LAD"
"65060","0","3","LAD"
"65061","0","3","LAD"
"65062","2","3","LAD"
"65063","1","3","LAD"
"65064","2","3","LAD"
"65065","1","3","LAD"
"65066","1","3","LAD"
"65067","2","3","LAD"
"65068","1","3","LAD"
"65069","0","3","LAD"
"65070","0","3","LAD"
"65071","3","1","MIL"
"65072","1","3","LAD"
"65073","2","3","LAD"
"65074","2","3","LAD"
"65075","0","3","LAD"
"65076","1","3","LAD"
"65077","0","3","LAD"
"65078","0","3","LAD"
"65079","2","3","LAD"
"65080","1","3","LAD"
"65081","1","3","LAD"
"65082","1","3","LAD"
"65083","2","3","LAD"
"65084","2","3","LAD"
"65085","0","3","LAD"
"65086","0","3","LAD"
"65087","3","2","MIL"
"65088","0","3","LAD"
"65089","2","3","LAD"
"65090","1","3","LAD"
"65091","0","3","LAD"
"65092","0","3","LAD"
"65093","1","3","LAD"
"65094","1","3","LAD"
"65095","3","2","MIL"
"65096","2","3","LAD"
"65097","0","3","LAD"
"65098","1","3","LAD"
"65099","0","3","LAD"
"65100","1","3","LAD"
"65101","0","3","LAD"
"65102","0","3","LAD"
"65103","1","3","LAD"
"65104","1","3","LAD"
"65105","2","3","LAD"
"65106","0","3","LAD"
"65107","0","3","LAD"
"65108","3","1","MIL"
"65109","1","3","LAD"
"65110","2","3","LAD"
"65111","2","3","LAD"
"65112","0","3","LAD"
"65113","1","3","LAD"
"65114","3","1","MIL"
"65115","3","2","MIL"
"65116","3","0","MIL"
"65117","0","3","LAD"
"65118","1","3","LAD"
"65119","0","3","LAD"
"65120","0","3","LAD"
"65121","3","2","MIL"
"65122","2","3","LAD"
"65123","2","3","LAD"
"65124","3","1","MIL"
"65125","0","3","LAD"
"65126","0","3","LAD"
"65127","1","3","LAD"
"65128","2","3","LAD"
"65129","0","3","LAD"
"65130","1","3","LAD"
"65131","1","3","LAD"
"65132","0","3","LAD"
"65133","1","3","LAD"
"65134","0","3","LAD"
"65135","2","3","LAD"
"65136","0","3","LAD"
"65137","1","3","LAD"
"65138","1","3","LAD"
"65139","0","3","LAD"
"65140","0","3","LAD"
"65141","0","3","LAD"
"65142","0","3","LAD"
"65143","0","3","LAD"
"65144","1","3","LAD"
"65145","2","3","LAD"
"65146","0","3","LAD"
"65147","0","3","LAD"
"65148","0","3","LAD"
"65149","0","3","LAD"
"65150","2","3","LAD"
"65151","1","3","LAD"
"65152","2","3","LAD"
"65153","0","3","LAD"
"65154","0","3","LAD"
"65155","0","3","LAD"
"65156","0","3","LAD"
"65157","0","3","LAD"
"65158","2","3","LAD"
"65159","0","3","LAD"
"65160","0","3","LAD"
"65161","0","3","LAD"
"65162","0","3","LAD"
"65163","1","3","LAD"
"65164","1","3","LAD"
"65165","1","3","LAD"
"65166","0","3","LAD"
"65167","2","3","LAD"
"65168","0","3","LAD"
"65169","1","3","LAD"
"65170","0","3","LAD"
"65171","0","3","LAD"
"65172","1","3","LAD"
"65173","0","3","LAD"
"65174","0","3","LAD"
"65175","0","3","LAD"
"65176","2","3","LAD"
"65177","1","3","LAD"
"65178","0","3","LAD"
"65179","0","3","LAD"
"65180","0","3","LAD"
"65181","0","3","LAD"
"65182","0","3","LAD"
"65183","1","3","LAD"
"65184","0","3","LAD"
"65185","0","3","LAD"
"65186","3","1","MIL"
"65187","2","3","LAD"
"65188","3","0","MIL"
"65189","3","1","MIL"
"65190","2","3","LAD"
"65191","0","3","LAD"
"65192","1","3","LAD"
"65193","1","3","LAD"
"65194","0","3","LAD"
"65195","3","2","MIL"
"65196","1","3","LAD"
"65197","2","3","LAD"
"65198","1","3","LAD"
"65199","1","3","LAD"
"65200","0","3","LAD"
"65201","0","3","LAD"
"65202","3","1","MIL"
"65203","3","1","MIL"
"65204","0","3","LAD"
"65205","3","0","MIL"
"65206","1","3","LAD"
"65207","3","1","MIL"
"65208","0","3","LAD"
"65209","0","3","LAD"
"65210","0","3","LAD"
"65211","3","1","MIL"
"65212","3","1","MIL"
"65213","2","3","LAD"
"65214","1","3","LAD"
"65215","2","3","LAD"
"65216","2","3","LAD"
"65217","3","1","MIL"
"65218","1","3","LAD"
"65219","2","3","LAD"
"65220","3","1","MIL"
"65221","2","3","LAD"
"65222","0","3","LAD"
"65223","0","3","LAD"
"65224","1","3","LAD"
"65225","2","3","LAD"
"65226","1","3","LAD"
"65227","2","3","LAD"
"65228","1","3","LAD"
"65229","2","3","LAD"
"65230","2","3","LAD"
"65231","0","3","LAD"
"65232","1","3","LAD"
"65233","0","3","LAD"
"65234","0","3","LAD"
"65235","0","3","LAD"
"65236","2","3","LAD"
"65237","0","3","LAD"
"65238","0","3","LAD"
"65239","2","3","LAD"
"65240","2","3","LAD"
"65241","3","2","MIL"
"65242","1","3","LAD"
"65243","0","3","LAD"
"65244","3","2","MIL"
"65245","1","3","LAD"
"65246","0","3","LAD"
"65247","1","3","LAD"
"65248","1","3","LAD"
"65249","0","3","LAD"
"65250","2","3","LAD"
"65251","1","3","LAD"
"65252","1","3","LAD"
"65253","3","2","MIL"
"65254","0","3","LAD"
"65255","1","3","LAD"
"65256","0","3","LAD"
"65257","0","3","LAD"
"65258","3","2","MIL"
"65259","3","2","MIL"
"65260","1","3","LAD"
"65261","3","1","MIL"
"65262","0","3","LAD"
"65263","1","3","LAD"
"65264","0","3","LAD"
"65265","0","3","LAD"
"65266","1","3","LAD"
"65267","2","3","LAD"
"65268","0","3","LAD"
"65269","3","2","MIL"
"65270","0","3","LAD"
"65271","2","3","LAD"
"65272","0","3","LAD"
"65273","3","1","MIL"
"65274","1","3","LAD"
"65275","0","3","LAD"
"65276","0","3","LAD"
"65277","2","3","LAD"
"65278","3","2","MIL"
"65279","0","3","LAD"
"65280","1","3","LAD"
"65281","3","2","MIL"
"65282","1","3","LAD"
"65283","0","3","LAD"
"65284","1","3","LAD"
"65285","2","3","LAD"
"65286","0","3","LAD"
"65287","2","3","LAD"
"65288","1","3","LAD"
"65289","2","3","LAD"
"65290","0","3","LAD"
"65291","1","3","LAD"
"65292","3","2","MIL"
"65293","2","3","LAD"
"65294","0","3","LAD"
"65295","0","3","LAD"
"65296","0","3","LAD"
"65297","0","3","LAD"
"65298","0","3","LAD"
"65299","0","3","LAD"
"65300","0","3","LAD"
"65301","1","3","LAD"
"65302","2","3","LAD"
"65303","0","3","LAD"
"65304","1","3","LAD"
"65305","1","3","LAD"
"65306","2","3","LAD"
"65307","2","3","LAD"
"65308","1","3","LAD"
"65309","1","3","LAD"
"65310","2","3","LAD"
"65311","3","2","MIL"
"65312","2","3","LAD"
"65313","2","3","LAD"
"65314","0","3","LAD"
"65315","0","3","LAD"
"65316","1","3","LAD"
"65317","1","3","LAD"
"65318","1","3","LAD"
"65319","0","3","LAD"
"65320","1","3","LAD"
"65321","0","3","LAD"
"65322","1","3","LAD"
"65323","3","0","MIL"
"65324","0","3","LAD"
"65325","0","3","LAD"
"65326","3","1","MIL"
"65327","1","3","LAD"
"65328","1","3","LAD"
"65329","0","3","LAD"
"65330","2","3","LAD"
"65331","1","3","LAD"
"65332","1","3","LAD"
"65333","1","3","LAD"
"65334","0","3","LAD"
"65335","3","0","MIL"
"65336","2","3","LAD"
"65337","3","0","MIL"
"65338","0","3","LAD"
"65339","0","3","LAD"
"65340","2","3","LAD"
"65341","0","3","LAD"
"65342","3","2","MIL"
"65343","1","3","LAD"
"65344","1","3","LAD"
"65345","1","3","LAD"
"65346","3","1","MIL"
"65347","0","3","LAD"
"65348","1","3","LAD"
"65349","0","3","LAD"
"65350","0","3","LAD"
"65351","0","3","LAD"
"65352","1","3","LAD"
"65353","0","3","LAD"
"65354","1","3","LAD"
"65355","2","3","LAD"
"65356","2","3","LAD"
"65357","3","2","MIL"
"65358","0","3","LAD"
"65359","1","3","LAD"
"65360","1","3","LAD"
"65361","0","3","LAD"
"65362","0","3","LAD"
"65363","1","3","LAD"
"65364","0","3","LAD"
"65365","0","3","LAD"
"65366","1","3","LAD"
"65367","2","3","LAD"
"65368","0","3","LAD"
"65369","1","3","LAD"
"65370","0","3","LAD"
"65371","2","3","LAD"
"65372","1","3","LAD"
"65373","3","2","MIL"
"65374","0","3","LAD"
"65375","1","3","LAD"
"65376","3","2","MIL"
"65377","1","3","LAD"
"65378","1","3","LAD"
"65379","1","3","LAD"
"65380","2","3","LAD"
"65381","1","3","LAD"
"65382","0","3","LAD"
"65383","3","1","MIL"
"65384","2","3","LAD"
"65385","2","3","LAD"
"65386","0","3","LAD"
"65387","0","3","LAD"
"65388","2","3","LAD"
"65389","0","3","LAD"
"65390","1","3","LAD"
"65391","1","3","LAD"
"65392","0","3","LAD"
"65393","2","3","LAD"
"65394","0","3","LAD"
"65395","0","3","LAD"
"65396","2","3","LAD"
"65397","1","3","LAD"
"65398","1","3","LAD"
"65399","0","3","LAD"
