"","NYY","HOU","Series Winner"
"47595","4","3","NYY"
"47596","1","4","HOU"
"47597","4","1","NYY"
"47598","1","4","HOU"
"47599","2","4","HOU"
"47600","2","4","HOU"
"47601","4","2","NYY"
"47602","1","4","HOU"
"47603","2","4","HOU"
"47604","1","4","HOU"
"47605","3","4","HOU"
"47606","3","4","HOU"
"47607","2","4","HOU"
"47608","3","4","HOU"
"47609","4","2","NYY"
"47610","2","4","HOU"
"47611","1","4","HOU"
"47612","0","4","HOU"
"47613","1","4","HOU"
"47614","4","2","NYY"
"47615","4","3","NYY"
"47616","4","1","NYY"
"47617","4","2","NYY"
"47618","2","4","HOU"
"47619","4","0","NYY"
"47620","2","4","HOU"
"47621","0","4","HOU"
"47622","3","4","HOU"
"47623","2","4","HOU"
"47624","1","4","HOU"
"47625","3","4","HOU"
"47626","3","4","HOU"
"47627","1","4","HOU"
"47628","3","4","HOU"
"47629","1","4","HOU"
"47630","4","1","NYY"
"47631","2","4","HOU"
"47632","0","4","HOU"
"47633","2","4","HOU"
"47634","4","0","NYY"
"47635","4","1","NYY"
"47636","2","4","HOU"
"47637","4","3","NYY"
"47638","0","4","HOU"
"47639","1","4","HOU"
"47640","3","4","HOU"
"47641","0","4","HOU"
"47642","4","2","NYY"
"47643","0","4","HOU"
"47644","3","4","HOU"
"47645","2","4","HOU"
"47646","0","4","HOU"
"47647","0","4","HOU"
"47648","1","4","HOU"
"47649","4","1","NYY"
"47650","2","4","HOU"
"47651","0","4","HOU"
"47652","2","4","HOU"
"47653","0","4","HOU"
"47654","0","4","HOU"
"47655","3","4","HOU"
"47656","3","4","HOU"
"47657","3","4","HOU"
"47658","2","4","HOU"
"47659","1","4","HOU"
"47660","3","4","HOU"
"47661","1","4","HOU"
"47662","4","2","NYY"
"47663","0","4","HOU"
"47664","2","4","HOU"
"47665","1","4","HOU"
"47666","3","4","HOU"
"47667","1","4","HOU"
"47668","4","0","NYY"
"47669","4","2","NYY"
"47670","4","0","NYY"
"47671","0","4","HOU"
"47672","2","4","HOU"
"47673","0","4","HOU"
"47674","3","4","HOU"
"47675","0","4","HOU"
"47676","4","3","NYY"
"47677","3","4","HOU"
"47678","1","4","HOU"
"47679","2","4","HOU"
"47680","1","4","HOU"
"47681","1","4","HOU"
"47682","3","4","HOU"
"47683","4","3","NYY"
"47684","1","4","HOU"
"47685","3","4","HOU"
"47686","3","4","HOU"
"47687","0","4","HOU"
"47688","1","4","HOU"
"47689","3","4","HOU"
"47690","3","4","HOU"
"47691","3","4","HOU"
"47692","4","2","NYY"
"47693","2","4","HOU"
"47694","3","4","HOU"
"47695","2","4","HOU"
"47696","1","4","HOU"
"47697","1","4","HOU"
"47698","3","4","HOU"
"47699","3","4","HOU"
"47700","4","1","NYY"
"47701","3","4","HOU"
"47702","4","1","NYY"
"47703","2","4","HOU"
"47704","1","4","HOU"
"47705","1","4","HOU"
"47706","1","4","HOU"
"47707","3","4","HOU"
"47708","2","4","HOU"
"47709","3","4","HOU"
"47710","2","4","HOU"
"47711","4","2","NYY"
"47712","3","4","HOU"
"47713","4","1","NYY"
"47714","2","4","HOU"
"47715","2","4","HOU"
"47716","2","4","HOU"
"47717","2","4","HOU"
"47718","3","4","HOU"
"47719","4","3","NYY"
"47720","1","4","HOU"
"47721","0","4","HOU"
"47722","1","4","HOU"
"47723","4","0","NYY"
"47724","3","4","HOU"
"47725","4","0","NYY"
"47726","1","4","HOU"
"47727","3","4","HOU"
"47728","2","4","HOU"
"47729","3","4","HOU"
"47730","3","4","HOU"
"47731","2","4","HOU"
"47732","2","4","HOU"
"47733","1","4","HOU"
"47734","4","1","NYY"
"47735","3","4","HOU"
"47736","1","4","HOU"
"47737","3","4","HOU"
"47738","1","4","HOU"
"47739","0","4","HOU"
"47740","3","4","HOU"
"47741","4","3","NYY"
"47742","4","2","NYY"
"47743","4","3","NYY"
"47744","4","1","NYY"
"47745","1","4","HOU"
"47746","1","4","HOU"
"47747","1","4","HOU"
"47748","3","4","HOU"
"47749","1","4","HOU"
"47750","4","3","NYY"
"47751","0","4","HOU"
"47752","2","4","HOU"
"47753","1","4","HOU"
"47754","3","4","HOU"
"47755","4","0","NYY"
"47756","2","4","HOU"
"47757","3","4","HOU"
"47758","3","4","HOU"
"47759","4","2","NYY"
"47760","2","4","HOU"
"47761","4","1","NYY"
"47762","2","4","HOU"
"47763","2","4","HOU"
"47764","1","4","HOU"
"47765","4","0","NYY"
"47766","3","4","HOU"
"47767","0","4","HOU"
"47768","3","4","HOU"
"47769","2","4","HOU"
"47770","4","2","NYY"
"47771","0","4","HOU"
"47772","4","1","NYY"
"47773","4","1","NYY"
"47774","4","3","NYY"
"47775","1","4","HOU"
"47776","0","4","HOU"
"47777","4","1","NYY"
"47778","0","4","HOU"
"47779","4","1","NYY"
"47780","2","4","HOU"
"47781","4","3","NYY"
"47782","0","4","HOU"
"47783","4","3","NYY"
"47784","4","3","NYY"
"47785","3","4","HOU"
"47786","3","4","HOU"
"47787","4","0","NYY"
"47788","1","4","HOU"
"47789","4","1","NYY"
"47790","2","4","HOU"
"47791","2","4","HOU"
"47792","4","1","NYY"
"47793","4","3","NYY"
"47794","4","1","NYY"
"47795","2","4","HOU"
"47796","3","4","HOU"
"47797","2","4","HOU"
"47798","2","4","HOU"
"47799","1","4","HOU"
"47800","3","4","HOU"
"47801","1","4","HOU"
"47802","4","1","NYY"
"47803","3","4","HOU"
"47804","3","4","HOU"
"47805","1","4","HOU"
"47806","0","4","HOU"
"47807","2","4","HOU"
"47808","1","4","HOU"
"47809","2","4","HOU"
"47810","3","4","HOU"
"47811","3","4","HOU"
"47812","4","1","NYY"
"47813","4","2","NYY"
"47814","4","3","NYY"
"47815","4","2","NYY"
"47816","0","4","HOU"
"47817","1","4","HOU"
"47818","2","4","HOU"
"47819","3","4","HOU"
"47820","4","0","NYY"
"47821","4","1","NYY"
"47822","2","4","HOU"
"47823","4","3","NYY"
"47824","2","4","HOU"
"47825","1","4","HOU"
"47826","1","4","HOU"
"47827","4","1","NYY"
"47828","0","4","HOU"
"47829","0","4","HOU"
"47830","3","4","HOU"
"47831","2","4","HOU"
"47832","3","4","HOU"
"47833","1","4","HOU"
"47834","3","4","HOU"
"47835","3","4","HOU"
"47836","3","4","HOU"
"47837","4","3","NYY"
"47838","0","4","HOU"
"47839","0","4","HOU"
"47840","4","3","NYY"
"47841","4","1","NYY"
"47842","3","4","HOU"
"47843","3","4","HOU"
"47844","3","4","HOU"
"47845","2","4","HOU"
"47846","4","0","NYY"
"47847","3","4","HOU"
"47848","0","4","HOU"
"47849","4","3","NYY"
"47850","1","4","HOU"
"47851","3","4","HOU"
"47852","1","4","HOU"
"47853","4","0","NYY"
"47854","1","4","HOU"
"47855","0","4","HOU"
"47856","4","2","NYY"
"47857","3","4","HOU"
"47858","1","4","HOU"
"47859","0","4","HOU"
"47860","2","4","HOU"
"47861","2","4","HOU"
"47862","4","2","NYY"
"47863","1","4","HOU"
"47864","3","4","HOU"
"47865","2","4","HOU"
"47866","1","4","HOU"
"47867","2","4","HOU"
"47868","1","4","HOU"
"47869","1","4","HOU"
"47870","4","2","NYY"
"47871","2","4","HOU"
"47872","2","4","HOU"
"47873","3","4","HOU"
"47874","1","4","HOU"
"47875","3","4","HOU"
"47876","1","4","HOU"
"47877","0","4","HOU"
"47878","2","4","HOU"
"47879","2","4","HOU"
"47880","3","4","HOU"
"47881","3","4","HOU"
"47882","2","4","HOU"
"47883","2","4","HOU"
"47884","0","4","HOU"
"47885","3","4","HOU"
"47886","2","4","HOU"
"47887","1","4","HOU"
"47888","2","4","HOU"
"47889","2","4","HOU"
"47890","3","4","HOU"
"47891","4","2","NYY"
"47892","0","4","HOU"
"47893","1","4","HOU"
"47894","4","3","NYY"
"47895","2","4","HOU"
"47896","1","4","HOU"
"47897","4","2","NYY"
"47898","4","3","NYY"
"47899","1","4","HOU"
"47900","4","2","NYY"
"47901","4","2","NYY"
"47902","4","2","NYY"
"47903","2","4","HOU"
"47904","2","4","HOU"
"47905","3","4","HOU"
"47906","2","4","HOU"
"47907","4","1","NYY"
"47908","2","4","HOU"
"47909","1","4","HOU"
"47910","3","4","HOU"
"47911","3","4","HOU"
"47912","4","3","NYY"
"47913","3","4","HOU"
"47914","3","4","HOU"
"47915","1","4","HOU"
"47916","4","1","NYY"
"47917","3","4","HOU"
"47918","2","4","HOU"
"47919","0","4","HOU"
"47920","4","2","NYY"
"47921","2","4","HOU"
"47922","2","4","HOU"
"47923","4","1","NYY"
"47924","1","4","HOU"
"47925","3","4","HOU"
"47926","1","4","HOU"
"47927","1","4","HOU"
"47928","2","4","HOU"
"47929","2","4","HOU"
"47930","3","4","HOU"
"47931","3","4","HOU"
"47932","1","4","HOU"
"47933","2","4","HOU"
"47934","3","4","HOU"
"47935","4","3","NYY"
"47936","3","4","HOU"
"47937","1","4","HOU"
"47938","3","4","HOU"
"47939","3","4","HOU"
"47940","1","4","HOU"
"47941","3","4","HOU"
"47942","2","4","HOU"
"47943","1","4","HOU"
"47944","3","4","HOU"
"47945","1","4","HOU"
"47946","4","0","NYY"
"47947","1","4","HOU"
"47948","4","2","NYY"
"47949","4","3","NYY"
"47950","4","2","NYY"
"47951","4","1","NYY"
"47952","2","4","HOU"
"47953","4","1","NYY"
"47954","4","2","NYY"
"47955","4","3","NYY"
"47956","1","4","HOU"
"47957","1","4","HOU"
"47958","3","4","HOU"
"47959","3","4","HOU"
"47960","1","4","HOU"
"47961","4","2","NYY"
"47962","2","4","HOU"
"47963","1","4","HOU"
"47964","0","4","HOU"
"47965","2","4","HOU"
"47966","4","3","NYY"
"47967","4","2","NYY"
"47968","3","4","HOU"
"47969","3","4","HOU"
"47970","0","4","HOU"
"47971","3","4","HOU"
"47972","1","4","HOU"
"47973","2","4","HOU"
"47974","3","4","HOU"
"47975","1","4","HOU"
"47976","0","4","HOU"
"47977","4","3","NYY"
"47978","0","4","HOU"
"47979","0","4","HOU"
"47980","1","4","HOU"
"47981","4","1","NYY"
"47982","1","4","HOU"
"47983","2","4","HOU"
"47984","2","4","HOU"
"47985","3","4","HOU"
"47986","0","4","HOU"
"47987","0","4","HOU"
"47988","1","4","HOU"
"47989","4","2","NYY"
"47990","0","4","HOU"
"47991","1","4","HOU"
"47992","4","2","NYY"
"47993","1","4","HOU"
"47994","2","4","HOU"
"47995","0","4","HOU"
"47996","0","4","HOU"
"47997","0","4","HOU"
"47998","3","4","HOU"
"47999","3","4","HOU"
"48000","3","4","HOU"
"48001","2","4","HOU"
"48002","1","4","HOU"
"48003","2","4","HOU"
"48004","0","4","HOU"
"48005","2","4","HOU"
"48006","1","4","HOU"
"48007","0","4","HOU"
"48008","2","4","HOU"
"48009","1","4","HOU"
"48010","0","4","HOU"
"48011","0","4","HOU"
"48012","1","4","HOU"
"48013","1","4","HOU"
"48014","3","4","HOU"
"48015","3","4","HOU"
"48016","0","4","HOU"
"48017","1","4","HOU"
"48018","1","4","HOU"
"48019","4","2","NYY"
"48020","4","3","NYY"
"48021","3","4","HOU"
"48022","3","4","HOU"
"48023","3","4","HOU"
"48024","3","4","HOU"
"48025","2","4","HOU"
"48026","2","4","HOU"
"48027","4","2","NYY"
"48028","3","4","HOU"
"48029","4","1","NYY"
"48030","1","4","HOU"
"48031","3","4","HOU"
"48032","3","4","HOU"
"48033","1","4","HOU"
"48034","2","4","HOU"
"48035","4","2","NYY"
"48036","1","4","HOU"
"48037","1","4","HOU"
"48038","4","2","NYY"
"48039","2","4","HOU"
"48040","3","4","HOU"
"48041","3","4","HOU"
"48042","4","2","NYY"
"48043","4","2","NYY"
"48044","1","4","HOU"
"48045","2","4","HOU"
"48046","3","4","HOU"
"48047","1","4","HOU"
"48048","4","2","NYY"
"48049","1","4","HOU"
"48050","2","4","HOU"
"48051","2","4","HOU"
"48052","2","4","HOU"
"48053","4","1","NYY"
"48054","2","4","HOU"
"48055","3","4","HOU"
"48056","3","4","HOU"
"48057","1","4","HOU"
"48058","4","2","NYY"
"48059","4","2","NYY"
"48060","4","2","NYY"
"48061","4","2","NYY"
"48062","1","4","HOU"
"48063","0","4","HOU"
"48064","4","2","NYY"
"48065","3","4","HOU"
"48066","2","4","HOU"
"48067","1","4","HOU"
"48068","1","4","HOU"
"48069","2","4","HOU"
"48070","3","4","HOU"
"48071","1","4","HOU"
"48072","0","4","HOU"
"48073","4","1","NYY"
"48074","4","3","NYY"
"48075","2","4","HOU"
"48076","0","4","HOU"
"48077","3","4","HOU"
"48078","3","4","HOU"
"48079","3","4","HOU"
"48080","0","4","HOU"
"48081","1","4","HOU"
"48082","3","4","HOU"
"48083","3","4","HOU"
"48084","0","4","HOU"
"48085","2","4","HOU"
"48086","1","4","HOU"
"48087","4","3","NYY"
"48088","3","4","HOU"
"48089","4","2","NYY"
"48090","0","4","HOU"
"48091","3","4","HOU"
"48092","3","4","HOU"
"48093","3","4","HOU"
"48094","1","4","HOU"
"48095","3","4","HOU"
"48096","2","4","HOU"
"48097","0","4","HOU"
"48098","2","4","HOU"
"48099","3","4","HOU"
"48100","3","4","HOU"
"48101","4","2","NYY"
"48102","0","4","HOU"
"48103","1","4","HOU"
"48104","1","4","HOU"
"48105","2","4","HOU"
"48106","4","1","NYY"
"48107","3","4","HOU"
"48108","4","3","NYY"
"48109","4","3","NYY"
"48110","1","4","HOU"
"48111","4","0","NYY"
"48112","1","4","HOU"
"48113","3","4","HOU"
"48114","2","4","HOU"
"48115","3","4","HOU"
"48116","3","4","HOU"
"48117","1","4","HOU"
"48118","4","0","NYY"
"48119","4","2","NYY"
"48120","2","4","HOU"
"48121","0","4","HOU"
"48122","1","4","HOU"
"48123","2","4","HOU"
"48124","1","4","HOU"
"48125","1","4","HOU"
"48126","2","4","HOU"
"48127","2","4","HOU"
"48128","4","2","NYY"
"48129","2","4","HOU"
"48130","4","1","NYY"
"48131","2","4","HOU"
"48132","0","4","HOU"
"48133","2","4","HOU"
"48134","4","3","NYY"
"48135","3","4","HOU"
"48136","2","4","HOU"
"48137","1","4","HOU"
"48138","3","4","HOU"
"48139","4","2","NYY"
"48140","2","4","HOU"
"48141","3","4","HOU"
"48142","3","4","HOU"
"48143","0","4","HOU"
"48144","0","4","HOU"
"48145","2","4","HOU"
"48146","4","3","NYY"
"48147","4","2","NYY"
"48148","3","4","HOU"
"48149","4","0","NYY"
"48150","1","4","HOU"
"48151","0","4","HOU"
"48152","3","4","HOU"
"48153","0","4","HOU"
"48154","2","4","HOU"
"48155","1","4","HOU"
"48156","2","4","HOU"
"48157","2","4","HOU"
"48158","0","4","HOU"
"48159","4","1","NYY"
"48160","2","4","HOU"
"48161","1","4","HOU"
"48162","3","4","HOU"
"48163","4","2","NYY"
"48164","2","4","HOU"
"48165","2","4","HOU"
"48166","0","4","HOU"
"48167","3","4","HOU"
"48168","3","4","HOU"
"48169","4","0","NYY"
"48170","2","4","HOU"
"48171","4","2","NYY"
"48172","1","4","HOU"
"48173","1","4","HOU"
"48174","3","4","HOU"
"48175","1","4","HOU"
"48176","0","4","HOU"
"48177","1","4","HOU"
"48178","4","2","NYY"
"48179","0","4","HOU"
"48180","3","4","HOU"
"48181","4","2","NYY"
"48182","1","4","HOU"
"48183","0","4","HOU"
"48184","1","4","HOU"
"48185","4","1","NYY"
"48186","1","4","HOU"
"48187","3","4","HOU"
"48188","2","4","HOU"
"48189","4","1","NYY"
"48190","2","4","HOU"
"48191","0","4","HOU"
"48192","2","4","HOU"
"48193","1","4","HOU"
"48194","1","4","HOU"
"48195","2","4","HOU"
"48196","3","4","HOU"
"48197","1","4","HOU"
"48198","2","4","HOU"
"48199","4","2","NYY"
"48200","3","4","HOU"
"48201","0","4","HOU"
"48202","3","4","HOU"
"48203","1","4","HOU"
"48204","1","4","HOU"
"48205","4","1","NYY"
"48206","4","3","NYY"
"48207","2","4","HOU"
"48208","4","3","NYY"
"48209","1","4","HOU"
"48210","1","4","HOU"
"48211","3","4","HOU"
"48212","3","4","HOU"
"48213","2","4","HOU"
"48214","3","4","HOU"
"48215","0","4","HOU"
"48216","4","3","NYY"
"48217","2","4","HOU"
"48218","2","4","HOU"
"48219","1","4","HOU"
"48220","2","4","HOU"
"48221","0","4","HOU"
"48222","1","4","HOU"
"48223","3","4","HOU"
"48224","4","1","NYY"
"48225","2","4","HOU"
"48226","1","4","HOU"
"48227","1","4","HOU"
"48228","1","4","HOU"
"48229","3","4","HOU"
"48230","3","4","HOU"
"48231","4","1","NYY"
"48232","2","4","HOU"
"48233","3","4","HOU"
"48234","2","4","HOU"
"48235","4","3","NYY"
"48236","4","2","NYY"
"48237","2","4","HOU"
"48238","3","4","HOU"
"48239","1","4","HOU"
"48240","3","4","HOU"
"48241","4","2","NYY"
"48242","2","4","HOU"
"48243","2","4","HOU"
"48244","1","4","HOU"
"48245","4","2","NYY"
"48246","2","4","HOU"
"48247","1","4","HOU"
"48248","2","4","HOU"
"48249","1","4","HOU"
"48250","3","4","HOU"
"48251","2","4","HOU"
"48252","0","4","HOU"
"48253","0","4","HOU"
"48254","2","4","HOU"
"48255","0","4","HOU"
"48256","4","2","NYY"
"48257","4","0","NYY"
"48258","1","4","HOU"
"48259","4","2","NYY"
"48260","2","4","HOU"
"48261","0","4","HOU"
"48262","1","4","HOU"
"48263","0","4","HOU"
"48264","0","4","HOU"
"48265","3","4","HOU"
"48266","4","2","NYY"
"48267","4","3","NYY"
"48268","1","4","HOU"
"48269","1","4","HOU"
"48270","4","1","NYY"
"48271","2","4","HOU"
"48272","3","4","HOU"
"48273","1","4","HOU"
"48274","4","1","NYY"
"48275","0","4","HOU"
"48276","0","4","HOU"
"48277","1","4","HOU"
"48278","3","4","HOU"
"48279","3","4","HOU"
"48280","4","2","NYY"
"48281","4","1","NYY"
"48282","4","2","NYY"
"48283","1","4","HOU"
"48284","0","4","HOU"
"48285","4","3","NYY"
"48286","3","4","HOU"
"48287","1","4","HOU"
"48288","4","3","NYY"
"48289","0","4","HOU"
"48290","2","4","HOU"
"48291","2","4","HOU"
"48292","0","4","HOU"
"48293","2","4","HOU"
"48294","4","2","NYY"
"48295","4","3","NYY"
"48296","2","4","HOU"
"48297","1","4","HOU"
"48298","1","4","HOU"
"48299","4","3","NYY"
"48300","1","4","HOU"
"48301","3","4","HOU"
"48302","4","2","NYY"
"48303","3","4","HOU"
"48304","3","4","HOU"
"48305","3","4","HOU"
"48306","3","4","HOU"
"48307","1","4","HOU"
"48308","0","4","HOU"
"48309","3","4","HOU"
"48310","0","4","HOU"
"48311","2","4","HOU"
"48312","2","4","HOU"
"48313","3","4","HOU"
"48314","4","0","NYY"
"48315","1","4","HOU"
"48316","0","4","HOU"
"48317","4","3","NYY"
"48318","2","4","HOU"
"48319","0","4","HOU"
"48320","4","0","NYY"
"48321","3","4","HOU"
"48322","2","4","HOU"
"48323","3","4","HOU"
"48324","3","4","HOU"
"48325","2","4","HOU"
"48326","2","4","HOU"
"48327","0","4","HOU"
"48328","3","4","HOU"
"48329","2","4","HOU"
"48330","1","4","HOU"
"48331","2","4","HOU"
"48332","0","4","HOU"
"48333","4","2","NYY"
"48334","4","3","NYY"
"48335","1","4","HOU"
"48336","4","1","NYY"
"48337","2","4","HOU"
"48338","3","4","HOU"
"48339","3","4","HOU"
"48340","1","4","HOU"
"48341","3","4","HOU"
"48342","1","4","HOU"
"48343","4","1","NYY"
"48344","2","4","HOU"
"48345","4","2","NYY"
"48346","2","4","HOU"
"48347","1","4","HOU"
"48348","3","4","HOU"
"48349","1","4","HOU"
"48350","0","4","HOU"
"48351","3","4","HOU"
"48352","4","3","NYY"
"48353","1","4","HOU"
"48354","0","4","HOU"
"48355","3","4","HOU"
"48356","4","0","NYY"
"48357","2","4","HOU"
"48358","4","3","NYY"
"48359","3","4","HOU"
"48360","1","4","HOU"
"48361","4","3","NYY"
"48362","3","4","HOU"
"48363","4","3","NYY"
"48364","2","4","HOU"
"48365","2","4","HOU"
"48366","2","4","HOU"
"48367","3","4","HOU"
"48368","4","3","NYY"
"48369","4","2","NYY"
"48370","2","4","HOU"
"48371","4","0","NYY"
"48372","2","4","HOU"
"48373","0","4","HOU"
"48374","2","4","HOU"
"48375","0","4","HOU"
"48376","1","4","HOU"
"48377","1","4","HOU"
"48378","4","3","NYY"
"48379","2","4","HOU"
"48380","4","2","NYY"
"48381","2","4","HOU"
"48382","4","2","NYY"
"48383","2","4","HOU"
"48384","2","4","HOU"
"48385","2","4","HOU"
"48386","2","4","HOU"
"48387","4","2","NYY"
"48388","4","2","NYY"
"48389","0","4","HOU"
"48390","1","4","HOU"
"48391","1","4","HOU"
"48392","2","4","HOU"
"48393","4","2","NYY"
"48394","2","4","HOU"
"48395","1","4","HOU"
"48396","4","2","NYY"
"48397","2","4","HOU"
"48398","4","2","NYY"
"48399","0","4","HOU"
"48400","3","4","HOU"
"48401","1","4","HOU"
"48402","2","4","HOU"
"48403","0","4","HOU"
"48404","3","4","HOU"
"48405","2","4","HOU"
"48406","1","4","HOU"
"48407","1","4","HOU"
"48408","1","4","HOU"
"48409","1","4","HOU"
"48410","1","4","HOU"
"48411","4","3","NYY"
"48412","2","4","HOU"
"48413","1","4","HOU"
"48414","3","4","HOU"
"48415","1","4","HOU"
"48416","3","4","HOU"
"48417","3","4","HOU"
"48418","2","4","HOU"
"48419","3","4","HOU"
"48420","4","1","NYY"
"48421","1","4","HOU"
"48422","4","2","NYY"
"48423","4","2","NYY"
"48424","2","4","HOU"
"48425","4","3","NYY"
"48426","0","4","HOU"
"48427","3","4","HOU"
"48428","2","4","HOU"
"48429","2","4","HOU"
"48430","4","2","NYY"
"48431","0","4","HOU"
"48432","4","3","NYY"
"48433","2","4","HOU"
"48434","0","4","HOU"
"48435","3","4","HOU"
"48436","4","2","NYY"
"48437","4","2","NYY"
"48438","2","4","HOU"
"48439","1","4","HOU"
"48440","4","1","NYY"
"48441","3","4","HOU"
"48442","2","4","HOU"
"48443","2","4","HOU"
"48444","3","4","HOU"
"48445","3","4","HOU"
"48446","2","4","HOU"
"48447","4","3","NYY"
"48448","3","4","HOU"
"48449","4","1","NYY"
"48450","2","4","HOU"
"48451","4","2","NYY"
"48452","1","4","HOU"
"48453","3","4","HOU"
"48454","2","4","HOU"
"48455","0","4","HOU"
"48456","3","4","HOU"
"48457","1","4","HOU"
"48458","4","1","NYY"
"48459","3","4","HOU"
"48460","1","4","HOU"
"48461","1","4","HOU"
"48462","0","4","HOU"
"48463","3","4","HOU"
"48464","1","4","HOU"
"48465","0","4","HOU"
"48466","3","4","HOU"
"48467","3","4","HOU"
"48468","3","4","HOU"
"48469","3","4","HOU"
"48470","4","2","NYY"
"48471","2","4","HOU"
"48472","1","4","HOU"
"48473","1","4","HOU"
"48474","1","4","HOU"
"48475","1","4","HOU"
"48476","3","4","HOU"
"48477","2","4","HOU"
"48478","4","1","NYY"
"48479","4","3","NYY"
"48480","3","4","HOU"
"48481","3","4","HOU"
"48482","4","2","NYY"
"48483","2","4","HOU"
"48484","0","4","HOU"
"48485","2","4","HOU"
"48486","1","4","HOU"
"48487","0","4","HOU"
"48488","2","4","HOU"
"48489","2","4","HOU"
"48490","4","3","NYY"
"48491","4","1","NYY"
"48492","2","4","HOU"
"48493","3","4","HOU"
"48494","4","2","NYY"
"48495","2","4","HOU"
"48496","2","4","HOU"
"48497","0","4","HOU"
"48498","2","4","HOU"
"48499","1","4","HOU"
"48500","2","4","HOU"
"48501","3","4","HOU"
"48502","2","4","HOU"
"48503","4","3","NYY"
"48504","2","4","HOU"
"48505","2","4","HOU"
"48506","2","4","HOU"
"48507","0","4","HOU"
"48508","2","4","HOU"
"48509","3","4","HOU"
"48510","1","4","HOU"
"48511","2","4","HOU"
"48512","0","4","HOU"
"48513","2","4","HOU"
"48514","4","2","NYY"
"48515","4","3","NYY"
"48516","2","4","HOU"
"48517","1","4","HOU"
"48518","1","4","HOU"
"48519","0","4","HOU"
"48520","2","4","HOU"
"48521","1","4","HOU"
"48522","3","4","HOU"
"48523","2","4","HOU"
"48524","1","4","HOU"
"48525","2","4","HOU"
"48526","3","4","HOU"
"48527","4","3","NYY"
"48528","2","4","HOU"
"48529","4","0","NYY"
"48530","4","1","NYY"
"48531","3","4","HOU"
"48532","2","4","HOU"
"48533","4","2","NYY"
"48534","1","4","HOU"
"48535","2","4","HOU"
"48536","1","4","HOU"
"48537","3","4","HOU"
"48538","4","2","NYY"
"48539","1","4","HOU"
"48540","0","4","HOU"
"48541","2","4","HOU"
"48542","4","3","NYY"
"48543","3","4","HOU"
"48544","3","4","HOU"
"48545","3","4","HOU"
"48546","1","4","HOU"
"48547","3","4","HOU"
"48548","1","4","HOU"
"48549","3","4","HOU"
"48550","1","4","HOU"
"48551","4","0","NYY"
"48552","2","4","HOU"
"48553","4","2","NYY"
"48554","4","1","NYY"
"48555","0","4","HOU"
"48556","2","4","HOU"
"48557","2","4","HOU"
"48558","0","4","HOU"
"48559","0","4","HOU"
"48560","3","4","HOU"
"48561","2","4","HOU"
"48562","4","1","NYY"
"48563","2","4","HOU"
"48564","1","4","HOU"
"48565","0","4","HOU"
"48566","2","4","HOU"
"48567","0","4","HOU"
"48568","2","4","HOU"
"48569","4","0","NYY"
"48570","4","2","NYY"
"48571","2","4","HOU"
"48572","4","2","NYY"
"48573","2","4","HOU"
"48574","1","4","HOU"
"48575","1","4","HOU"
"48576","3","4","HOU"
"48577","4","2","NYY"
"48578","1","4","HOU"
"48579","3","4","HOU"
"48580","2","4","HOU"
"48581","3","4","HOU"
"48582","0","4","HOU"
"48583","3","4","HOU"
"48584","0","4","HOU"
"48585","1","4","HOU"
"48586","2","4","HOU"
"48587","0","4","HOU"
"48588","2","4","HOU"
"48589","0","4","HOU"
"48590","3","4","HOU"
"48591","2","4","HOU"
"48592","0","4","HOU"
"48593","4","3","NYY"
"48594","3","4","HOU"
"48595","1","4","HOU"
"48596","4","1","NYY"
"48597","4","3","NYY"
"48598","4","3","NYY"
"48599","2","4","HOU"
"48600","1","4","HOU"
"48601","3","4","HOU"
"48602","0","4","HOU"
"48603","3","4","HOU"
"48604","4","1","NYY"
"48605","4","2","NYY"
"48606","3","4","HOU"
"48607","1","4","HOU"
"48608","4","2","NYY"
"48609","1","4","HOU"
"48610","1","4","HOU"
"48611","2","4","HOU"
"48612","2","4","HOU"
"48613","2","4","HOU"
"48614","4","1","NYY"
"48615","4","3","NYY"
"48616","2","4","HOU"
"48617","3","4","HOU"
"48618","0","4","HOU"
"48619","3","4","HOU"
"48620","1","4","HOU"
"48621","1","4","HOU"
"48622","1","4","HOU"
"48623","1","4","HOU"
"48624","2","4","HOU"
"48625","4","0","NYY"
"48626","1","4","HOU"
"48627","1","4","HOU"
"48628","1","4","HOU"
"48629","4","2","NYY"
"48630","3","4","HOU"
"48631","4","3","NYY"
"48632","3","4","HOU"
"48633","0","4","HOU"
"48634","3","4","HOU"
"48635","0","4","HOU"
"48636","2","4","HOU"
"48637","2","4","HOU"
"48638","0","4","HOU"
"48639","4","1","NYY"
"48640","1","4","HOU"
"48641","4","1","NYY"
"48642","1","4","HOU"
"48643","3","4","HOU"
"48644","4","2","NYY"
"48645","2","4","HOU"
"48646","2","4","HOU"
"48647","2","4","HOU"
"48648","4","1","NYY"
"48649","1","4","HOU"
"48650","3","4","HOU"
"48651","3","4","HOU"
"48652","1","4","HOU"
"48653","1","4","HOU"
"48654","2","4","HOU"
"48655","2","4","HOU"
"48656","1","4","HOU"
"48657","3","4","HOU"
"48658","4","2","NYY"
"48659","3","4","HOU"
"48660","1","4","HOU"
"48661","1","4","HOU"
"48662","3","4","HOU"
"48663","1","4","HOU"
"48664","3","4","HOU"
"48665","2","4","HOU"
"48666","3","4","HOU"
"48667","1","4","HOU"
"48668","1","4","HOU"
"48669","3","4","HOU"
