"","LAD","NYY","Champion"
"48679","4","1","LAD"
"48680","2","4","NYY"
"48681","2","4","NYY"
"48682","0","4","NYY"
"48683","3","4","NYY"
"48684","4","3","LAD"
"48685","4","3","LAD"
"48686","4","1","LAD"
"48687","4","0","LAD"
"48688","4","1","LAD"
"48689","2","4","NYY"
"48690","4","0","LAD"
"48691","4","3","LAD"
"48692","4","1","LAD"
"48693","4","1","LAD"
"48694","4","2","LAD"
"48695","4","1","LAD"
"48696","3","4","NYY"
"48697","4","1","LAD"
"48698","4","2","LAD"
"48699","4","3","LAD"
"48700","4","3","LAD"
"48701","4","0","LAD"
"48702","4","3","LAD"
"48703","4","1","LAD"
"48704","4","2","LAD"
"48705","4","0","LAD"
"48706","4","1","LAD"
"48707","4","3","LAD"
"48708","4","1","LAD"
"48709","4","2","LAD"
"48710","4","2","LAD"
"48711","4","1","LAD"
"48712","4","0","LAD"
"48713","4","3","LAD"
"48714","2","4","NYY"
"48715","4","1","LAD"
"48716","4","0","LAD"
"48717","4","0","LAD"
"48718","2","4","NYY"
"48719","4","2","LAD"
"48720","4","3","LAD"
"48721","2","4","NYY"
"48722","4","1","LAD"
"48723","4","2","LAD"
"48724","4","2","LAD"
"48725","2","4","NYY"
"48726","4","3","LAD"
"48727","4","0","LAD"
"48728","4","0","LAD"
"48729","4","1","LAD"
"48730","4","2","LAD"
"48731","3","4","NYY"
"48732","4","1","LAD"
"48733","4","0","LAD"
"48734","4","3","LAD"
"48735","2","4","NYY"
"48736","4","2","LAD"
"48737","4","3","LAD"
"48738","4","0","LAD"
"48739","1","4","NYY"
"48740","4","0","LAD"
"48741","4","3","LAD"
"48742","3","4","NYY"
"48743","3","4","NYY"
"48744","4","1","LAD"
"48745","4","0","LAD"
"48746","4","2","LAD"
"48747","3","4","NYY"
"48748","4","2","LAD"
"48749","4","2","LAD"
"48750","1","4","NYY"
"48751","4","1","LAD"
"48752","4","2","LAD"
"48753","4","1","LAD"
"48754","3","4","NYY"
"48755","4","0","LAD"
"48756","4","3","LAD"
"48757","4","1","LAD"
"48758","3","4","NYY"
"48759","4","0","LAD"
"48760","4","1","LAD"
"48761","4","0","LAD"
"48762","4","1","LAD"
"48763","4","0","LAD"
"48764","4","0","LAD"
"48765","4","1","LAD"
"48766","4","0","LAD"
"48767","4","0","LAD"
"48768","3","4","NYY"
"48769","4","0","LAD"
"48770","4","3","LAD"
"48771","3","4","NYY"
"48772","4","0","LAD"
"48773","4","3","LAD"
"48774","4","0","LAD"
"48775","4","2","LAD"
"48776","4","0","LAD"
"48777","4","0","LAD"
"48778","4","0","LAD"
"48779","3","4","NYY"
"48780","4","2","LAD"
"48781","2","4","NYY"
"48782","4","1","LAD"
"48783","4","1","LAD"
"48784","4","1","LAD"
"48785","4","1","LAD"
"48786","4","0","LAD"
"48787","4","2","LAD"
"48788","3","4","NYY"
"48789","4","0","LAD"
"48790","3","4","NYY"
"48791","4","1","LAD"
"48792","4","0","LAD"
"48793","4","1","LAD"
"48794","4","1","LAD"
"48795","4","3","LAD"
"48796","4","1","LAD"
"48797","1","4","NYY"
"48798","4","1","LAD"
"48799","4","1","LAD"
"48800","4","1","LAD"
"48801","4","0","LAD"
"48802","2","4","NYY"
"48803","4","2","LAD"
"48804","0","4","NYY"
"48805","4","3","LAD"
"48806","4","2","LAD"
"48807","3","4","NYY"
"48808","4","2","LAD"
"48809","4","3","LAD"
"48810","4","2","LAD"
"48811","4","3","LAD"
"48812","4","2","LAD"
"48813","4","2","LAD"
"48814","4","2","LAD"
"48815","4","2","LAD"
"48816","4","3","LAD"
"48817","4","3","LAD"
"48818","4","1","LAD"
"48819","3","4","NYY"
"48820","4","2","LAD"
"48821","4","1","LAD"
"48822","4","2","LAD"
"48823","4","2","LAD"
"48824","4","3","LAD"
"48825","4","2","LAD"
"48826","4","3","LAD"
"48827","4","0","LAD"
"48828","3","4","NYY"
"48829","4","1","LAD"
"48830","4","2","LAD"
"48831","4","1","LAD"
"48832","4","0","LAD"
"48833","4","1","LAD"
"48834","4","3","LAD"
"48835","3","4","NYY"
"48836","4","3","LAD"
"48837","4","1","LAD"
"48838","4","0","LAD"
"48839","0","4","NYY"
"48840","1","4","NYY"
"48841","4","3","LAD"
"48842","4","3","LAD"
"48843","4","3","LAD"
"48844","4","1","LAD"
"48845","4","3","LAD"
"48846","4","1","LAD"
"48847","4","2","LAD"
"48848","4","2","LAD"
"48849","4","1","LAD"
"48850","2","4","NYY"
"48851","4","1","LAD"
"48852","4","2","LAD"
"48853","3","4","NYY"
"48854","3","4","NYY"
"48855","1","4","NYY"
"48856","3","4","NYY"
"48857","0","4","NYY"
"48858","4","1","LAD"
"48859","4","3","LAD"
"48860","4","1","LAD"
"48861","4","0","LAD"
"48862","3","4","NYY"
"48863","4","1","LAD"
"48864","4","1","LAD"
"48865","4","3","LAD"
"48866","4","1","LAD"
"48867","4","0","LAD"
"48868","1","4","NYY"
"48869","4","2","LAD"
"48870","4","0","LAD"
"48871","4","2","LAD"
"48872","4","1","LAD"
"48873","4","2","LAD"
"48874","2","4","NYY"
"48875","4","2","LAD"
"48876","4","1","LAD"
"48877","4","3","LAD"
"48878","4","0","LAD"
"48879","4","3","LAD"
"48880","4","0","LAD"
"48881","4","2","LAD"
"48882","4","1","LAD"
"48883","1","4","NYY"
"48884","4","1","LAD"
"48885","4","0","LAD"
"48886","4","2","LAD"
"48887","4","3","LAD"
"48888","3","4","NYY"
"48889","4","0","LAD"
"48890","4","2","LAD"
"48891","3","4","NYY"
"48892","3","4","NYY"
"48893","1","4","NYY"
"48894","4","0","LAD"
"48895","4","1","LAD"
"48896","4","3","LAD"
"48897","4","1","LAD"
"48898","4","2","LAD"
"48899","4","2","LAD"
"48900","3","4","NYY"
"48901","2","4","NYY"
"48902","4","2","LAD"
"48903","4","2","LAD"
"48904","4","0","LAD"
"48905","4","1","LAD"
"48906","4","2","LAD"
"48907","4","1","LAD"
"48908","4","0","LAD"
"48909","4","0","LAD"
"48910","4","1","LAD"
"48911","4","1","LAD"
"48912","4","1","LAD"
"48913","3","4","NYY"
"48914","4","1","LAD"
"48915","0","4","NYY"
"48916","3","4","NYY"
"48917","4","1","LAD"
"48918","4","0","LAD"
"48919","4","2","LAD"
"48920","4","2","LAD"
"48921","4","2","LAD"
"48922","4","1","LAD"
"48923","4","2","LAD"
"48924","3","4","NYY"
"48925","1","4","NYY"
"48926","4","2","LAD"
"48927","4","0","LAD"
"48928","4","0","LAD"
"48929","4","1","LAD"
"48930","4","1","LAD"
"48931","4","2","LAD"
"48932","4","0","LAD"
"48933","2","4","NYY"
"48934","3","4","NYY"
"48935","0","4","NYY"
"48936","4","1","LAD"
"48937","4","3","LAD"
"48938","4","0","LAD"
"48939","3","4","NYY"
"48940","4","0","LAD"
"48941","4","2","LAD"
"48942","3","4","NYY"
"48943","4","0","LAD"
"48944","4","3","LAD"
"48945","4","0","LAD"
"48946","3","4","NYY"
"48947","4","3","LAD"
"48948","4","3","LAD"
"48949","4","3","LAD"
"48950","4","3","LAD"
"48951","4","3","LAD"
"48952","4","2","LAD"
"48953","4","3","LAD"
"48954","4","2","LAD"
"48955","4","1","LAD"
"48956","4","2","LAD"
"48957","3","4","NYY"
"48958","3","4","NYY"
"48959","4","1","LAD"
"48960","4","3","LAD"
"48961","4","0","LAD"
"48962","3","4","NYY"
"48963","4","0","LAD"
"48964","4","1","LAD"
"48965","4","3","LAD"
"48966","4","1","LAD"
"48967","4","3","LAD"
"48968","4","1","LAD"
"48969","2","4","NYY"
"48970","4","3","LAD"
"48971","3","4","NYY"
"48972","2","4","NYY"
"48973","2","4","NYY"
"48974","4","2","LAD"
"48975","4","2","LAD"
"48976","4","2","LAD"
"48977","4","1","LAD"
"48978","4","1","LAD"
"48979","4","3","LAD"
"48980","4","1","LAD"
"48981","4","3","LAD"
"48982","4","1","LAD"
"48983","2","4","NYY"
"48984","4","1","LAD"
"48985","4","3","LAD"
"48986","4","1","LAD"
"48987","4","2","LAD"
"48988","4","2","LAD"
"48989","4","2","LAD"
"48990","4","2","LAD"
"48991","4","1","LAD"
"48992","2","4","NYY"
"48993","3","4","NYY"
"48994","4","2","LAD"
"48995","4","2","LAD"
"48996","3","4","NYY"
"48997","4","1","LAD"
"48998","4","0","LAD"
"48999","4","2","LAD"
"49000","4","2","LAD"
"49001","4","2","LAD"
"49002","4","2","LAD"
"49003","4","3","LAD"
"49004","4","3","LAD"
"49005","0","4","NYY"
"49006","4","3","LAD"
"49007","4","3","LAD"
"49008","4","0","LAD"
"49009","3","4","NYY"
"49010","4","2","LAD"
"49011","4","1","LAD"
"49012","4","1","LAD"
"49013","4","2","LAD"
"49014","4","2","LAD"
"49015","3","4","NYY"
"49016","2","4","NYY"
"49017","4","0","LAD"
"49018","4","3","LAD"
"49019","1","4","NYY"
"49020","4","1","LAD"
"49021","4","2","LAD"
"49022","4","0","LAD"
"49023","4","1","LAD"
"49024","3","4","NYY"
"49025","3","4","NYY"
"49026","4","3","LAD"
"49027","4","2","LAD"
"49028","4","0","LAD"
"49029","4","0","LAD"
"49030","4","2","LAD"
"49031","4","0","LAD"
"49032","2","4","NYY"
"49033","4","3","LAD"
"49034","4","1","LAD"
"49035","4","0","LAD"
"49036","3","4","NYY"
"49037","3","4","NYY"
"49038","4","1","LAD"
"49039","4","0","LAD"
"49040","3","4","NYY"
"49041","4","0","LAD"
"49042","4","0","LAD"
"49043","4","3","LAD"
"49044","4","1","LAD"
"49045","2","4","NYY"
"49046","3","4","NYY"
"49047","4","3","LAD"
"49048","4","1","LAD"
"49049","4","3","LAD"
"49050","4","0","LAD"
"49051","4","1","LAD"
"49052","4","1","LAD"
"49053","4","1","LAD"
"49054","4","1","LAD"
"49055","4","2","LAD"
"49056","4","2","LAD"
"49057","4","1","LAD"
"49058","4","0","LAD"
"49059","4","1","LAD"
"49060","4","1","LAD"
"49061","4","1","LAD"
"49062","4","2","LAD"
"49063","4","1","LAD"
"49064","4","1","LAD"
"49065","4","2","LAD"
"49066","4","2","LAD"
"49067","4","0","LAD"
"49068","4","1","LAD"
"49069","4","1","LAD"
"49070","4","1","LAD"
"49071","4","2","LAD"
"49072","4","2","LAD"
"49073","4","0","LAD"
"49074","4","0","LAD"
"49075","4","0","LAD"
"49076","4","1","LAD"
"49077","4","2","LAD"
"49078","4","0","LAD"
"49079","2","4","NYY"
"49080","4","1","LAD"
"49081","3","4","NYY"
"49082","4","1","LAD"
"49083","4","3","LAD"
"49084","4","0","LAD"
"49085","4","2","LAD"
"49086","4","1","LAD"
"49087","3","4","NYY"
"49088","3","4","NYY"
"49089","3","4","NYY"
"49090","4","2","LAD"
"49091","4","1","LAD"
"49092","4","3","LAD"
"49093","4","1","LAD"
"49094","4","1","LAD"
"49095","4","2","LAD"
"49096","4","1","LAD"
"49097","4","1","LAD"
"49098","3","4","NYY"
"49099","4","3","LAD"
"49100","4","3","LAD"
"49101","4","2","LAD"
"49102","4","0","LAD"
"49103","2","4","NYY"
"49104","2","4","NYY"
"49105","3","4","NYY"
"49106","4","3","LAD"
"49107","4","2","LAD"
"49108","4","2","LAD"
"49109","4","1","LAD"
"49110","4","1","LAD"
"49111","4","2","LAD"
"49112","4","3","LAD"
"49113","4","2","LAD"
"49114","4","0","LAD"
"49115","4","3","LAD"
"49116","4","2","LAD"
"49117","3","4","NYY"
"49118","4","3","LAD"
"49119","4","2","LAD"
"49120","0","4","NYY"
"49121","4","2","LAD"
"49122","4","2","LAD"
"49123","4","0","LAD"
"49124","3","4","NYY"
"49125","4","3","LAD"
"49126","4","1","LAD"
"49127","4","1","LAD"
"49128","4","1","LAD"
"49129","4","2","LAD"
"49130","4","0","LAD"
"49131","3","4","NYY"
"49132","4","3","LAD"
"49133","4","2","LAD"
"49134","4","1","LAD"
"49135","4","1","LAD"
"49136","4","0","LAD"
"49137","3","4","NYY"
"49138","4","2","LAD"
"49139","4","1","LAD"
"49140","4","0","LAD"
"49141","4","1","LAD"
"49142","4","2","LAD"
"49143","4","3","LAD"
"49144","3","4","NYY"
"49145","4","3","LAD"
"49146","4","1","LAD"
"49147","4","2","LAD"
"49148","4","1","LAD"
"49149","4","1","LAD"
"49150","4","1","LAD"
"49151","4","3","LAD"
"49152","4","1","LAD"
"49153","1","4","NYY"
"49154","2","4","NYY"
"49155","4","1","LAD"
"49156","4","1","LAD"
"49157","2","4","NYY"
"49158","2","4","NYY"
"49159","4","1","LAD"
"49160","4","2","LAD"
"49161","4","2","LAD"
"49162","4","2","LAD"
"49163","4","2","LAD"
"49164","4","2","LAD"
"49165","3","4","NYY"
"49166","4","3","LAD"
"49167","1","4","NYY"
"49168","4","0","LAD"
"49169","4","1","LAD"
"49170","4","1","LAD"
"49171","2","4","NYY"
"49172","4","2","LAD"
"49173","4","2","LAD"
"49174","4","0","LAD"
"49175","4","2","LAD"
"49176","4","2","LAD"
"49177","4","1","LAD"
"49178","4","3","LAD"
"49179","4","1","LAD"
"49180","2","4","NYY"
"49181","4","1","LAD"
"49182","4","1","LAD"
"49183","4","2","LAD"
"49184","4","1","LAD"
"49185","3","4","NYY"
"49186","4","3","LAD"
"49187","4","0","LAD"
"49188","4","1","LAD"
"49189","4","2","LAD"
"49190","4","1","LAD"
"49191","4","1","LAD"
"49192","4","0","LAD"
"49193","4","2","LAD"
"49194","4","2","LAD"
"49195","2","4","NYY"
"49196","4","2","LAD"
"49197","3","4","NYY"
"49198","3","4","NYY"
"49199","1","4","NYY"
"49200","4","1","LAD"
"49201","4","3","LAD"
"49202","4","1","LAD"
"49203","4","0","LAD"
"49204","4","2","LAD"
"49205","4","2","LAD"
"49206","4","1","LAD"
"49207","4","2","LAD"
"49208","4","2","LAD"
"49209","1","4","NYY"
"49210","4","1","LAD"
"49211","3","4","NYY"
"49212","4","3","LAD"
"49213","4","1","LAD"
"49214","4","1","LAD"
"49215","4","3","LAD"
"49216","4","1","LAD"
"49217","4","0","LAD"
"49218","4","1","LAD"
"49219","1","4","NYY"
"49220","4","1","LAD"
"49221","4","2","LAD"
"49222","4","1","LAD"
"49223","4","1","LAD"
"49224","4","1","LAD"
"49225","2","4","NYY"
"49226","4","1","LAD"
"49227","4","2","LAD"
"49228","4","1","LAD"
"49229","4","1","LAD"
"49230","4","2","LAD"
"49231","4","2","LAD"
"49232","4","1","LAD"
"49233","3","4","NYY"
"49234","4","3","LAD"
"49235","4","2","LAD"
"49236","1","4","NYY"
"49237","4","2","LAD"
"49238","4","0","LAD"
"49239","4","3","LAD"
"49240","4","1","LAD"
"49241","4","2","LAD"
"49242","4","2","LAD"
"49243","4","2","LAD"
"49244","1","4","NYY"
"49245","4","2","LAD"
"49246","3","4","NYY"
"49247","4","2","LAD"
"49248","4","3","LAD"
"49249","4","2","LAD"
"49250","3","4","NYY"
"49251","4","1","LAD"
"49252","4","1","LAD"
"49253","4","0","LAD"
"49254","4","1","LAD"
"49255","4","1","LAD"
"49256","4","2","LAD"
"49257","4","1","LAD"
"49258","4","2","LAD"
"49259","4","2","LAD"
"49260","4","0","LAD"
"49261","4","3","LAD"
"49262","4","0","LAD"
"49263","3","4","NYY"
"49264","0","4","NYY"
"49265","4","0","LAD"
"49266","4","1","LAD"
"49267","4","1","LAD"
"49268","4","1","LAD"
"49269","4","3","LAD"
"49270","4","3","LAD"
"49271","4","2","LAD"
"49272","4","3","LAD"
"49273","4","2","LAD"
"49274","4","2","LAD"
"49275","1","4","NYY"
"49276","2","4","NYY"
"49277","3","4","NYY"
"49278","4","2","LAD"
"49279","4","1","LAD"
"49280","4","3","LAD"
"49281","4","1","LAD"
"49282","4","1","LAD"
"49283","4","1","LAD"
"49284","4","1","LAD"
"49285","4","1","LAD"
"49286","4","0","LAD"
"49287","2","4","NYY"
"49288","4","3","LAD"
"49289","1","4","NYY"
"49290","3","4","NYY"
"49291","3","4","NYY"
"49292","4","0","LAD"
"49293","4","0","LAD"
"49294","4","2","LAD"
"49295","4","0","LAD"
"49296","4","0","LAD"
"49297","4","1","LAD"
"49298","4","3","LAD"
"49299","4","3","LAD"
"49300","4","0","LAD"
"49301","4","2","LAD"
"49302","4","2","LAD"
"49303","4","0","LAD"
"49304","4","0","LAD"
"49305","4","2","LAD"
"49306","3","4","NYY"
"49307","3","4","NYY"
"49308","4","1","LAD"
"49309","1","4","NYY"
"49310","4","2","LAD"
"49311","4","0","LAD"
"49312","4","2","LAD"
"49313","4","1","LAD"
"49314","4","1","LAD"
"49315","4","3","LAD"
"49316","4","0","LAD"
"49317","4","0","LAD"
"49318","4","0","LAD"
"49319","4","0","LAD"
"49320","1","4","NYY"
"49321","4","2","LAD"
"49322","4","0","LAD"
"49323","4","0","LAD"
"49324","3","4","NYY"
"49325","4","0","LAD"
"49326","2","4","NYY"
"49327","4","0","LAD"
"49328","4","0","LAD"
"49329","4","3","LAD"
"49330","3","4","NYY"
"49331","4","1","LAD"
"49332","3","4","NYY"
"49333","1","4","NYY"
"49334","4","1","LAD"
"49335","2","4","NYY"
"49336","4","1","LAD"
"49337","4","2","LAD"
"49338","4","1","LAD"
"49339","4","3","LAD"
"49340","4","0","LAD"
"49341","4","0","LAD"
"49342","4","1","LAD"
"49343","4","3","LAD"
"49344","4","1","LAD"
"49345","4","3","LAD"
"49346","1","4","NYY"
"49347","4","3","LAD"
"49348","4","1","LAD"
"49349","4","1","LAD"
"49350","0","4","NYY"
"49351","4","3","LAD"
"49352","4","3","LAD"
"49353","4","1","LAD"
"49354","4","2","LAD"
"49355","1","4","NYY"
"49356","4","3","LAD"
"49357","4","2","LAD"
"49358","3","4","NYY"
"49359","1","4","NYY"
"49360","4","3","LAD"
"49361","4","3","LAD"
"49362","2","4","NYY"
"49363","4","3","LAD"
"49364","4","2","LAD"
"49365","4","2","LAD"
"49366","1","4","NYY"
"49367","4","2","LAD"
"49368","4","2","LAD"
"49369","4","1","LAD"
"49370","4","3","LAD"
"49371","4","2","LAD"
"49372","2","4","NYY"
"49373","4","1","LAD"
"49374","3","4","NYY"
"49375","4","3","LAD"
"49376","4","2","LAD"
"49377","4","1","LAD"
"49378","2","4","NYY"
"49379","4","1","LAD"
"49380","4","0","LAD"
"49381","4","1","LAD"
"49382","4","1","LAD"
"49383","1","4","NYY"
"49384","3","4","NYY"
"49385","2","4","NYY"
"49386","4","2","LAD"
"49387","4","1","LAD"
"49388","4","1","LAD"
"49389","4","1","LAD"
"49390","4","1","LAD"
"49391","4","0","LAD"
"49392","4","1","LAD"
"49393","2","4","NYY"
"49394","4","2","LAD"
"49395","4","3","LAD"
"49396","4","2","LAD"
"49397","3","4","NYY"
"49398","4","2","LAD"
"49399","4","0","LAD"
"49400","3","4","NYY"
"49401","4","1","LAD"
"49402","4","3","LAD"
"49403","4","1","LAD"
"49404","4","3","LAD"
"49405","4","2","LAD"
"49406","4","0","LAD"
"49407","4","2","LAD"
"49408","4","2","LAD"
"49409","4","0","LAD"
"49410","2","4","NYY"
"49411","1","4","NYY"
"49412","4","2","LAD"
"49413","4","1","LAD"
"49414","4","2","LAD"
"49415","4","1","LAD"
"49416","4","0","LAD"
"49417","1","4","NYY"
"49418","4","2","LAD"
"49419","2","4","NYY"
"49420","3","4","NYY"
"49421","4","0","LAD"
"49422","3","4","NYY"
"49423","4","2","LAD"
"49424","4","0","LAD"
"49425","4","1","LAD"
"49426","4","2","LAD"
"49427","4","2","LAD"
"49428","4","3","LAD"
"49429","4","1","LAD"
"49430","4","3","LAD"
"49431","4","0","LAD"
"49432","4","2","LAD"
"49433","4","2","LAD"
"49434","4","0","LAD"
"49435","1","4","NYY"
"49436","4","0","LAD"
"49437","4","2","LAD"
"49438","4","2","LAD"
"49439","3","4","NYY"
"49440","4","1","LAD"
"49441","4","1","LAD"
"49442","4","2","LAD"
"49443","4","2","LAD"
"49444","4","0","LAD"
"49445","4","1","LAD"
"49446","4","1","LAD"
"49447","4","1","LAD"
"49448","4","2","LAD"
"49449","4","1","LAD"
"49450","3","4","NYY"
"49451","4","2","LAD"
"49452","4","0","LAD"
"49453","4","3","LAD"
"49454","4","2","LAD"
"49455","4","1","LAD"
"49456","3","4","NYY"
"49457","4","1","LAD"
"49458","4","2","LAD"
"49459","0","4","NYY"
"49460","3","4","NYY"
"49461","3","4","NYY"
"49462","4","3","LAD"
"49463","3","4","NYY"
"49464","4","1","LAD"
"49465","4","2","LAD"
"49466","4","2","LAD"
"49467","4","2","LAD"
"49468","4","2","LAD"
"49469","3","4","NYY"
"49470","2","4","NYY"
"49471","4","3","LAD"
"49472","4","2","LAD"
"49473","4","0","LAD"
"49474","4","3","LAD"
"49475","4","1","LAD"
"49476","4","0","LAD"
"49477","4","0","LAD"
"49478","4","2","LAD"
"49479","4","1","LAD"
"49480","0","4","NYY"
"49481","4","1","LAD"
"49482","4","2","LAD"
"49483","4","3","LAD"
"49484","4","3","LAD"
"49485","1","4","NYY"
"49486","4","2","LAD"
"49487","4","2","LAD"
"49488","3","4","NYY"
"49489","4","0","LAD"
"49490","4","3","LAD"
"49491","3","4","NYY"
"49492","4","2","LAD"
"49493","4","0","LAD"
"49494","4","3","LAD"
"49495","4","0","LAD"
"49496","4","0","LAD"
"49497","1","4","NYY"
"49498","1","4","NYY"
"49499","4","0","LAD"
"49500","4","1","LAD"
"49501","4","3","LAD"
"49502","3","4","NYY"
"49503","2","4","NYY"
"49504","4","0","LAD"
"49505","3","4","NYY"
"49506","1","4","NYY"
"49507","4","1","LAD"
"49508","2","4","NYY"
"49509","3","4","NYY"
"49510","4","0","LAD"
"49511","4","1","LAD"
"49512","4","1","LAD"
"49513","4","0","LAD"
"49514","4","0","LAD"
"49515","4","1","LAD"
"49516","4","1","LAD"
"49517","4","1","LAD"
"49518","3","4","NYY"
"49519","4","0","LAD"
"49520","3","4","NYY"
"49521","2","4","NYY"
"49522","2","4","NYY"
"49523","4","1","LAD"
"49524","4","0","LAD"
"49525","4","2","LAD"
"49526","4","1","LAD"
"49527","4","0","LAD"
"49528","4","3","LAD"
"49529","1","4","NYY"
"49530","3","4","NYY"
"49531","4","1","LAD"
"49532","4","2","LAD"
"49533","4","3","LAD"
"49534","3","4","NYY"
"49535","4","3","LAD"
"49536","4","1","LAD"
"49537","4","2","LAD"
"49538","4","3","LAD"
"49539","4","1","LAD"
"49540","3","4","NYY"
"49541","4","1","LAD"
"49542","4","1","LAD"
"49543","4","2","LAD"
"49544","4","1","LAD"
"49545","4","0","LAD"
"49546","4","3","LAD"
"49547","4","2","LAD"
"49548","3","4","NYY"
"49549","4","1","LAD"
"49550","4","1","LAD"
"49551","2","4","NYY"
"49552","4","1","LAD"
"49553","4","1","LAD"
"49554","2","4","NYY"
"49555","4","1","LAD"
"49556","4","0","LAD"
"49557","4","1","LAD"
"49558","4","3","LAD"
"49559","4","3","LAD"
"49560","3","4","NYY"
"49561","4","3","LAD"
"49562","4","2","LAD"
"49563","4","2","LAD"
"49564","4","0","LAD"
"49565","4","2","LAD"
"49566","4","3","LAD"
"49567","3","4","NYY"
"49568","4","3","LAD"
"49569","4","2","LAD"
"49570","4","0","LAD"
"49571","4","2","LAD"
"49572","4","0","LAD"
"49573","4","0","LAD"
"49574","2","4","NYY"
"49575","4","2","LAD"
"49576","2","4","NYY"
"49577","4","0","LAD"
"49578","4","1","LAD"
"49579","4","1","LAD"
"49580","0","4","NYY"
"49581","4","1","LAD"
"49582","4","0","LAD"
"49583","4","2","LAD"
"49584","4","2","LAD"
"49585","3","4","NYY"
"49586","4","0","LAD"
"49587","4","0","LAD"
"49588","4","0","LAD"
"49589","4","1","LAD"
"49590","4","1","LAD"
"49591","4","1","LAD"
"49592","3","4","NYY"
"49593","4","1","LAD"
"49594","4","1","LAD"
"49595","4","0","LAD"
"49596","4","3","LAD"
"49597","4","1","LAD"
"49598","4","0","LAD"
"49599","1","4","NYY"
"49600","4","0","LAD"
"49601","4","0","LAD"
"49602","4","2","LAD"
"49603","4","1","LAD"
"49604","0","4","NYY"
"49605","4","0","LAD"
"49606","4","2","LAD"
"49607","4","0","LAD"
"49608","4","2","LAD"
"49609","4","2","LAD"
"49610","4","2","LAD"
"49611","4","1","LAD"
"49612","4","2","LAD"
"49613","4","3","LAD"
"49614","4","2","LAD"
"49615","3","4","NYY"
"49616","4","0","LAD"
"49617","2","4","NYY"
"49618","4","3","LAD"
"49619","4","0","LAD"
"49620","4","3","LAD"
"49621","4","1","LAD"
"49622","4","2","LAD"
"49623","3","4","NYY"
"49624","4","1","LAD"
"49625","4","2","LAD"
"49626","4","3","LAD"
"49627","4","1","LAD"
"49628","2","4","NYY"
"49629","4","1","LAD"
"49630","4","2","LAD"
"49631","4","2","LAD"
"49632","4","1","LAD"
"49633","4","3","LAD"
"49634","4","2","LAD"
"49635","4","1","LAD"
"49636","4","2","LAD"
"49637","1","4","NYY"
"49638","4","3","LAD"
"49639","4","3","LAD"
"49640","4","3","LAD"
"49641","4","0","LAD"
"49642","4","1","LAD"
"49643","4","2","LAD"
"49644","4","0","LAD"
"49645","3","4","NYY"
"49646","2","4","NYY"
"49647","4","2","LAD"
"49648","1","4","NYY"
"49649","4","2","LAD"
"49650","1","4","NYY"
"49651","4","2","LAD"
"49652","4","2","LAD"
"49653","4","3","LAD"
"49654","4","2","LAD"
"49655","4","2","LAD"
"49656","4","2","LAD"
"49657","4","2","LAD"
"49658","3","4","NYY"
"49659","4","3","LAD"
"49660","4","0","LAD"
"49661","2","4","NYY"
"49662","4","2","LAD"
"49663","4","1","LAD"
"49664","4","0","LAD"
"49665","4","2","LAD"
"49666","4","2","LAD"
"49667","4","1","LAD"
"49668","4","0","LAD"
"49669","4","1","LAD"
"49670","1","4","NYY"
"49671","4","3","LAD"
"49672","2","4","NYY"
"49673","3","4","NYY"
"49674","0","4","NYY"
"49675","4","0","LAD"
"49676","4","1","LAD"
"49677","4","2","LAD"
"49678","1","4","NYY"
"49679","4","0","LAD"
"49680","3","4","NYY"
"49681","4","0","LAD"
"49682","2","4","NYY"
"49683","4","3","LAD"
"49684","4","1","LAD"
"49685","4","2","LAD"
"49686","4","2","LAD"
"49687","4","2","LAD"
"49688","4","2","LAD"
"49689","4","1","LAD"
"49690","4","2","LAD"
"49691","4","2","LAD"
"49692","1","4","NYY"
"49693","4","1","LAD"
"49694","4","0","LAD"
"49695","4","0","LAD"
"49696","4","3","LAD"
"49697","2","4","NYY"
"49698","4","2","LAD"
"49699","3","4","NYY"
"49700","4","3","LAD"
"49701","4","1","LAD"
"49702","4","0","LAD"
"49703","4","0","LAD"
"49704","4","1","LAD"
"49705","4","1","LAD"
"49706","4","0","LAD"
"49707","4","0","LAD"
"49708","4","3","LAD"
"49709","4","0","LAD"
"49710","3","4","NYY"
"49711","4","0","LAD"
"49712","4","3","LAD"
"49713","4","1","LAD"
"49714","3","4","NYY"
"49715","4","3","LAD"
"49716","2","4","NYY"
"49717","4","1","LAD"
"49718","4","1","LAD"
"49719","4","2","LAD"
"49720","4","0","LAD"
"49721","4","0","LAD"
"49722","4","3","LAD"
"49723","4","3","LAD"
"49724","4","3","LAD"
"49725","0","4","NYY"
"49726","3","4","NYY"
"49727","4","0","LAD"
"49728","2","4","NYY"
"49729","4","1","LAD"
"49730","3","4","NYY"
"49731","1","4","NYY"
"49732","4","3","LAD"
"49733","4","1","LAD"
"49734","3","4","NYY"
"49735","4","0","LAD"
"49736","4","0","LAD"
"49737","4","2","LAD"
"49738","2","4","NYY"
"49739","4","1","LAD"
"49740","4","1","LAD"
"49741","4","0","LAD"
"49742","4","2","LAD"
"49743","4","3","LAD"
"49744","1","4","NYY"
"49745","4","2","LAD"
"49746","4","0","LAD"
"49747","4","2","LAD"
"49748","4","1","LAD"
"49749","4","0","LAD"
"49750","2","4","NYY"
"49751","2","4","NYY"
"49752","4","0","LAD"
"49753","4","2","LAD"
