"","MIL","NYY","Champion"
"35558","3","4","NYY"
"35559","3","4","NYY"
"35560","0","4","NYY"
"35561","3","4","NYY"
"35562","2","4","NYY"
"35563","1","4","NYY"
"35564","3","4","NYY"
"35565","1","4","NYY"
"35566","3","4","NYY"
"35567","0","4","NYY"
"35568","2","4","NYY"
"35569","2","4","NYY"
"35570","1","4","NYY"
"35571","2","4","NYY"
"35572","1","4","NYY"
"35573","4","2","MIL"
"35574","3","4","NYY"
"35575","0","4","NYY"
"35576","1","4","NYY"
"35577","4","2","MIL"
"35578","2","4","NYY"
"35579","4","3","MIL"
"35580","1","4","NYY"
"35581","4","2","MIL"
"35582","0","4","NYY"
"35583","0","4","NYY"
"35584","1","4","NYY"
"35585","3","4","NYY"
"35586","1","4","NYY"
"35587","2","4","NYY"
"35588","4","2","MIL"
"35589","1","4","NYY"
"35590","4","3","MIL"
"35591","4","0","MIL"
"35592","0","4","NYY"
"35593","1","4","NYY"
"35594","3","4","NYY"
"35595","4","1","MIL"
"35596","2","4","NYY"
"35597","0","4","NYY"
"35598","3","4","NYY"
"35599","3","4","NYY"
"35600","4","2","MIL"
"35601","0","4","NYY"
"35602","4","3","MIL"
"35603","4","2","MIL"
"35604","4","3","MIL"
"35605","2","4","NYY"
"35606","1","4","NYY"
"35607","1","4","NYY"
"35608","4","0","MIL"
"35609","1","4","NYY"
"35610","0","4","NYY"
"35611","0","4","NYY"
"35612","2","4","NYY"
"35613","0","4","NYY"
"35614","4","2","MIL"
"35615","1","4","NYY"
"35616","2","4","NYY"
"35617","0","4","NYY"
"35618","4","2","MIL"
"35619","3","4","NYY"
"35620","1","4","NYY"
"35621","2","4","NYY"
"35622","3","4","NYY"
"35623","4","3","MIL"
"35624","3","4","NYY"
"35625","4","1","MIL"
"35626","3","4","NYY"
"35627","3","4","NYY"
"35628","3","4","NYY"
"35629","1","4","NYY"
"35630","2","4","NYY"
"35631","1","4","NYY"
"35632","2","4","NYY"
"35633","4","0","MIL"
"35634","2","4","NYY"
"35635","3","4","NYY"
"35636","4","3","MIL"
"35637","3","4","NYY"
"35638","1","4","NYY"
"35639","0","4","NYY"
"35640","2","4","NYY"
"35641","0","4","NYY"
"35642","0","4","NYY"
"35643","2","4","NYY"
"35644","3","4","NYY"
"35645","1","4","NYY"
"35646","4","3","MIL"
"35647","2","4","NYY"
"35648","0","4","NYY"
"35649","1","4","NYY"
"35650","2","4","NYY"
"35651","2","4","NYY"
"35652","1","4","NYY"
"35653","2","4","NYY"
"35654","2","4","NYY"
"35655","1","4","NYY"
"35656","1","4","NYY"
"35657","4","2","MIL"
"35658","2","4","NYY"
"35659","4","2","MIL"
"35660","1","4","NYY"
"35661","3","4","NYY"
"35662","2","4","NYY"
"35663","4","3","MIL"
"35664","2","4","NYY"
"35665","1","4","NYY"
"35666","3","4","NYY"
"35667","1","4","NYY"
"35668","0","4","NYY"
"35669","4","2","MIL"
"35670","0","4","NYY"
"35671","4","0","MIL"
"35672","0","4","NYY"
"35673","4","2","MIL"
"35674","4","1","MIL"
"35675","3","4","NYY"
"35676","1","4","NYY"
"35677","2","4","NYY"
"35678","1","4","NYY"
"35679","0","4","NYY"
"35680","4","3","MIL"
"35681","4","3","MIL"
"35682","1","4","NYY"
"35683","3","4","NYY"
"35684","1","4","NYY"
"35685","4","3","MIL"
"35686","3","4","NYY"
"35687","4","3","MIL"
"35688","3","4","NYY"
"35689","3","4","NYY"
"35690","2","4","NYY"
"35691","4","1","MIL"
"35692","0","4","NYY"
"35693","3","4","NYY"
"35694","0","4","NYY"
"35695","0","4","NYY"
"35696","0","4","NYY"
"35697","3","4","NYY"
"35698","4","3","MIL"
"35699","2","4","NYY"
"35700","4","1","MIL"
"35701","1","4","NYY"
"35702","2","4","NYY"
"35703","2","4","NYY"
"35704","4","3","MIL"
"35705","1","4","NYY"
"35706","1","4","NYY"
"35707","1","4","NYY"
"35708","3","4","NYY"
"35709","3","4","NYY"
"35710","1","4","NYY"
"35711","1","4","NYY"
"35712","3","4","NYY"
"35713","4","2","MIL"
"35714","2","4","NYY"
"35715","1","4","NYY"
"35716","3","4","NYY"
"35717","1","4","NYY"
"35718","4","1","MIL"
"35719","1","4","NYY"
"35720","0","4","NYY"
"35721","2","4","NYY"
"35722","2","4","NYY"
"35723","0","4","NYY"
"35724","3","4","NYY"
"35725","3","4","NYY"
"35726","1","4","NYY"
"35727","3","4","NYY"
"35728","2","4","NYY"
"35729","0","4","NYY"
"35730","2","4","NYY"
"35731","4","1","MIL"
"35732","2","4","NYY"
"35733","4","2","MIL"
"35734","4","3","MIL"
"35735","3","4","NYY"
"35736","3","4","NYY"
"35737","4","2","MIL"
"35738","4","2","MIL"
"35739","4","0","MIL"
"35740","4","1","MIL"
"35741","4","3","MIL"
"35742","1","4","NYY"
"35743","3","4","NYY"
"35744","4","1","MIL"
"35745","4","2","MIL"
"35746","1","4","NYY"
"35747","2","4","NYY"
"35748","2","4","NYY"
"35749","3","4","NYY"
"35750","3","4","NYY"
"35751","2","4","NYY"
"35752","2","4","NYY"
"35753","4","3","MIL"
"35754","2","4","NYY"
"35755","1","4","NYY"
"35756","4","3","MIL"
"35757","1","4","NYY"
"35758","3","4","NYY"
"35759","3","4","NYY"
"35760","1","4","NYY"
"35761","1","4","NYY"
"35762","4","3","MIL"
"35763","4","1","MIL"
"35764","3","4","NYY"
"35765","1","4","NYY"
"35766","2","4","NYY"
"35767","0","4","NYY"
"35768","4","1","MIL"
"35769","4","2","MIL"
"35770","3","4","NYY"
"35771","4","2","MIL"
"35772","1","4","NYY"
"35773","2","4","NYY"
"35774","2","4","NYY"
"35775","0","4","NYY"
"35776","4","2","MIL"
"35777","4","3","MIL"
"35778","0","4","NYY"
"35779","3","4","NYY"
"35780","4","2","MIL"
"35781","4","1","MIL"
"35782","1","4","NYY"
"35783","3","4","NYY"
"35784","0","4","NYY"
"35785","0","4","NYY"
"35786","1","4","NYY"
"35787","1","4","NYY"
"35788","1","4","NYY"
"35789","4","3","MIL"
"35790","3","4","NYY"
"35791","1","4","NYY"
"35792","1","4","NYY"
"35793","3","4","NYY"
"35794","1","4","NYY"
"35795","1","4","NYY"
"35796","1","4","NYY"
"35797","0","4","NYY"
"35798","4","3","MIL"
"35799","3","4","NYY"
"35800","0","4","NYY"
"35801","3","4","NYY"
"35802","3","4","NYY"
"35803","4","2","MIL"
"35804","3","4","NYY"
"35805","3","4","NYY"
"35806","3","4","NYY"
"35807","1","4","NYY"
"35808","3","4","NYY"
"35809","4","3","MIL"
"35810","4","1","MIL"
"35811","1","4","NYY"
"35812","3","4","NYY"
"35813","4","2","MIL"
"35814","4","3","MIL"
"35815","3","4","NYY"
"35816","0","4","NYY"
"35817","4","2","MIL"
"35818","1","4","NYY"
"35819","4","1","MIL"
"35820","1","4","NYY"
"35821","0","4","NYY"
"35822","1","4","NYY"
"35823","2","4","NYY"
"35824","1","4","NYY"
"35825","4","2","MIL"
"35826","3","4","NYY"
"35827","4","1","MIL"
"35828","3","4","NYY"
"35829","3","4","NYY"
"35830","0","4","NYY"
"35831","0","4","NYY"
"35832","2","4","NYY"
"35833","0","4","NYY"
"35834","4","2","MIL"
"35835","0","4","NYY"
"35836","4","2","MIL"
"35837","2","4","NYY"
"35838","2","4","NYY"
"35839","0","4","NYY"
"35840","4","3","MIL"
"35841","3","4","NYY"
"35842","0","4","NYY"
"35843","0","4","NYY"
"35844","4","3","MIL"
"35845","3","4","NYY"
"35846","0","4","NYY"
"35847","4","3","MIL"
"35848","4","2","MIL"
"35849","4","2","MIL"
"35850","2","4","NYY"
"35851","2","4","NYY"
"35852","1","4","NYY"
"35853","1","4","NYY"
"35854","0","4","NYY"
"35855","4","3","MIL"
"35856","0","4","NYY"
"35857","4","2","MIL"
"35858","4","1","MIL"
"35859","4","3","MIL"
"35860","4","2","MIL"
"35861","4","1","MIL"
"35862","0","4","NYY"
"35863","4","2","MIL"
"35864","0","4","NYY"
"35865","3","4","NYY"
"35866","2","4","NYY"
"35867","0","4","NYY"
"35868","4","3","MIL"
"35869","3","4","NYY"
"35870","1","4","NYY"
"35871","1","4","NYY"
"35872","3","4","NYY"
"35873","3","4","NYY"
"35874","4","2","MIL"
"35875","0","4","NYY"
"35876","1","4","NYY"
"35877","1","4","NYY"
"35878","2","4","NYY"
"35879","0","4","NYY"
"35880","4","1","MIL"
"35881","1","4","NYY"
"35882","2","4","NYY"
"35883","0","4","NYY"
"35884","4","0","MIL"
"35885","1","4","NYY"
"35886","3","4","NYY"
"35887","2","4","NYY"
"35888","1","4","NYY"
"35889","4","2","MIL"
"35890","4","3","MIL"
"35891","4","2","MIL"
"35892","2","4","NYY"
"35893","1","4","NYY"
"35894","2","4","NYY"
"35895","1","4","NYY"
"35896","1","4","NYY"
"35897","4","2","MIL"
"35898","0","4","NYY"
"35899","2","4","NYY"
"35900","2","4","NYY"
"35901","2","4","NYY"
"35902","0","4","NYY"
"35903","2","4","NYY"
"35904","2","4","NYY"
"35905","3","4","NYY"
"35906","2","4","NYY"
"35907","3","4","NYY"
"35908","0","4","NYY"
"35909","4","2","MIL"
"35910","0","4","NYY"
"35911","4","0","MIL"
"35912","4","3","MIL"
"35913","0","4","NYY"
"35914","4","1","MIL"
"35915","2","4","NYY"
"35916","1","4","NYY"
"35917","1","4","NYY"
"35918","3","4","NYY"
"35919","1","4","NYY"
"35920","4","1","MIL"
"35921","4","3","MIL"
"35922","2","4","NYY"
"35923","4","3","MIL"
"35924","0","4","NYY"
"35925","1","4","NYY"
"35926","1","4","NYY"
"35927","1","4","NYY"
"35928","1","4","NYY"
"35929","2","4","NYY"
"35930","4","2","MIL"
"35931","0","4","NYY"
"35932","3","4","NYY"
"35933","2","4","NYY"
"35934","0","4","NYY"
"35935","4","1","MIL"
"35936","0","4","NYY"
"35937","0","4","NYY"
"35938","0","4","NYY"
"35939","0","4","NYY"
"35940","4","1","MIL"
"35941","0","4","NYY"
"35942","2","4","NYY"
"35943","3","4","NYY"
"35944","3","4","NYY"
"35945","1","4","NYY"
"35946","3","4","NYY"
"35947","2","4","NYY"
"35948","3","4","NYY"
"35949","2","4","NYY"
"35950","0","4","NYY"
"35951","1","4","NYY"
"35952","2","4","NYY"
"35953","4","3","MIL"
"35954","1","4","NYY"
"35955","1","4","NYY"
"35956","1","4","NYY"
"35957","0","4","NYY"
"35958","0","4","NYY"
"35959","3","4","NYY"
"35960","0","4","NYY"
"35961","3","4","NYY"
"35962","2","4","NYY"
"35963","2","4","NYY"
"35964","2","4","NYY"
"35965","2","4","NYY"
"35966","1","4","NYY"
"35967","4","3","MIL"
"35968","3","4","NYY"
"35969","4","2","MIL"
"35970","0","4","NYY"
"35971","1","4","NYY"
"35972","4","1","MIL"
"35973","4","3","MIL"
"35974","4","2","MIL"
"35975","3","4","NYY"
"35976","4","1","MIL"
"35977","4","2","MIL"
"35978","4","1","MIL"
"35979","4","1","MIL"
"35980","3","4","NYY"
"35981","2","4","NYY"
"35982","1","4","NYY"
"35983","4","2","MIL"
"35984","3","4","NYY"
"35985","1","4","NYY"
"35986","4","2","MIL"
"35987","4","3","MIL"
"35988","0","4","NYY"
"35989","3","4","NYY"
"35990","4","1","MIL"
"35991","1","4","NYY"
"35992","1","4","NYY"
"35993","4","1","MIL"
"35994","1","4","NYY"
"35995","2","4","NYY"
"35996","1","4","NYY"
"35997","4","1","MIL"
"35998","1","4","NYY"
"35999","0","4","NYY"
"36000","0","4","NYY"
"36001","3","4","NYY"
"36002","0","4","NYY"
"36003","2","4","NYY"
"36004","3","4","NYY"
"36005","4","3","MIL"
"36006","2","4","NYY"
"36007","0","4","NYY"
"36008","4","1","MIL"
"36009","4","2","MIL"
"36010","1","4","NYY"
"36011","4","1","MIL"
"36012","1","4","NYY"
"36013","0","4","NYY"
"36014","1","4","NYY"
"36015","2","4","NYY"
"36016","4","0","MIL"
"36017","1","4","NYY"
"36018","0","4","NYY"
"36019","3","4","NYY"
"36020","3","4","NYY"
"36021","2","4","NYY"
"36022","2","4","NYY"
"36023","3","4","NYY"
"36024","4","3","MIL"
"36025","4","2","MIL"
"36026","1","4","NYY"
"36027","2","4","NYY"
"36028","4","3","MIL"
"36029","0","4","NYY"
"36030","4","3","MIL"
"36031","2","4","NYY"
"36032","4","2","MIL"
"36033","1","4","NYY"
"36034","3","4","NYY"
"36035","1","4","NYY"
"36036","1","4","NYY"
"36037","4","3","MIL"
"36038","3","4","NYY"
"36039","1","4","NYY"
"36040","3","4","NYY"
"36041","3","4","NYY"
"36042","0","4","NYY"
"36043","1","4","NYY"
"36044","1","4","NYY"
"36045","1","4","NYY"
"36046","1","4","NYY"
"36047","2","4","NYY"
"36048","0","4","NYY"
"36049","4","3","MIL"
"36050","4","3","MIL"
"36051","4","3","MIL"
"36052","1","4","NYY"
"36053","1","4","NYY"
"36054","1","4","NYY"
"36055","1","4","NYY"
"36056","1","4","NYY"
"36057","2","4","NYY"
"36058","1","4","NYY"
"36059","1","4","NYY"
"36060","4","2","MIL"
"36061","4","1","MIL"
"36062","3","4","NYY"
"36063","3","4","NYY"
"36064","4","2","MIL"
"36065","4","0","MIL"
"36066","1","4","NYY"
"36067","4","1","MIL"
"36068","4","2","MIL"
"36069","4","3","MIL"
"36070","4","2","MIL"
"36071","1","4","NYY"
"36072","4","3","MIL"
"36073","1","4","NYY"
"36074","2","4","NYY"
"36075","0","4","NYY"
"36076","1","4","NYY"
"36077","4","3","MIL"
"36078","2","4","NYY"
"36079","1","4","NYY"
"36080","4","2","MIL"
"36081","3","4","NYY"
"36082","2","4","NYY"
"36083","4","2","MIL"
"36084","4","3","MIL"
"36085","0","4","NYY"
"36086","0","4","NYY"
"36087","3","4","NYY"
"36088","1","4","NYY"
"36089","1","4","NYY"
"36090","4","1","MIL"
"36091","2","4","NYY"
"36092","0","4","NYY"
"36093","4","1","MIL"
"36094","0","4","NYY"
"36095","3","4","NYY"
"36096","1","4","NYY"
"36097","3","4","NYY"
"36098","2","4","NYY"
"36099","0","4","NYY"
"36100","0","4","NYY"
"36101","4","0","MIL"
"36102","1","4","NYY"
"36103","4","3","MIL"
"36104","0","4","NYY"
"36105","4","2","MIL"
"36106","0","4","NYY"
"36107","4","2","MIL"
"36108","4","3","MIL"
"36109","2","4","NYY"
"36110","1","4","NYY"
"36111","3","4","NYY"
"36112","2","4","NYY"
"36113","3","4","NYY"
"36114","2","4","NYY"
"36115","2","4","NYY"
"36116","2","4","NYY"
"36117","4","3","MIL"
"36118","4","3","MIL"
"36119","0","4","NYY"
"36120","4","0","MIL"
"36121","4","1","MIL"
"36122","1","4","NYY"
"36123","1","4","NYY"
"36124","1","4","NYY"
"36125","0","4","NYY"
"36126","1","4","NYY"
"36127","4","2","MIL"
"36128","4","2","MIL"
"36129","2","4","NYY"
"36130","4","3","MIL"
"36131","2","4","NYY"
"36132","4","3","MIL"
"36133","4","2","MIL"
"36134","3","4","NYY"
"36135","4","1","MIL"
"36136","1","4","NYY"
"36137","1","4","NYY"
"36138","2","4","NYY"
"36139","4","3","MIL"
"36140","0","4","NYY"
"36141","1","4","NYY"
"36142","2","4","NYY"
"36143","3","4","NYY"
"36144","1","4","NYY"
"36145","1","4","NYY"
"36146","3","4","NYY"
"36147","4","3","MIL"
"36148","4","0","MIL"
"36149","2","4","NYY"
"36150","4","1","MIL"
"36151","3","4","NYY"
"36152","1","4","NYY"
"36153","3","4","NYY"
"36154","4","3","MIL"
"36155","2","4","NYY"
"36156","2","4","NYY"
"36157","2","4","NYY"
"36158","3","4","NYY"
"36159","2","4","NYY"
"36160","2","4","NYY"
"36161","1","4","NYY"
"36162","0","4","NYY"
"36163","0","4","NYY"
"36164","2","4","NYY"
"36165","4","0","MIL"
"36166","1","4","NYY"
"36167","4","2","MIL"
"36168","2","4","NYY"
"36169","1","4","NYY"
"36170","1","4","NYY"
"36171","1","4","NYY"
"36172","0","4","NYY"
"36173","4","2","MIL"
"36174","2","4","NYY"
"36175","2","4","NYY"
"36176","2","4","NYY"
"36177","1","4","NYY"
"36178","4","2","MIL"
"36179","2","4","NYY"
"36180","0","4","NYY"
"36181","4","0","MIL"
"36182","2","4","NYY"
"36183","3","4","NYY"
"36184","0","4","NYY"
"36185","4","2","MIL"
"36186","2","4","NYY"
"36187","1","4","NYY"
"36188","2","4","NYY"
"36189","1","4","NYY"
"36190","3","4","NYY"
"36191","0","4","NYY"
"36192","4","3","MIL"
"36193","0","4","NYY"
"36194","4","3","MIL"
"36195","2","4","NYY"
"36196","1","4","NYY"
"36197","0","4","NYY"
"36198","4","3","MIL"
"36199","4","2","MIL"
"36200","1","4","NYY"
"36201","4","1","MIL"
"36202","1","4","NYY"
"36203","1","4","NYY"
"36204","1","4","NYY"
"36205","4","3","MIL"
"36206","0","4","NYY"
"36207","4","2","MIL"
"36208","4","0","MIL"
"36209","2","4","NYY"
"36210","4","1","MIL"
"36211","1","4","NYY"
"36212","1","4","NYY"
"36213","1","4","NYY"
"36214","3","4","NYY"
"36215","4","3","MIL"
"36216","4","3","MIL"
"36217","0","4","NYY"
"36218","2","4","NYY"
"36219","3","4","NYY"
"36220","4","0","MIL"
"36221","4","3","MIL"
"36222","1","4","NYY"
"36223","4","0","MIL"
"36224","1","4","NYY"
"36225","1","4","NYY"
"36226","2","4","NYY"
"36227","3","4","NYY"
"36228","3","4","NYY"
"36229","3","4","NYY"
"36230","3","4","NYY"
"36231","1","4","NYY"
"36232","3","4","NYY"
"36233","4","3","MIL"
"36234","0","4","NYY"
"36235","4","0","MIL"
"36236","4","3","MIL"
"36237","0","4","NYY"
"36238","4","2","MIL"
"36239","4","1","MIL"
"36240","3","4","NYY"
"36241","0","4","NYY"
"36242","0","4","NYY"
"36243","2","4","NYY"
"36244","1","4","NYY"
"36245","4","1","MIL"
"36246","0","4","NYY"
"36247","2","4","NYY"
"36248","3","4","NYY"
"36249","3","4","NYY"
"36250","3","4","NYY"
"36251","4","3","MIL"
"36252","2","4","NYY"
"36253","1","4","NYY"
"36254","4","2","MIL"
"36255","4","2","MIL"
"36256","2","4","NYY"
"36257","0","4","NYY"
"36258","4","2","MIL"
"36259","0","4","NYY"
"36260","3","4","NYY"
"36261","1","4","NYY"
"36262","4","3","MIL"
"36263","0","4","NYY"
"36264","3","4","NYY"
"36265","3","4","NYY"
"36266","2","4","NYY"
"36267","1","4","NYY"
"36268","3","4","NYY"
"36269","2","4","NYY"
"36270","1","4","NYY"
"36271","2","4","NYY"
"36272","3","4","NYY"
"36273","0","4","NYY"
"36274","1","4","NYY"
"36275","3","4","NYY"
"36276","4","2","MIL"
"36277","2","4","NYY"
"36278","4","2","MIL"
"36279","2","4","NYY"
"36280","3","4","NYY"
"36281","0","4","NYY"
"36282","3","4","NYY"
"36283","1","4","NYY"
"36284","1","4","NYY"
"36285","1","4","NYY"
"36286","1","4","NYY"
"36287","2","4","NYY"
"36288","1","4","NYY"
"36289","0","4","NYY"
"36290","2","4","NYY"
"36291","1","4","NYY"
"36292","4","3","MIL"
"36293","4","3","MIL"
"36294","4","3","MIL"
"36295","0","4","NYY"
"36296","2","4","NYY"
"36297","4","2","MIL"
"36298","1","4","NYY"
"36299","1","4","NYY"
"36300","1","4","NYY"
"36301","2","4","NYY"
"36302","1","4","NYY"
"36303","3","4","NYY"
"36304","2","4","NYY"
"36305","0","4","NYY"
"36306","0","4","NYY"
"36307","4","0","MIL"
"36308","2","4","NYY"
"36309","2","4","NYY"
"36310","2","4","NYY"
"36311","4","2","MIL"
"36312","4","3","MIL"
"36313","0","4","NYY"
"36314","4","3","MIL"
"36315","2","4","NYY"
"36316","1","4","NYY"
"36317","2","4","NYY"
"36318","0","4","NYY"
"36319","1","4","NYY"
"36320","4","2","MIL"
"36321","1","4","NYY"
"36322","3","4","NYY"
"36323","2","4","NYY"
"36324","2","4","NYY"
"36325","4","3","MIL"
"36326","2","4","NYY"
"36327","1","4","NYY"
"36328","0","4","NYY"
"36329","0","4","NYY"
"36330","4","2","MIL"
"36331","2","4","NYY"
"36332","0","4","NYY"
"36333","4","3","MIL"
"36334","1","4","NYY"
"36335","1","4","NYY"
"36336","4","3","MIL"
"36337","2","4","NYY"
"36338","3","4","NYY"
"36339","3","4","NYY"
"36340","4","1","MIL"
"36341","2","4","NYY"
"36342","3","4","NYY"
"36343","3","4","NYY"
"36344","2","4","NYY"
"36345","4","3","MIL"
"36346","0","4","NYY"
"36347","0","4","NYY"
"36348","4","1","MIL"
"36349","2","4","NYY"
"36350","4","2","MIL"
"36351","4","2","MIL"
"36352","1","4","NYY"
"36353","2","4","NYY"
"36354","4","2","MIL"
"36355","1","4","NYY"
"36356","4","2","MIL"
"36357","2","4","NYY"
"36358","4","3","MIL"
"36359","3","4","NYY"
"36360","3","4","NYY"
"36361","4","2","MIL"
"36362","2","4","NYY"
"36363","1","4","NYY"
"36364","1","4","NYY"
"36365","4","2","MIL"
"36366","4","2","MIL"
"36367","0","4","NYY"
"36368","3","4","NYY"
"36369","1","4","NYY"
"36370","2","4","NYY"
"36371","0","4","NYY"
"36372","4","0","MIL"
"36373","2","4","NYY"
"36374","4","2","MIL"
"36375","3","4","NYY"
"36376","4","2","MIL"
"36377","3","4","NYY"
"36378","1","4","NYY"
"36379","4","3","MIL"
"36380","4","3","MIL"
"36381","3","4","NYY"
"36382","4","3","MIL"
"36383","3","4","NYY"
"36384","4","1","MIL"
"36385","4","2","MIL"
"36386","2","4","NYY"
"36387","3","4","NYY"
"36388","4","3","MIL"
"36389","3","4","NYY"
"36390","0","4","NYY"
"36391","3","4","NYY"
"36392","4","2","MIL"
"36393","3","4","NYY"
"36394","4","2","MIL"
"36395","4","1","MIL"
"36396","4","2","MIL"
"36397","1","4","NYY"
"36398","3","4","NYY"
"36399","1","4","NYY"
"36400","2","4","NYY"
"36401","1","4","NYY"
"36402","0","4","NYY"
"36403","1","4","NYY"
"36404","3","4","NYY"
"36405","0","4","NYY"
"36406","4","2","MIL"
"36407","4","2","MIL"
"36408","3","4","NYY"
"36409","2","4","NYY"
"36410","4","3","MIL"
"36411","3","4","NYY"
"36412","2","4","NYY"
"36413","2","4","NYY"
"36414","4","2","MIL"
"36415","2","4","NYY"
"36416","3","4","NYY"
"36417","2","4","NYY"
"36418","2","4","NYY"
"36419","4","3","MIL"
"36420","3","4","NYY"
"36421","3","4","NYY"
"36422","3","4","NYY"
"36423","1","4","NYY"
"36424","4","1","MIL"
"36425","2","4","NYY"
"36426","1","4","NYY"
"36427","4","3","MIL"
"36428","0","4","NYY"
"36429","2","4","NYY"
"36430","2","4","NYY"
"36431","3","4","NYY"
"36432","1","4","NYY"
"36433","4","1","MIL"
"36434","1","4","NYY"
"36435","2","4","NYY"
"36436","1","4","NYY"
"36437","3","4","NYY"
"36438","3","4","NYY"
"36439","2","4","NYY"
"36440","3","4","NYY"
"36441","0","4","NYY"
"36442","2","4","NYY"
"36443","4","3","MIL"
"36444","1","4","NYY"
"36445","1","4","NYY"
"36446","4","1","MIL"
"36447","1","4","NYY"
"36448","4","3","MIL"
"36449","0","4","NYY"
"36450","4","2","MIL"
"36451","1","4","NYY"
"36452","4","1","MIL"
"36453","0","4","NYY"
"36454","1","4","NYY"
"36455","4","3","MIL"
"36456","4","1","MIL"
"36457","1","4","NYY"
"36458","0","4","NYY"
"36459","0","4","NYY"
"36460","2","4","NYY"
"36461","2","4","NYY"
"36462","4","2","MIL"
"36463","1","4","NYY"
"36464","1","4","NYY"
"36465","2","4","NYY"
"36466","2","4","NYY"
"36467","2","4","NYY"
"36468","3","4","NYY"
"36469","1","4","NYY"
"36470","4","2","MIL"
"36471","2","4","NYY"
"36472","2","4","NYY"
"36473","2","4","NYY"
"36474","4","0","MIL"
"36475","4","2","MIL"
"36476","3","4","NYY"
"36477","3","4","NYY"
"36478","4","1","MIL"
"36479","2","4","NYY"
"36480","1","4","NYY"
"36481","1","4","NYY"
"36482","4","2","MIL"
"36483","0","4","NYY"
"36484","1","4","NYY"
"36485","0","4","NYY"
"36486","2","4","NYY"
"36487","4","3","MIL"
"36488","4","2","MIL"
"36489","1","4","NYY"
"36490","1","4","NYY"
"36491","4","1","MIL"
"36492","2","4","NYY"
"36493","4","3","MIL"
"36494","0","4","NYY"
"36495","1","4","NYY"
"36496","2","4","NYY"
"36497","1","4","NYY"
"36498","1","4","NYY"
"36499","3","4","NYY"
"36500","0","4","NYY"
"36501","4","1","MIL"
"36502","2","4","NYY"
"36503","4","3","MIL"
"36504","2","4","NYY"
"36505","1","4","NYY"
"36506","4","3","MIL"
"36507","0","4","NYY"
"36508","2","4","NYY"
"36509","1","4","NYY"
"36510","0","4","NYY"
"36511","0","4","NYY"
"36512","3","4","NYY"
"36513","3","4","NYY"
"36514","4","2","MIL"
"36515","1","4","NYY"
"36516","3","4","NYY"
"36517","1","4","NYY"
"36518","0","4","NYY"
"36519","4","1","MIL"
"36520","1","4","NYY"
"36521","4","2","MIL"
"36522","4","1","MIL"
"36523","4","1","MIL"
"36524","2","4","NYY"
"36525","2","4","NYY"
"36526","2","4","NYY"
"36527","2","4","NYY"
"36528","1","4","NYY"
"36529","4","2","MIL"
"36530","4","3","MIL"
"36531","4","2","MIL"
"36532","2","4","NYY"
"36533","4","3","MIL"
"36534","4","3","MIL"
"36535","3","4","NYY"
"36536","2","4","NYY"
"36537","3","4","NYY"
"36538","3","4","NYY"
"36539","1","4","NYY"
"36540","1","4","NYY"
"36541","2","4","NYY"
"36542","0","4","NYY"
"36543","1","4","NYY"
"36544","4","3","MIL"
"36545","2","4","NYY"
"36546","1","4","NYY"
"36547","4","3","MIL"
"36548","4","3","MIL"
"36549","0","4","NYY"
"36550","0","4","NYY"
"36551","1","4","NYY"
"36552","4","3","MIL"
"36553","4","3","MIL"
"36554","0","4","NYY"
"36555","4","2","MIL"
"36556","4","0","MIL"
"36557","4","2","MIL"
"36558","4","3","MIL"
"36559","1","4","NYY"
"36560","4","1","MIL"
"36561","1","4","NYY"
"36562","0","4","NYY"
"36563","1","4","NYY"
"36564","4","1","MIL"
"36565","2","4","NYY"
"36566","2","4","NYY"
"36567","1","4","NYY"
"36568","2","4","NYY"
"36569","1","4","NYY"
"36570","4","3","MIL"
"36571","4","3","MIL"
"36572","4","0","MIL"
"36573","3","4","NYY"
"36574","0","4","NYY"
"36575","1","4","NYY"
"36576","1","4","NYY"
"36577","0","4","NYY"
"36578","1","4","NYY"
"36579","4","2","MIL"
"36580","3","4","NYY"
"36581","3","4","NYY"
"36582","4","3","MIL"
"36583","2","4","NYY"
"36584","1","4","NYY"
"36585","0","4","NYY"
"36586","4","3","MIL"
"36587","2","4","NYY"
"36588","1","4","NYY"
"36589","1","4","NYY"
"36590","1","4","NYY"
"36591","2","4","NYY"
"36592","1","4","NYY"
"36593","3","4","NYY"
"36594","3","4","NYY"
"36595","4","1","MIL"
"36596","3","4","NYY"
"36597","4","2","MIL"
"36598","4","3","MIL"
"36599","3","4","NYY"
"36600","0","4","NYY"
"36601","4","0","MIL"
"36602","1","4","NYY"
"36603","2","4","NYY"
"36604","2","4","NYY"
"36605","4","3","MIL"
"36606","0","4","NYY"
"36607","4","3","MIL"
"36608","2","4","NYY"
"36609","2","4","NYY"
"36610","4","3","MIL"
"36611","1","4","NYY"
"36612","4","2","MIL"
"36613","1","4","NYY"
"36614","4","2","MIL"
"36615","2","4","NYY"
"36616","1","4","NYY"
"36617","4","2","MIL"
"36618","0","4","NYY"
"36619","4","0","MIL"
"36620","4","0","MIL"
"36621","3","4","NYY"
"36622","4","2","MIL"
"36623","0","4","NYY"
"36624","3","4","NYY"
"36625","3","4","NYY"
"36626","4","2","MIL"
"36627","4","1","MIL"
"36628","4","3","MIL"
"36629","4","3","MIL"
"36630","4","1","MIL"
"36631","1","4","NYY"
"36632","2","4","NYY"
