"","OAK","NYY","Series Winner"
"52240","4","2","OAK"
"52241","4","3","OAK"
"52242","2","4","NYY"
"52243","2","4","NYY"
"52244","4","1","OAK"
"52245","4","3","OAK"
"52246","1","4","NYY"
"52247","4","3","OAK"
"52248","2","4","NYY"
"52249","4","1","OAK"
"52250","1","4","NYY"
"52251","4","1","OAK"
"52252","4","0","OAK"
"52253","3","4","NYY"
"52254","3","4","NYY"
"52255","2","4","NYY"
"52256","4","3","OAK"
"52257","1","4","NYY"
"52258","4","2","OAK"
"52259","2","4","NYY"
"52260","2","4","NYY"
"52261","3","4","NYY"
"52262","2","4","NYY"
"52263","4","3","OAK"
"52264","1","4","NYY"
"52265","1","4","NYY"
"52266","2","4","NYY"
"52267","4","3","OAK"
"52268","0","4","NYY"
"52269","1","4","NYY"
"52270","3","4","NYY"
"52271","4","2","OAK"
"52272","2","4","NYY"
"52273","4","3","OAK"
"52274","1","4","NYY"
"52275","1","4","NYY"
"52276","1","4","NYY"
"52277","4","3","OAK"
"52278","4","3","OAK"
"52279","1","4","NYY"
"52280","4","3","OAK"
"52281","3","4","NYY"
"52282","4","3","OAK"
"52283","3","4","NYY"
"52284","4","0","OAK"
"52285","4","0","OAK"
"52286","4","2","OAK"
"52287","4","3","OAK"
"52288","3","4","NYY"
"52289","2","4","NYY"
"52290","4","1","OAK"
"52291","2","4","NYY"
"52292","3","4","NYY"
"52293","4","1","OAK"
"52294","1","4","NYY"
"52295","0","4","NYY"
"52296","0","4","NYY"
"52297","1","4","NYY"
"52298","3","4","NYY"
"52299","2","4","NYY"
"52300","2","4","NYY"
"52301","4","3","OAK"
"52302","1","4","NYY"
"52303","4","3","OAK"
"52304","4","2","OAK"
"52305","4","3","OAK"
"52306","2","4","NYY"
"52307","4","3","OAK"
"52308","3","4","NYY"
"52309","2","4","NYY"
"52310","0","4","NYY"
"52311","0","4","NYY"
"52312","4","3","OAK"
"52313","2","4","NYY"
"52314","2","4","NYY"
"52315","4","3","OAK"
"52316","1","4","NYY"
"52317","0","4","NYY"
"52318","3","4","NYY"
"52319","4","2","OAK"
"52320","4","3","OAK"
"52321","0","4","NYY"
"52322","0","4","NYY"
"52323","4","3","OAK"
"52324","4","0","OAK"
"52325","2","4","NYY"
"52326","2","4","NYY"
"52327","2","4","NYY"
"52328","2","4","NYY"
"52329","4","1","OAK"
"52330","0","4","NYY"
"52331","4","2","OAK"
"52332","4","2","OAK"
"52333","4","1","OAK"
"52334","2","4","NYY"
"52335","4","0","OAK"
"52336","0","4","NYY"
"52337","4","0","OAK"
"52338","4","1","OAK"
"52339","4","0","OAK"
"52340","4","1","OAK"
"52341","3","4","NYY"
"52342","4","0","OAK"
"52343","1","4","NYY"
"52344","4","2","OAK"
"52345","1","4","NYY"
"52346","4","3","OAK"
"52347","2","4","NYY"
"52348","3","4","NYY"
"52349","1","4","NYY"
"52350","2","4","NYY"
"52351","4","3","OAK"
"52352","0","4","NYY"
"52353","2","4","NYY"
"52354","4","3","OAK"
"52355","4","2","OAK"
"52356","4","3","OAK"
"52357","1","4","NYY"
"52358","2","4","NYY"
"52359","4","3","OAK"
"52360","2","4","NYY"
"52361","1","4","NYY"
"52362","3","4","NYY"
"52363","1","4","NYY"
"52364","2","4","NYY"
"52365","4","3","OAK"
"52366","1","4","NYY"
"52367","1","4","NYY"
"52368","2","4","NYY"
"52369","3","4","NYY"
"52370","4","2","OAK"
"52371","3","4","NYY"
"52372","4","1","OAK"
"52373","4","3","OAK"
"52374","2","4","NYY"
"52375","2","4","NYY"
"52376","2","4","NYY"
"52377","3","4","NYY"
"52378","4","2","OAK"
"52379","4","0","OAK"
"52380","4","2","OAK"
"52381","0","4","NYY"
"52382","2","4","NYY"
"52383","2","4","NYY"
"52384","0","4","NYY"
"52385","3","4","NYY"
"52386","0","4","NYY"
"52387","4","1","OAK"
"52388","4","1","OAK"
"52389","4","2","OAK"
"52390","3","4","NYY"
"52391","2","4","NYY"
"52392","4","2","OAK"
"52393","4","2","OAK"
"52394","4","2","OAK"
"52395","4","2","OAK"
"52396","1","4","NYY"
"52397","3","4","NYY"
"52398","2","4","NYY"
"52399","0","4","NYY"
"52400","2","4","NYY"
"52401","3","4","NYY"
"52402","4","3","OAK"
"52403","4","3","OAK"
"52404","1","4","NYY"
"52405","4","1","OAK"
"52406","4","1","OAK"
"52407","2","4","NYY"
"52408","4","1","OAK"
"52409","0","4","NYY"
"52410","2","4","NYY"
"52411","4","2","OAK"
"52412","4","2","OAK"
"52413","0","4","NYY"
"52414","4","1","OAK"
"52415","4","0","OAK"
"52416","1","4","NYY"
"52417","3","4","NYY"
"52418","4","0","OAK"
"52419","4","1","OAK"
"52420","3","4","NYY"
"52421","2","4","NYY"
"52422","2","4","NYY"
"52423","4","2","OAK"
"52424","0","4","NYY"
"52425","4","3","OAK"
"52426","4","1","OAK"
"52427","4","0","OAK"
"52428","4","3","OAK"
"52429","1","4","NYY"
"52430","2","4","NYY"
"52431","1","4","NYY"
"52432","1","4","NYY"
"52433","2","4","NYY"
"52434","4","2","OAK"
"52435","4","1","OAK"
"52436","2","4","NYY"
"52437","3","4","NYY"
"52438","1","4","NYY"
"52439","1","4","NYY"
"52440","4","3","OAK"
"52441","4","1","OAK"
"52442","0","4","NYY"
"52443","3","4","NYY"
"52444","1","4","NYY"
"52445","1","4","NYY"
"52446","1","4","NYY"
"52447","2","4","NYY"
"52448","4","3","OAK"
"52449","2","4","NYY"
"52450","3","4","NYY"
"52451","3","4","NYY"
"52452","0","4","NYY"
"52453","4","2","OAK"
"52454","4","2","OAK"
"52455","1","4","NYY"
"52456","1","4","NYY"
"52457","4","3","OAK"
"52458","4","2","OAK"
"52459","3","4","NYY"
"52460","3","4","NYY"
"52461","0","4","NYY"
"52462","2","4","NYY"
"52463","0","4","NYY"
"52464","3","4","NYY"
"52465","4","2","OAK"
"52466","4","3","OAK"
"52467","4","3","OAK"
"52468","3","4","NYY"
"52469","1","4","NYY"
"52470","4","2","OAK"
"52471","4","2","OAK"
"52472","1","4","NYY"
"52473","4","3","OAK"
"52474","4","3","OAK"
"52475","2","4","NYY"
"52476","4","3","OAK"
"52477","4","2","OAK"
"52478","1","4","NYY"
"52479","4","1","OAK"
"52480","4","3","OAK"
"52481","4","1","OAK"
"52482","3","4","NYY"
"52483","3","4","NYY"
"52484","4","2","OAK"
"52485","1","4","NYY"
"52486","4","3","OAK"
"52487","4","2","OAK"
"52488","0","4","NYY"
"52489","4","3","OAK"
"52490","4","2","OAK"
"52491","2","4","NYY"
"52492","1","4","NYY"
"52493","2","4","NYY"
"52494","0","4","NYY"
"52495","2","4","NYY"
"52496","1","4","NYY"
"52497","2","4","NYY"
"52498","2","4","NYY"
"52499","4","2","OAK"
"52500","3","4","NYY"
"52501","2","4","NYY"
"52502","4","0","OAK"
"52503","3","4","NYY"
"52504","4","2","OAK"
"52505","4","3","OAK"
"52506","4","3","OAK"
"52507","3","4","NYY"
"52508","3","4","NYY"
"52509","4","1","OAK"
"52510","2","4","NYY"
"52511","4","3","OAK"
"52512","4","1","OAK"
"52513","0","4","NYY"
"52514","4","3","OAK"
"52515","3","4","NYY"
"52516","3","4","NYY"
"52517","4","2","OAK"
"52518","4","3","OAK"
"52519","4","3","OAK"
"52520","4","2","OAK"
"52521","2","4","NYY"
"52522","0","4","NYY"
"52523","2","4","NYY"
"52524","4","2","OAK"
"52525","0","4","NYY"
"52526","1","4","NYY"
"52527","2","4","NYY"
"52528","4","1","OAK"
"52529","3","4","NYY"
"52530","1","4","NYY"
"52531","0","4","NYY"
"52532","4","3","OAK"
"52533","0","4","NYY"
"52534","4","2","OAK"
"52535","3","4","NYY"
"52536","4","2","OAK"
"52537","4","3","OAK"
"52538","3","4","NYY"
"52539","1","4","NYY"
"52540","2","4","NYY"
"52541","1","4","NYY"
"52542","1","4","NYY"
"52543","2","4","NYY"
"52544","2","4","NYY"
"52545","1","4","NYY"
"52546","2","4","NYY"
"52547","4","2","OAK"
"52548","2","4","NYY"
"52549","1","4","NYY"
"52550","4","3","OAK"
"52551","4","1","OAK"
"52552","1","4","NYY"
"52553","1","4","NYY"
"52554","2","4","NYY"
"52555","0","4","NYY"
"52556","3","4","NYY"
"52557","1","4","NYY"
"52558","4","2","OAK"
"52559","2","4","NYY"
"52560","1","4","NYY"
"52561","2","4","NYY"
"52562","4","0","OAK"
"52563","4","2","OAK"
"52564","1","4","NYY"
"52565","3","4","NYY"
"52566","4","3","OAK"
"52567","2","4","NYY"
"52568","4","2","OAK"
"52569","4","2","OAK"
"52570","0","4","NYY"
"52571","4","2","OAK"
"52572","1","4","NYY"
"52573","2","4","NYY"
"52574","4","1","OAK"
"52575","4","0","OAK"
"52576","2","4","NYY"
"52577","1","4","NYY"
"52578","4","2","OAK"
"52579","1","4","NYY"
"52580","4","0","OAK"
"52581","2","4","NYY"
"52582","1","4","NYY"
"52583","4","3","OAK"
"52584","1","4","NYY"
"52585","2","4","NYY"
"52586","4","3","OAK"
"52587","1","4","NYY"
"52588","3","4","NYY"
"52589","2","4","NYY"
"52590","2","4","NYY"
"52591","3","4","NYY"
"52592","1","4","NYY"
"52593","2","4","NYY"
"52594","1","4","NYY"
"52595","4","0","OAK"
"52596","1","4","NYY"
"52597","4","2","OAK"
"52598","4","3","OAK"
"52599","4","3","OAK"
"52600","4","1","OAK"
"52601","4","3","OAK"
"52602","2","4","NYY"
"52603","4","2","OAK"
"52604","2","4","NYY"
"52605","1","4","NYY"
"52606","4","1","OAK"
"52607","4","1","OAK"
"52608","4","2","OAK"
"52609","1","4","NYY"
"52610","2","4","NYY"
"52611","4","2","OAK"
"52612","4","2","OAK"
"52613","1","4","NYY"
"52614","4","2","OAK"
"52615","4","2","OAK"
"52616","4","3","OAK"
"52617","4","3","OAK"
"52618","4","0","OAK"
"52619","1","4","NYY"
"52620","4","3","OAK"
"52621","2","4","NYY"
"52622","1","4","NYY"
"52623","4","2","OAK"
"52624","1","4","NYY"
"52625","4","3","OAK"
"52626","3","4","NYY"
"52627","4","2","OAK"
"52628","4","2","OAK"
"52629","1","4","NYY"
"52630","1","4","NYY"
"52631","4","2","OAK"
"52632","4","3","OAK"
"52633","0","4","NYY"
"52634","3","4","NYY"
"52635","1","4","NYY"
"52636","4","3","OAK"
"52637","2","4","NYY"
"52638","2","4","NYY"
"52639","4","3","OAK"
"52640","2","4","NYY"
"52641","2","4","NYY"
"52642","4","2","OAK"
"52643","2","4","NYY"
"52644","2","4","NYY"
"52645","4","2","OAK"
"52646","4","2","OAK"
"52647","1","4","NYY"
"52648","4","1","OAK"
"52649","4","0","OAK"
"52650","4","2","OAK"
"52651","2","4","NYY"
"52652","4","2","OAK"
"52653","2","4","NYY"
"52654","4","2","OAK"
"52655","1","4","NYY"
"52656","4","3","OAK"
"52657","3","4","NYY"
"52658","4","1","OAK"
"52659","3","4","NYY"
"52660","0","4","NYY"
"52661","3","4","NYY"
"52662","4","1","OAK"
"52663","0","4","NYY"
"52664","3","4","NYY"
"52665","4","1","OAK"
"52666","4","2","OAK"
"52667","4","0","OAK"
"52668","1","4","NYY"
"52669","3","4","NYY"
"52670","1","4","NYY"
"52671","1","4","NYY"
"52672","3","4","NYY"
"52673","0","4","NYY"
"52674","4","3","OAK"
"52675","2","4","NYY"
"52676","1","4","NYY"
"52677","4","1","OAK"
"52678","4","2","OAK"
"52679","2","4","NYY"
"52680","3","4","NYY"
"52681","4","1","OAK"
"52682","3","4","NYY"
"52683","4","3","OAK"
"52684","4","1","OAK"
"52685","4","2","OAK"
"52686","3","4","NYY"
"52687","3","4","NYY"
"52688","1","4","NYY"
"52689","0","4","NYY"
"52690","2","4","NYY"
"52691","1","4","NYY"
"52692","3","4","NYY"
"52693","4","1","OAK"
"52694","4","2","OAK"
"52695","4","3","OAK"
"52696","4","2","OAK"
"52697","4","3","OAK"
"52698","2","4","NYY"
"52699","4","2","OAK"
"52700","4","2","OAK"
"52701","4","3","OAK"
"52702","1","4","NYY"
"52703","1","4","NYY"
"52704","3","4","NYY"
"52705","4","3","OAK"
"52706","4","1","OAK"
"52707","2","4","NYY"
"52708","2","4","NYY"
"52709","1","4","NYY"
"52710","2","4","NYY"
"52711","3","4","NYY"
"52712","2","4","NYY"
"52713","2","4","NYY"
"52714","3","4","NYY"
"52715","1","4","NYY"
"52716","1","4","NYY"
"52717","1","4","NYY"
"52718","4","3","OAK"
"52719","2","4","NYY"
"52720","2","4","NYY"
"52721","1","4","NYY"
"52722","2","4","NYY"
"52723","2","4","NYY"
"52724","2","4","NYY"
"52725","2","4","NYY"
"52726","2","4","NYY"
"52727","1","4","NYY"
"52728","2","4","NYY"
"52729","2","4","NYY"
"52730","1","4","NYY"
"52731","4","3","OAK"
"52732","2","4","NYY"
"52733","3","4","NYY"
"52734","3","4","NYY"
"52735","4","3","OAK"
"52736","4","3","OAK"
"52737","3","4","NYY"
"52738","1","4","NYY"
"52739","4","3","OAK"
"52740","4","1","OAK"
"52741","2","4","NYY"
"52742","3","4","NYY"
"52743","4","0","OAK"
"52744","0","4","NYY"
"52745","2","4","NYY"
"52746","4","2","OAK"
"52747","4","1","OAK"
"52748","1","4","NYY"
"52749","3","4","NYY"
"52750","1","4","NYY"
"52751","4","2","OAK"
"52752","3","4","NYY"
"52753","4","0","OAK"
"52754","4","0","OAK"
"52755","3","4","NYY"
"52756","4","1","OAK"
"52757","1","4","NYY"
"52758","4","3","OAK"
"52759","2","4","NYY"
"52760","2","4","NYY"
"52761","4","2","OAK"
"52762","1","4","NYY"
"52763","2","4","NYY"
"52764","1","4","NYY"
"52765","4","3","OAK"
"52766","3","4","NYY"
"52767","2","4","NYY"
"52768","3","4","NYY"
"52769","2","4","NYY"
"52770","1","4","NYY"
"52771","2","4","NYY"
"52772","1","4","NYY"
"52773","4","3","OAK"
"52774","1","4","NYY"
"52775","1","4","NYY"
"52776","2","4","NYY"
"52777","2","4","NYY"
"52778","4","0","OAK"
"52779","2","4","NYY"
"52780","2","4","NYY"
"52781","1","4","NYY"
"52782","4","3","OAK"
"52783","2","4","NYY"
"52784","4","3","OAK"
"52785","2","4","NYY"
"52786","2","4","NYY"
"52787","4","3","OAK"
"52788","2","4","NYY"
"52789","4","1","OAK"
"52790","4","3","OAK"
"52791","3","4","NYY"
"52792","1","4","NYY"
"52793","4","1","OAK"
"52794","4","3","OAK"
"52795","2","4","NYY"
"52796","4","3","OAK"
"52797","0","4","NYY"
"52798","3","4","NYY"
"52799","4","3","OAK"
"52800","0","4","NYY"
"52801","3","4","NYY"
"52802","4","3","OAK"
"52803","4","1","OAK"
"52804","4","2","OAK"
"52805","4","1","OAK"
"52806","3","4","NYY"
"52807","4","2","OAK"
"52808","2","4","NYY"
"52809","2","4","NYY"
"52810","0","4","NYY"
"52811","4","2","OAK"
"52812","0","4","NYY"
"52813","4","2","OAK"
"52814","3","4","NYY"
"52815","3","4","NYY"
"52816","2","4","NYY"
"52817","4","2","OAK"
"52818","4","2","OAK"
"52819","0","4","NYY"
"52820","4","2","OAK"
"52821","1","4","NYY"
"52822","4","3","OAK"
"52823","4","2","OAK"
"52824","2","4","NYY"
"52825","0","4","NYY"
"52826","2","4","NYY"
"52827","2","4","NYY"
"52828","3","4","NYY"
"52829","1","4","NYY"
"52830","4","3","OAK"
"52831","4","1","OAK"
"52832","0","4","NYY"
"52833","1","4","NYY"
"52834","4","2","OAK"
"52835","4","2","OAK"
"52836","3","4","NYY"
"52837","4","2","OAK"
"52838","4","0","OAK"
"52839","1","4","NYY"
"52840","1","4","NYY"
"52841","3","4","NYY"
"52842","4","2","OAK"
"52843","4","1","OAK"
"52844","4","3","OAK"
"52845","4","2","OAK"
"52846","4","2","OAK"
"52847","4","3","OAK"
"52848","4","1","OAK"
"52849","4","2","OAK"
"52850","1","4","NYY"
"52851","0","4","NYY"
"52852","4","2","OAK"
"52853","4","2","OAK"
"52854","3","4","NYY"
"52855","3","4","NYY"
"52856","3","4","NYY"
"52857","4","1","OAK"
"52858","2","4","NYY"
"52859","0","4","NYY"
"52860","4","2","OAK"
"52861","4","2","OAK"
"52862","4","1","OAK"
"52863","2","4","NYY"
"52864","3","4","NYY"
"52865","1","4","NYY"
"52866","4","3","OAK"
"52867","1","4","NYY"
"52868","4","3","OAK"
"52869","4","2","OAK"
"52870","4","2","OAK"
"52871","1","4","NYY"
"52872","4","2","OAK"
"52873","3","4","NYY"
"52874","1","4","NYY"
"52875","3","4","NYY"
"52876","4","0","OAK"
"52877","1","4","NYY"
"52878","3","4","NYY"
"52879","0","4","NYY"
"52880","0","4","NYY"
"52881","4","2","OAK"
"52882","4","0","OAK"
"52883","4","3","OAK"
"52884","4","2","OAK"
"52885","4","2","OAK"
"52886","2","4","NYY"
"52887","3","4","NYY"
"52888","0","4","NYY"
"52889","4","0","OAK"
"52890","0","4","NYY"
"52891","4","3","OAK"
"52892","3","4","NYY"
"52893","1","4","NYY"
"52894","1","4","NYY"
"52895","4","3","OAK"
"52896","1","4","NYY"
"52897","1","4","NYY"
"52898","4","3","OAK"
"52899","1","4","NYY"
"52900","0","4","NYY"
"52901","4","2","OAK"
"52902","2","4","NYY"
"52903","4","3","OAK"
"52904","4","2","OAK"
"52905","4","3","OAK"
"52906","4","2","OAK"
"52907","4","3","OAK"
"52908","2","4","NYY"
"52909","3","4","NYY"
"52910","2","4","NYY"
"52911","2","4","NYY"
"52912","4","1","OAK"
"52913","4","3","OAK"
"52914","3","4","NYY"
"52915","0","4","NYY"
"52916","4","3","OAK"
"52917","0","4","NYY"
"52918","4","2","OAK"
"52919","4","2","OAK"
"52920","4","3","OAK"
"52921","1","4","NYY"
"52922","0","4","NYY"
"52923","2","4","NYY"
"52924","1","4","NYY"
"52925","2","4","NYY"
"52926","2","4","NYY"
"52927","3","4","NYY"
"52928","4","1","OAK"
"52929","4","0","OAK"
"52930","4","3","OAK"
"52931","3","4","NYY"
"52932","4","3","OAK"
"52933","1","4","NYY"
"52934","4","3","OAK"
"52935","4","2","OAK"
"52936","4","0","OAK"
"52937","4","1","OAK"
"52938","4","3","OAK"
"52939","2","4","NYY"
"52940","1","4","NYY"
"52941","2","4","NYY"
"52942","4","3","OAK"
"52943","2","4","NYY"
"52944","3","4","NYY"
"52945","2","4","NYY"
"52946","1","4","NYY"
"52947","3","4","NYY"
"52948","4","2","OAK"
"52949","4","2","OAK"
"52950","4","3","OAK"
"52951","4","0","OAK"
"52952","0","4","NYY"
"52953","4","0","OAK"
"52954","4","0","OAK"
"52955","3","4","NYY"
"52956","4","2","OAK"
"52957","2","4","NYY"
"52958","4","2","OAK"
"52959","4","3","OAK"
"52960","1","4","NYY"
"52961","4","3","OAK"
"52962","3","4","NYY"
"52963","2","4","NYY"
"52964","4","1","OAK"
"52965","3","4","NYY"
"52966","4","3","OAK"
"52967","0","4","NYY"
"52968","3","4","NYY"
"52969","3","4","NYY"
"52970","0","4","NYY"
"52971","1","4","NYY"
"52972","3","4","NYY"
"52973","2","4","NYY"
"52974","1","4","NYY"
"52975","1","4","NYY"
"52976","2","4","NYY"
"52977","3","4","NYY"
"52978","3","4","NYY"
"52979","0","4","NYY"
"52980","2","4","NYY"
"52981","4","2","OAK"
"52982","4","2","OAK"
"52983","2","4","NYY"
"52984","4","1","OAK"
"52985","4","3","OAK"
"52986","4","0","OAK"
"52987","3","4","NYY"
"52988","4","2","OAK"
"52989","4","0","OAK"
"52990","4","3","OAK"
"52991","4","1","OAK"
"52992","1","4","NYY"
"52993","1","4","NYY"
"52994","4","1","OAK"
"52995","3","4","NYY"
"52996","2","4","NYY"
"52997","0","4","NYY"
"52998","3","4","NYY"
"52999","4","0","OAK"
"53000","4","2","OAK"
"53001","4","0","OAK"
"53002","4","3","OAK"
"53003","4","3","OAK"
"53004","4","2","OAK"
"53005","0","4","NYY"
"53006","4","3","OAK"
"53007","2","4","NYY"
"53008","4","1","OAK"
"53009","1","4","NYY"
"53010","2","4","NYY"
"53011","2","4","NYY"
"53012","4","3","OAK"
"53013","4","0","OAK"
"53014","3","4","NYY"
"53015","4","2","OAK"
"53016","0","4","NYY"
"53017","2","4","NYY"
"53018","4","1","OAK"
"53019","4","2","OAK"
"53020","2","4","NYY"
"53021","4","3","OAK"
"53022","1","4","NYY"
"53023","1","4","NYY"
"53024","2","4","NYY"
"53025","0","4","NYY"
"53026","1","4","NYY"
"53027","4","3","OAK"
"53028","3","4","NYY"
"53029","4","3","OAK"
"53030","2","4","NYY"
"53031","3","4","NYY"
"53032","2","4","NYY"
"53033","1","4","NYY"
"53034","4","3","OAK"
"53035","3","4","NYY"
"53036","4","2","OAK"
"53037","1","4","NYY"
"53038","1","4","NYY"
"53039","1","4","NYY"
"53040","1","4","NYY"
"53041","2","4","NYY"
"53042","4","2","OAK"
"53043","4","0","OAK"
"53044","2","4","NYY"
"53045","3","4","NYY"
"53046","0","4","NYY"
"53047","2","4","NYY"
"53048","2","4","NYY"
"53049","4","2","OAK"
"53050","0","4","NYY"
"53051","3","4","NYY"
"53052","4","3","OAK"
"53053","2","4","NYY"
"53054","3","4","NYY"
"53055","2","4","NYY"
"53056","4","3","OAK"
"53057","4","2","OAK"
"53058","4","3","OAK"
"53059","4","3","OAK"
"53060","0","4","NYY"
"53061","4","3","OAK"
"53062","1","4","NYY"
"53063","4","3","OAK"
"53064","4","2","OAK"
"53065","3","4","NYY"
"53066","2","4","NYY"
"53067","4","3","OAK"
"53068","3","4","NYY"
"53069","3","4","NYY"
"53070","0","4","NYY"
"53071","2","4","NYY"
"53072","4","2","OAK"
"53073","0","4","NYY"
"53074","4","3","OAK"
"53075","2","4","NYY"
"53076","3","4","NYY"
"53077","3","4","NYY"
"53078","0","4","NYY"
"53079","1","4","NYY"
"53080","4","2","OAK"
"53081","1","4","NYY"
"53082","1","4","NYY"
"53083","0","4","NYY"
"53084","2","4","NYY"
"53085","4","2","OAK"
"53086","4","1","OAK"
"53087","0","4","NYY"
"53088","1","4","NYY"
"53089","4","2","OAK"
"53090","2","4","NYY"
"53091","4","3","OAK"
"53092","4","3","OAK"
"53093","2","4","NYY"
"53094","0","4","NYY"
"53095","4","2","OAK"
"53096","4","0","OAK"
"53097","4","3","OAK"
"53098","4","3","OAK"
"53099","4","2","OAK"
"53100","0","4","NYY"
"53101","0","4","NYY"
"53102","2","4","NYY"
"53103","3","4","NYY"
"53104","4","3","OAK"
"53105","4","3","OAK"
"53106","4","3","OAK"
"53107","4","1","OAK"
"53108","4","3","OAK"
"53109","1","4","NYY"
"53110","1","4","NYY"
"53111","2","4","NYY"
"53112","4","3","OAK"
"53113","2","4","NYY"
"53114","0","4","NYY"
"53115","3","4","NYY"
"53116","4","1","OAK"
"53117","4","1","OAK"
"53118","4","2","OAK"
"53119","0","4","NYY"
"53120","4","1","OAK"
"53121","4","1","OAK"
"53122","4","1","OAK"
"53123","0","4","NYY"
"53124","0","4","NYY"
"53125","1","4","NYY"
"53126","4","0","OAK"
"53127","4","2","OAK"
"53128","4","3","OAK"
"53129","0","4","NYY"
"53130","4","1","OAK"
"53131","4","3","OAK"
"53132","4","3","OAK"
"53133","4","1","OAK"
"53134","4","3","OAK"
"53135","4","3","OAK"
"53136","3","4","NYY"
"53137","1","4","NYY"
"53138","4","2","OAK"
"53139","4","1","OAK"
"53140","4","0","OAK"
"53141","3","4","NYY"
"53142","1","4","NYY"
"53143","4","3","OAK"
"53144","2","4","NYY"
"53145","4","2","OAK"
"53146","4","3","OAK"
"53147","4","3","OAK"
"53148","2","4","NYY"
"53149","4","2","OAK"
"53150","4","2","OAK"
"53151","4","3","OAK"
"53152","2","4","NYY"
"53153","2","4","NYY"
"53154","2","4","NYY"
"53155","1","4","NYY"
"53156","4","3","OAK"
"53157","3","4","NYY"
"53158","4","3","OAK"
"53159","1","4","NYY"
"53160","3","4","NYY"
"53161","3","4","NYY"
"53162","1","4","NYY"
"53163","1","4","NYY"
"53164","1","4","NYY"
"53165","3","4","NYY"
"53166","4","3","OAK"
"53167","4","0","OAK"
"53168","4","3","OAK"
"53169","4","2","OAK"
"53170","2","4","NYY"
"53171","4","3","OAK"
"53172","3","4","NYY"
"53173","1","4","NYY"
"53174","2","4","NYY"
"53175","4","0","OAK"
"53176","4","3","OAK"
"53177","2","4","NYY"
"53178","3","4","NYY"
"53179","2","4","NYY"
"53180","4","1","OAK"
"53181","1","4","NYY"
"53182","0","4","NYY"
"53183","2","4","NYY"
"53184","4","3","OAK"
"53185","4","1","OAK"
"53186","4","3","OAK"
"53187","4","2","OAK"
"53188","4","3","OAK"
"53189","2","4","NYY"
"53190","4","3","OAK"
"53191","3","4","NYY"
"53192","4","3","OAK"
"53193","4","3","OAK"
"53194","4","1","OAK"
"53195","4","1","OAK"
"53196","2","4","NYY"
"53197","1","4","NYY"
"53198","0","4","NYY"
"53199","2","4","NYY"
"53200","4","3","OAK"
"53201","0","4","NYY"
"53202","4","2","OAK"
"53203","1","4","NYY"
"53204","4","2","OAK"
"53205","0","4","NYY"
"53206","4","2","OAK"
"53207","3","4","NYY"
"53208","1","4","NYY"
"53209","3","4","NYY"
"53210","4","2","OAK"
"53211","4","1","OAK"
"53212","4","1","OAK"
"53213","4","1","OAK"
"53214","2","4","NYY"
"53215","4","1","OAK"
"53216","4","1","OAK"
"53217","1","4","NYY"
"53218","4","2","OAK"
"53219","3","4","NYY"
"53220","4","2","OAK"
"53221","4","3","OAK"
"53222","0","4","NYY"
"53223","3","4","NYY"
"53224","4","3","OAK"
"53225","4","0","OAK"
"53226","2","4","NYY"
"53227","3","4","NYY"
"53228","4","3","OAK"
"53229","4","1","OAK"
"53230","2","4","NYY"
"53231","4","3","OAK"
"53232","1","4","NYY"
"53233","0","4","NYY"
"53234","3","4","NYY"
"53235","4","1","OAK"
"53236","2","4","NYY"
"53237","4","1","OAK"
"53238","2","4","NYY"
"53239","2","4","NYY"
"53240","2","4","NYY"
"53241","3","4","NYY"
"53242","4","3","OAK"
"53243","3","4","NYY"
"53244","3","4","NYY"
"53245","4","2","OAK"
"53246","2","4","NYY"
"53247","4","3","OAK"
"53248","4","3","OAK"
"53249","4","3","OAK"
"53250","1","4","NYY"
"53251","2","4","NYY"
"53252","2","4","NYY"
"53253","4","3","OAK"
"53254","2","4","NYY"
"53255","4","1","OAK"
"53256","2","4","NYY"
"53257","0","4","NYY"
"53258","3","4","NYY"
"53259","4","3","OAK"
"53260","4","3","OAK"
"53261","4","3","OAK"
"53262","1","4","NYY"
"53263","4","0","OAK"
"53264","2","4","NYY"
"53265","2","4","NYY"
"53266","2","4","NYY"
"53267","1","4","NYY"
"53268","4","3","OAK"
"53269","3","4","NYY"
"53270","4","2","OAK"
"53271","0","4","NYY"
"53272","4","2","OAK"
"53273","2","4","NYY"
"53274","4","3","OAK"
"53275","4","2","OAK"
"53276","2","4","NYY"
"53277","4","3","OAK"
"53278","0","4","NYY"
"53279","4","3","OAK"
"53280","2","4","NYY"
"53281","0","4","NYY"
"53282","3","4","NYY"
"53283","4","2","OAK"
"53284","2","4","NYY"
"53285","1","4","NYY"
"53286","4","2","OAK"
"53287","3","4","NYY"
"53288","0","4","NYY"
"53289","4","2","OAK"
"53290","4","0","OAK"
"53291","2","4","NYY"
"53292","4","1","OAK"
"53293","2","4","NYY"
"53294","2","4","NYY"
"53295","4","1","OAK"
"53296","4","3","OAK"
"53297","4","3","OAK"
"53298","4","2","OAK"
"53299","0","4","NYY"
"53300","2","4","NYY"
"53301","4","2","OAK"
"53302","4","2","OAK"
"53303","4","1","OAK"
"53304","3","4","NYY"
"53305","0","4","NYY"
"53306","4","3","OAK"
"53307","2","4","NYY"
"53308","2","4","NYY"
"53309","3","4","NYY"
"53310","0","4","NYY"
"53311","1","4","NYY"
"53312","3","4","NYY"
"53313","0","4","NYY"
"53314","2","4","NYY"
