"","LAD","HOU","Champion"
"64271","4","3","LAD"
"64272","2","4","HOU"
"64273","4","1","LAD"
"64274","4","3","LAD"
"64275","2","4","HOU"
"64276","4","0","LAD"
"64277","4","2","LAD"
"64278","4","1","LAD"
"64279","4","3","LAD"
"64280","0","4","HOU"
"64281","4","1","LAD"
"64282","4","3","LAD"
"64283","4","1","LAD"
"64284","3","4","HOU"
"64285","4","3","LAD"
"64286","4","1","LAD"
"64287","2","4","HOU"
"64288","3","4","HOU"
"64289","2","4","HOU"
"64290","4","0","LAD"
"64291","4","2","LAD"
"64292","3","4","HOU"
"64293","4","1","LAD"
"64294","4","1","LAD"
"64295","4","1","LAD"
"64296","1","4","HOU"
"64297","3","4","HOU"
"64298","2","4","HOU"
"64299","4","2","LAD"
"64300","4","2","LAD"
"64301","4","0","LAD"
"64302","4","0","LAD"
"64303","4","1","LAD"
"64304","3","4","HOU"
"64305","3","4","HOU"
"64306","3","4","HOU"
"64307","3","4","HOU"
"64308","1","4","HOU"
"64309","3","4","HOU"
"64310","3","4","HOU"
"64311","4","3","LAD"
"64312","4","0","LAD"
"64313","2","4","HOU"
"64314","4","2","LAD"
"64315","0","4","HOU"
"64316","4","0","LAD"
"64317","4","3","LAD"
"64318","4","2","LAD"
"64319","4","1","LAD"
"64320","4","1","LAD"
"64321","4","2","LAD"
"64322","4","2","LAD"
"64323","4","2","LAD"
"64324","4","1","LAD"
"64325","4","1","LAD"
"64326","4","3","LAD"
"64327","2","4","HOU"
"64328","3","4","HOU"
"64329","4","3","LAD"
"64330","4","2","LAD"
"64331","4","0","LAD"
"64332","3","4","HOU"
"64333","1","4","HOU"
"64334","4","2","LAD"
"64335","1","4","HOU"
"64336","1","4","HOU"
"64337","4","2","LAD"
"64338","0","4","HOU"
"64339","1","4","HOU"
"64340","4","0","LAD"
"64341","4","2","LAD"
"64342","4","3","LAD"
"64343","3","4","HOU"
"64344","4","0","LAD"
"64345","4","1","LAD"
"64346","4","1","LAD"
"64347","1","4","HOU"
"64348","3","4","HOU"
"64349","1","4","HOU"
"64350","1","4","HOU"
"64351","3","4","HOU"
"64352","2","4","HOU"
"64353","2","4","HOU"
"64354","0","4","HOU"
"64355","4","1","LAD"
"64356","3","4","HOU"
"64357","1","4","HOU"
"64358","4","3","LAD"
"64359","4","3","LAD"
"64360","4","2","LAD"
"64361","4","2","LAD"
"64362","4","1","LAD"
"64363","4","2","LAD"
"64364","4","1","LAD"
"64365","4","2","LAD"
"64366","3","4","HOU"
"64367","4","1","LAD"
"64368","3","4","HOU"
"64369","4","3","LAD"
"64370","3","4","HOU"
"64371","4","0","LAD"
"64372","4","2","LAD"
"64373","4","2","LAD"
"64374","2","4","HOU"
"64375","2","4","HOU"
"64376","3","4","HOU"
"64377","2","4","HOU"
"64378","4","3","LAD"
"64379","2","4","HOU"
"64380","2","4","HOU"
"64381","1","4","HOU"
"64382","2","4","HOU"
"64383","4","2","LAD"
"64384","2","4","HOU"
"64385","1","4","HOU"
"64386","3","4","HOU"
"64387","4","1","LAD"
"64388","2","4","HOU"
"64389","2","4","HOU"
"64390","0","4","HOU"
"64391","2","4","HOU"
"64392","4","2","LAD"
"64393","1","4","HOU"
"64394","3","4","HOU"
"64395","0","4","HOU"
"64396","3","4","HOU"
"64397","3","4","HOU"
"64398","4","0","LAD"
"64399","3","4","HOU"
"64400","4","0","LAD"
"64401","0","4","HOU"
"64402","4","2","LAD"
"64403","3","4","HOU"
"64404","4","2","LAD"
"64405","4","0","LAD"
"64406","4","1","LAD"
"64407","4","0","LAD"
"64408","2","4","HOU"
"64409","4","0","LAD"
"64410","2","4","HOU"
"64411","4","3","LAD"
"64412","2","4","HOU"
"64413","4","1","LAD"
"64414","2","4","HOU"
"64415","2","4","HOU"
"64416","4","2","LAD"
"64417","0","4","HOU"
"64418","4","1","LAD"
"64419","4","2","LAD"
"64420","3","4","HOU"
"64421","2","4","HOU"
"64422","0","4","HOU"
"64423","4","1","LAD"
"64424","1","4","HOU"
"64425","4","2","LAD"
"64426","2","4","HOU"
"64427","2","4","HOU"
"64428","2","4","HOU"
"64429","4","2","LAD"
"64430","4","2","LAD"
"64431","4","3","LAD"
"64432","4","0","LAD"
"64433","3","4","HOU"
"64434","2","4","HOU"
"64435","4","0","LAD"
"64436","4","1","LAD"
"64437","3","4","HOU"
"64438","4","2","LAD"
"64439","1","4","HOU"
"64440","0","4","HOU"
"64441","2","4","HOU"
"64442","4","3","LAD"
"64443","4","1","LAD"
"64444","4","2","LAD"
"64445","2","4","HOU"
"64446","2","4","HOU"
"64447","4","1","LAD"
"64448","1","4","HOU"
"64449","4","1","LAD"
"64450","1","4","HOU"
"64451","2","4","HOU"
"64452","4","0","LAD"
"64453","4","2","LAD"
"64454","4","3","LAD"
"64455","1","4","HOU"
"64456","4","2","LAD"
"64457","4","1","LAD"
"64458","4","0","LAD"
"64459","3","4","HOU"
"64460","3","4","HOU"
"64461","3","4","HOU"
"64462","2","4","HOU"
"64463","4","1","LAD"
"64464","4","3","LAD"
"64465","4","1","LAD"
"64466","4","3","LAD"
"64467","4","2","LAD"
"64468","3","4","HOU"
"64469","3","4","HOU"
"64470","4","3","LAD"
"64471","4","3","LAD"
"64472","1","4","HOU"
"64473","2","4","HOU"
"64474","4","3","LAD"
"64475","4","1","LAD"
"64476","4","1","LAD"
"64477","1","4","HOU"
"64478","0","4","HOU"
"64479","4","0","LAD"
"64480","1","4","HOU"
"64481","4","1","LAD"
"64482","4","0","LAD"
"64483","4","3","LAD"
"64484","4","0","LAD"
"64485","4","3","LAD"
"64486","4","2","LAD"
"64487","0","4","HOU"
"64488","3","4","HOU"
"64489","4","3","LAD"
"64490","4","3","LAD"
"64491","4","3","LAD"
"64492","3","4","HOU"
"64493","1","4","HOU"
"64494","4","1","LAD"
"64495","2","4","HOU"
"64496","3","4","HOU"
"64497","4","3","LAD"
"64498","2","4","HOU"
"64499","4","2","LAD"
"64500","4","2","LAD"
"64501","0","4","HOU"
"64502","4","0","LAD"
"64503","4","3","LAD"
"64504","4","3","LAD"
"64505","4","2","LAD"
"64506","4","2","LAD"
"64507","4","3","LAD"
"64508","4","2","LAD"
"64509","2","4","HOU"
"64510","2","4","HOU"
"64511","3","4","HOU"
"64512","0","4","HOU"
"64513","3","4","HOU"
"64514","4","0","LAD"
"64515","4","3","LAD"
"64516","2","4","HOU"
"64517","4","2","LAD"
"64518","4","1","LAD"
"64519","4","0","LAD"
"64520","4","2","LAD"
"64521","4","0","LAD"
"64522","4","3","LAD"
"64523","4","2","LAD"
"64524","2","4","HOU"
"64525","4","0","LAD"
"64526","4","1","LAD"
"64527","1","4","HOU"
"64528","4","3","LAD"
"64529","1","4","HOU"
"64530","4","1","LAD"
"64531","4","3","LAD"
"64532","3","4","HOU"
"64533","1","4","HOU"
"64534","2","4","HOU"
"64535","3","4","HOU"
"64536","2","4","HOU"
"64537","3","4","HOU"
"64538","4","3","LAD"
"64539","3","4","HOU"
"64540","2","4","HOU"
"64541","4","1","LAD"
"64542","2","4","HOU"
"64543","3","4","HOU"
"64544","2","4","HOU"
"64545","4","3","LAD"
"64546","4","3","LAD"
"64547","4","2","LAD"
"64548","4","1","LAD"
"64549","4","0","LAD"
"64550","3","4","HOU"
"64551","4","3","LAD"
"64552","4","1","LAD"
"64553","1","4","HOU"
"64554","1","4","HOU"
"64555","0","4","HOU"
"64556","4","0","LAD"
"64557","4","2","LAD"
"64558","4","1","LAD"
"64559","4","2","LAD"
"64560","4","1","LAD"
"64561","4","3","LAD"
"64562","4","1","LAD"
"64563","2","4","HOU"
"64564","4","1","LAD"
"64565","4","2","LAD"
"64566","4","2","LAD"
"64567","2","4","HOU"
"64568","2","4","HOU"
"64569","4","3","LAD"
"64570","4","3","LAD"
"64571","3","4","HOU"
"64572","4","3","LAD"
"64573","4","2","LAD"
"64574","4","0","LAD"
"64575","1","4","HOU"
"64576","4","1","LAD"
"64577","4","1","LAD"
"64578","3","4","HOU"
"64579","4","3","LAD"
"64580","3","4","HOU"
"64581","4","3","LAD"
"64582","4","2","LAD"
"64583","2","4","HOU"
"64584","4","2","LAD"
"64585","4","3","LAD"
"64586","4","2","LAD"
"64587","4","3","LAD"
"64588","4","1","LAD"
"64589","3","4","HOU"
"64590","1","4","HOU"
"64591","4","3","LAD"
"64592","2","4","HOU"
"64593","1","4","HOU"
"64594","4","2","LAD"
"64595","4","0","LAD"
"64596","4","0","LAD"
"64597","4","1","LAD"
"64598","2","4","HOU"
"64599","1","4","HOU"
"64600","0","4","HOU"
"64601","4","1","LAD"
"64602","4","3","LAD"
"64603","4","3","LAD"
"64604","4","1","LAD"
"64605","4","2","LAD"
"64606","3","4","HOU"
"64607","1","4","HOU"
"64608","3","4","HOU"
"64609","1","4","HOU"
"64610","4","3","LAD"
"64611","4","3","LAD"
"64612","4","0","LAD"
"64613","4","3","LAD"
"64614","4","0","LAD"
"64615","3","4","HOU"
"64616","4","1","LAD"
"64617","4","2","LAD"
"64618","4","3","LAD"
"64619","3","4","HOU"
"64620","4","3","LAD"
"64621","4","3","LAD"
"64622","4","1","LAD"
"64623","2","4","HOU"
"64624","1","4","HOU"
"64625","4","1","LAD"
"64626","3","4","HOU"
"64627","4","1","LAD"
"64628","2","4","HOU"
"64629","3","4","HOU"
"64630","4","1","LAD"
"64631","3","4","HOU"
"64632","4","1","LAD"
"64633","4","1","LAD"
"64634","1","4","HOU"
"64635","3","4","HOU"
"64636","4","2","LAD"
"64637","0","4","HOU"
"64638","2","4","HOU"
"64639","4","3","LAD"
"64640","3","4","HOU"
"64641","4","2","LAD"
"64642","1","4","HOU"
"64643","4","2","LAD"
"64644","2","4","HOU"
"64645","4","3","LAD"
"64646","3","4","HOU"
"64647","4","0","LAD"
"64648","2","4","HOU"
"64649","2","4","HOU"
"64650","4","1","LAD"
"64651","1","4","HOU"
"64652","4","2","LAD"
"64653","3","4","HOU"
"64654","3","4","HOU"
"64655","4","2","LAD"
"64656","4","3","LAD"
"64657","3","4","HOU"
"64658","4","1","LAD"
"64659","4","1","LAD"
"64660","4","3","LAD"
"64661","2","4","HOU"
"64662","3","4","HOU"
"64663","2","4","HOU"
"64664","4","2","LAD"
"64665","3","4","HOU"
"64666","2","4","HOU"
"64667","2","4","HOU"
"64668","3","4","HOU"
"64669","4","3","LAD"
"64670","0","4","HOU"
"64671","4","1","LAD"
"64672","4","2","LAD"
"64673","3","4","HOU"
"64674","4","1","LAD"
"64675","3","4","HOU"
"64676","3","4","HOU"
"64677","4","1","LAD"
"64678","1","4","HOU"
"64679","0","4","HOU"
"64680","3","4","HOU"
"64681","3","4","HOU"
"64682","0","4","HOU"
"64683","4","3","LAD"
"64684","4","3","LAD"
"64685","3","4","HOU"
"64686","4","3","LAD"
"64687","1","4","HOU"
"64688","4","3","LAD"
"64689","2","4","HOU"
"64690","4","2","LAD"
"64691","4","3","LAD"
"64692","0","4","HOU"
"64693","0","4","HOU"
"64694","4","0","LAD"
"64695","4","0","LAD"
"64696","2","4","HOU"
"64697","1","4","HOU"
"64698","4","1","LAD"
"64699","3","4","HOU"
"64700","0","4","HOU"
"64701","3","4","HOU"
"64702","3","4","HOU"
"64703","4","3","LAD"
"64704","4","1","LAD"
"64705","4","3","LAD"
"64706","2","4","HOU"
"64707","4","2","LAD"
"64708","4","2","LAD"
"64709","3","4","HOU"
"64710","3","4","HOU"
"64711","2","4","HOU"
"64712","4","0","LAD"
"64713","3","4","HOU"
"64714","1","4","HOU"
"64715","4","1","LAD"
"64716","4","3","LAD"
"64717","2","4","HOU"
"64718","0","4","HOU"
"64719","4","2","LAD"
"64720","3","4","HOU"
"64721","3","4","HOU"
"64722","4","3","LAD"
"64723","2","4","HOU"
"64724","4","2","LAD"
"64725","3","4","HOU"
"64726","4","0","LAD"
"64727","1","4","HOU"
"64728","4","2","LAD"
"64729","3","4","HOU"
"64730","4","1","LAD"
"64731","4","0","LAD"
"64732","4","2","LAD"
"64733","3","4","HOU"
"64734","4","2","LAD"
"64735","3","4","HOU"
"64736","3","4","HOU"
"64737","4","3","LAD"
"64738","2","4","HOU"
"64739","4","3","LAD"
"64740","4","3","LAD"
"64741","4","3","LAD"
"64742","4","2","LAD"
"64743","3","4","HOU"
"64744","4","3","LAD"
"64745","4","0","LAD"
"64746","4","3","LAD"
"64747","4","1","LAD"
"64748","4","3","LAD"
"64749","4","3","LAD"
"64750","1","4","HOU"
"64751","4","2","LAD"
"64752","4","3","LAD"
"64753","4","3","LAD"
"64754","4","2","LAD"
"64755","4","1","LAD"
"64756","4","2","LAD"
"64757","3","4","HOU"
"64758","4","0","LAD"
"64759","2","4","HOU"
"64760","4","0","LAD"
"64761","4","1","LAD"
"64762","4","2","LAD"
"64763","2","4","HOU"
"64764","4","2","LAD"
"64765","4","0","LAD"
"64766","2","4","HOU"
"64767","4","3","LAD"
"64768","4","2","LAD"
"64769","4","2","LAD"
"64770","3","4","HOU"
"64771","4","2","LAD"
"64772","1","4","HOU"
"64773","0","4","HOU"
"64774","2","4","HOU"
"64775","3","4","HOU"
"64776","3","4","HOU"
"64777","4","3","LAD"
"64778","3","4","HOU"
"64779","4","0","LAD"
"64780","4","0","LAD"
"64781","4","2","LAD"
"64782","4","2","LAD"
"64783","2","4","HOU"
"64784","4","3","LAD"
"64785","4","1","LAD"
"64786","4","2","LAD"
"64787","4","3","LAD"
"64788","4","0","LAD"
"64789","4","3","LAD"
"64790","1","4","HOU"
"64791","4","1","LAD"
"64792","3","4","HOU"
"64793","4","1","LAD"
"64794","4","2","LAD"
"64795","2","4","HOU"
"64796","3","4","HOU"
"64797","4","3","LAD"
"64798","4","1","LAD"
"64799","4","1","LAD"
"64800","1","4","HOU"
"64801","4","2","LAD"
"64802","3","4","HOU"
"64803","4","3","LAD"
"64804","4","2","LAD"
"64805","1","4","HOU"
"64806","4","1","LAD"
"64807","3","4","HOU"
"64808","4","0","LAD"
"64809","2","4","HOU"
"64810","4","3","LAD"
"64811","2","4","HOU"
"64812","4","3","LAD"
"64813","1","4","HOU"
"64814","2","4","HOU"
"64815","1","4","HOU"
"64816","1","4","HOU"
"64817","3","4","HOU"
"64818","3","4","HOU"
"64819","3","4","HOU"
"64820","3","4","HOU"
"64821","3","4","HOU"
"64822","4","2","LAD"
"64823","4","3","LAD"
"64824","4","3","LAD"
"64825","4","1","LAD"
"64826","2","4","HOU"
"64827","0","4","HOU"
"64828","4","2","LAD"
"64829","4","1","LAD"
"64830","4","2","LAD"
"64831","4","1","LAD"
"64832","3","4","HOU"
"64833","4","1","LAD"
"64834","4","2","LAD"
"64835","4","2","LAD"
"64836","4","3","LAD"
"64837","4","0","LAD"
"64838","1","4","HOU"
"64839","4","1","LAD"
"64840","2","4","HOU"
"64841","4","3","LAD"
"64842","2","4","HOU"
"64843","4","1","LAD"
"64844","1","4","HOU"
"64845","1","4","HOU"
"64846","4","0","LAD"
"64847","4","0","LAD"
"64848","4","2","LAD"
"64849","4","3","LAD"
"64850","4","2","LAD"
"64851","4","1","LAD"
"64852","2","4","HOU"
"64853","4","0","LAD"
"64854","2","4","HOU"
"64855","0","4","HOU"
"64856","1","4","HOU"
"64857","4","0","LAD"
"64858","4","1","LAD"
"64859","4","3","LAD"
"64860","4","2","LAD"
"64861","4","1","LAD"
"64862","0","4","HOU"
"64863","4","1","LAD"
"64864","2","4","HOU"
"64865","4","0","LAD"
"64866","0","4","HOU"
"64867","4","1","LAD"
"64868","4","0","LAD"
"64869","4","2","LAD"
"64870","4","2","LAD"
"64871","2","4","HOU"
"64872","1","4","HOU"
"64873","4","3","LAD"
"64874","3","4","HOU"
"64875","1","4","HOU"
"64876","3","4","HOU"
"64877","1","4","HOU"
"64878","4","1","LAD"
"64879","0","4","HOU"
"64880","4","0","LAD"
"64881","4","2","LAD"
"64882","4","3","LAD"
"64883","2","4","HOU"
"64884","4","1","LAD"
"64885","4","2","LAD"
"64886","4","2","LAD"
"64887","3","4","HOU"
"64888","4","0","LAD"
"64889","4","1","LAD"
"64890","4","0","LAD"
"64891","1","4","HOU"
"64892","4","1","LAD"
"64893","4","0","LAD"
"64894","1","4","HOU"
"64895","2","4","HOU"
"64896","1","4","HOU"
"64897","4","2","LAD"
"64898","4","1","LAD"
"64899","3","4","HOU"
"64900","2","4","HOU"
"64901","4","2","LAD"
"64902","3","4","HOU"
"64903","4","2","LAD"
"64904","4","3","LAD"
"64905","1","4","HOU"
"64906","3","4","HOU"
"64907","4","2","LAD"
"64908","4","1","LAD"
"64909","4","1","LAD"
"64910","4","2","LAD"
"64911","3","4","HOU"
"64912","4","0","LAD"
"64913","3","4","HOU"
"64914","4","1","LAD"
"64915","0","4","HOU"
"64916","1","4","HOU"
"64917","4","1","LAD"
"64918","3","4","HOU"
"64919","1","4","HOU"
"64920","4","1","LAD"
"64921","3","4","HOU"
"64922","3","4","HOU"
"64923","0","4","HOU"
"64924","4","2","LAD"
"64925","1","4","HOU"
"64926","4","0","LAD"
"64927","1","4","HOU"
"64928","0","4","HOU"
"64929","1","4","HOU"
"64930","1","4","HOU"
"64931","3","4","HOU"
"64932","1","4","HOU"
"64933","4","0","LAD"
"64934","4","1","LAD"
"64935","4","0","LAD"
"64936","1","4","HOU"
"64937","2","4","HOU"
"64938","2","4","HOU"
"64939","0","4","HOU"
"64940","4","2","LAD"
"64941","4","2","LAD"
"64942","4","0","LAD"
"64943","2","4","HOU"
"64944","4","0","LAD"
"64945","4","2","LAD"
"64946","4","2","LAD"
"64947","4","1","LAD"
"64948","4","2","LAD"
"64949","4","0","LAD"
"64950","4","3","LAD"
"64951","4","0","LAD"
"64952","4","1","LAD"
"64953","2","4","HOU"
"64954","2","4","HOU"
"64955","2","4","HOU"
"64956","4","3","LAD"
"64957","4","2","LAD"
"64958","4","1","LAD"
"64959","2","4","HOU"
"64960","2","4","HOU"
"64961","4","3","LAD"
"64962","4","1","LAD"
"64963","4","1","LAD"
"64964","3","4","HOU"
"64965","4","2","LAD"
"64966","0","4","HOU"
"64967","4","1","LAD"
"64968","4","3","LAD"
"64969","4","2","LAD"
"64970","4","1","LAD"
"64971","2","4","HOU"
"64972","4","1","LAD"
"64973","3","4","HOU"
"64974","4","1","LAD"
"64975","3","4","HOU"
"64976","0","4","HOU"
"64977","4","3","LAD"
"64978","4","0","LAD"
"64979","1","4","HOU"
"64980","1","4","HOU"
"64981","4","1","LAD"
"64982","4","0","LAD"
"64983","1","4","HOU"
"64984","4","2","LAD"
"64985","4","1","LAD"
"64986","0","4","HOU"
"64987","4","0","LAD"
"64988","1","4","HOU"
"64989","2","4","HOU"
"64990","4","0","LAD"
"64991","4","0","LAD"
"64992","1","4","HOU"
"64993","3","4","HOU"
"64994","2","4","HOU"
"64995","4","0","LAD"
"64996","3","4","HOU"
"64997","2","4","HOU"
"64998","4","1","LAD"
"64999","3","4","HOU"
"65000","4","1","LAD"
"65001","4","1","LAD"
"65002","4","2","LAD"
"65003","4","1","LAD"
"65004","4","2","LAD"
"65005","4","2","LAD"
"65006","4","2","LAD"
"65007","4","0","LAD"
"65008","4","0","LAD"
"65009","4","1","LAD"
"65010","4","1","LAD"
"65011","4","1","LAD"
"65012","1","4","HOU"
"65013","2","4","HOU"
"65014","0","4","HOU"
"65015","3","4","HOU"
"65016","3","4","HOU"
"65017","2","4","HOU"
"65018","4","1","LAD"
"65019","4","0","LAD"
"65020","1","4","HOU"
"65021","2","4","HOU"
"65022","0","4","HOU"
"65023","3","4","HOU"
"65024","4","1","LAD"
"65025","4","3","LAD"
"65026","0","4","HOU"
"65027","1","4","HOU"
"65028","4","1","LAD"
"65029","4","1","LAD"
"65030","1","4","HOU"
"65031","4","1","LAD"
"65032","1","4","HOU"
"65033","4","2","LAD"
"65034","1","4","HOU"
"65035","4","2","LAD"
"65036","0","4","HOU"
"65037","4","2","LAD"
"65038","4","3","LAD"
"65039","4","1","LAD"
"65040","4","2","LAD"
"65041","4","3","LAD"
"65042","2","4","HOU"
"65043","3","4","HOU"
"65044","0","4","HOU"
"65045","4","2","LAD"
"65046","0","4","HOU"
"65047","4","2","LAD"
"65048","4","3","LAD"
"65049","4","2","LAD"
"65050","3","4","HOU"
"65051","4","3","LAD"
"65052","4","2","LAD"
"65053","4","2","LAD"
"65054","3","4","HOU"
"65055","4","1","LAD"
"65056","3","4","HOU"
"65057","3","4","HOU"
"65058","2","4","HOU"
"65059","4","1","LAD"
"65060","0","4","HOU"
"65061","4","0","LAD"
"65062","3","4","HOU"
"65063","4","0","LAD"
"65064","1","4","HOU"
"65065","4","1","LAD"
"65066","4","2","LAD"
"65067","2","4","HOU"
"65068","4","3","LAD"
"65069","1","4","HOU"
"65070","3","4","HOU"
"65071","1","4","HOU"
"65072","4","2","LAD"
"65073","4","2","LAD"
"65074","4","1","LAD"
"65075","2","4","HOU"
"65076","4","1","LAD"
"65077","3","4","HOU"
"65078","3","4","HOU"
"65079","4","3","LAD"
"65080","1","4","HOU"
"65081","3","4","HOU"
"65082","1","4","HOU"
"65083","2","4","HOU"
"65084","4","3","LAD"
"65085","4","3","LAD"
"65086","3","4","HOU"
"65087","4","3","LAD"
"65088","4","2","LAD"
"65089","3","4","HOU"
"65090","4","2","LAD"
"65091","4","3","LAD"
"65092","2","4","HOU"
"65093","4","2","LAD"
"65094","4","3","LAD"
"65095","4","2","LAD"
"65096","4","2","LAD"
"65097","4","1","LAD"
"65098","3","4","HOU"
"65099","4","1","LAD"
"65100","3","4","HOU"
"65101","4","0","LAD"
"65102","2","4","HOU"
"65103","3","4","HOU"
"65104","4","0","LAD"
"65105","4","1","LAD"
"65106","4","0","LAD"
"65107","4","3","LAD"
"65108","4","3","LAD"
"65109","2","4","HOU"
"65110","4","3","LAD"
"65111","3","4","HOU"
"65112","4","2","LAD"
"65113","0","4","HOU"
"65114","4","3","LAD"
"65115","4","2","LAD"
"65116","4","2","LAD"
"65117","4","3","LAD"
"65118","4","1","LAD"
"65119","4","2","LAD"
"65120","4","3","LAD"
"65121","4","1","LAD"
"65122","4","1","LAD"
"65123","4","2","LAD"
"65124","3","4","HOU"
"65125","3","4","HOU"
"65126","4","2","LAD"
"65127","2","4","HOU"
"65128","2","4","HOU"
"65129","4","0","LAD"
"65130","3","4","HOU"
"65131","3","4","HOU"
"65132","4","2","LAD"
"65133","3","4","HOU"
"65134","0","4","HOU"
"65135","4","2","LAD"
"65136","4","2","LAD"
"65137","2","4","HOU"
"65138","1","4","HOU"
"65139","2","4","HOU"
"65140","4","1","LAD"
"65141","2","4","HOU"
"65142","0","4","HOU"
"65143","4","3","LAD"
"65144","4","1","LAD"
"65145","2","4","HOU"
"65146","4","0","LAD"
"65147","4","0","LAD"
"65148","2","4","HOU"
"65149","1","4","HOU"
"65150","4","0","LAD"
"65151","0","4","HOU"
"65152","4","3","LAD"
"65153","4","1","LAD"
"65154","4","3","LAD"
"65155","4","1","LAD"
"65156","2","4","HOU"
"65157","3","4","HOU"
"65158","4","2","LAD"
"65159","4","1","LAD"
"65160","4","1","LAD"
"65161","4","1","LAD"
"65162","4","2","LAD"
"65163","1","4","HOU"
"65164","2","4","HOU"
"65165","3","4","HOU"
"65166","2","4","HOU"
"65167","0","4","HOU"
"65168","0","4","HOU"
"65169","4","2","LAD"
"65170","4","3","LAD"
"65171","3","4","HOU"
"65172","4","1","LAD"
"65173","3","4","HOU"
"65174","4","1","LAD"
"65175","4","1","LAD"
"65176","4","2","LAD"
"65177","0","4","HOU"
"65178","2","4","HOU"
"65179","4","1","LAD"
"65180","3","4","HOU"
"65181","4","2","LAD"
"65182","4","2","LAD"
"65183","3","4","HOU"
"65184","2","4","HOU"
"65185","4","2","LAD"
"65186","1","4","HOU"
"65187","4","1","LAD"
"65188","4","2","LAD"
"65189","4","3","LAD"
"65190","4","2","LAD"
"65191","2","4","HOU"
"65192","4","3","LAD"
"65193","0","4","HOU"
"65194","3","4","HOU"
"65195","3","4","HOU"
"65196","4","2","LAD"
"65197","4","1","LAD"
"65198","4","1","LAD"
"65199","2","4","HOU"
"65200","2","4","HOU"
"65201","4","1","LAD"
"65202","4","3","LAD"
"65203","3","4","HOU"
"65204","4","0","LAD"
"65205","4","0","LAD"
"65206","4","1","LAD"
"65207","3","4","HOU"
"65208","4","3","LAD"
"65209","2","4","HOU"
"65210","0","4","HOU"
"65211","3","4","HOU"
"65212","4","2","LAD"
"65213","4","2","LAD"
"65214","4","1","LAD"
"65215","4","1","LAD"
"65216","3","4","HOU"
"65217","3","4","HOU"
"65218","4","0","LAD"
"65219","1","4","HOU"
"65220","4","1","LAD"
"65221","1","4","HOU"
"65222","4","3","LAD"
"65223","4","1","LAD"
"65224","4","3","LAD"
"65225","4","1","LAD"
"65226","3","4","HOU"
"65227","3","4","HOU"
"65228","4","2","LAD"
"65229","1","4","HOU"
"65230","2","4","HOU"
"65231","3","4","HOU"
"65232","4","2","LAD"
"65233","4","2","LAD"
"65234","4","0","LAD"
"65235","4","1","LAD"
"65236","2","4","HOU"
"65237","4","3","LAD"
"65238","1","4","HOU"
"65239","2","4","HOU"
"65240","3","4","HOU"
"65241","0","4","HOU"
"65242","4","2","LAD"
"65243","3","4","HOU"
"65244","4","1","LAD"
"65245","4","1","LAD"
"65246","4","3","LAD"
"65247","3","4","HOU"
"65248","4","3","LAD"
"65249","4","2","LAD"
"65250","4","1","LAD"
"65251","2","4","HOU"
"65252","4","1","LAD"
"65253","4","2","LAD"
"65254","4","2","LAD"
"65255","4","0","LAD"
"65256","4","3","LAD"
"65257","4","3","LAD"
"65258","4","1","LAD"
"65259","0","4","HOU"
"65260","4","2","LAD"
"65261","4","2","LAD"
"65262","4","1","LAD"
"65263","4","1","LAD"
"65264","3","4","HOU"
"65265","4","3","LAD"
"65266","4","1","LAD"
"65267","4","3","LAD"
"65268","4","2","LAD"
"65269","1","4","HOU"
"65270","2","4","HOU"
"65271","1","4","HOU"
"65272","4","2","LAD"
"65273","4","0","LAD"
"65274","3","4","HOU"
"65275","4","1","LAD"
"65276","4","3","LAD"
"65277","2","4","HOU"
"65278","3","4","HOU"
"65279","4","2","LAD"
"65280","3","4","HOU"
"65281","0","4","HOU"
"65282","4","1","LAD"
"65283","4","3","LAD"
"65284","4","3","LAD"
"65285","4","3","LAD"
"65286","3","4","HOU"
"65287","3","4","HOU"
"65288","1","4","HOU"
"65289","4","1","LAD"
"65290","4","2","LAD"
"65291","4","2","LAD"
"65292","4","3","LAD"
"65293","4","1","LAD"
"65294","4","0","LAD"
"65295","1","4","HOU"
"65296","4","3","LAD"
"65297","4","2","LAD"
"65298","4","1","LAD"
"65299","4","0","LAD"
"65300","4","0","LAD"
"65301","4","2","LAD"
"65302","4","2","LAD"
"65303","4","2","LAD"
"65304","4","2","LAD"
"65305","3","4","HOU"
"65306","4","0","LAD"
"65307","4","3","LAD"
"65308","4","0","LAD"
"65309","4","2","LAD"
"65310","2","4","HOU"
"65311","3","4","HOU"
"65312","2","4","HOU"
"65313","4","2","LAD"
"65314","4","0","LAD"
"65315","0","4","HOU"
"65316","1","4","HOU"
"65317","3","4","HOU"
"65318","4","0","LAD"
"65319","4","1","LAD"
"65320","4","3","LAD"
"65321","3","4","HOU"
"65322","3","4","HOU"
"65323","1","4","HOU"
"65324","0","4","HOU"
"65325","4","3","LAD"
"65326","4","2","LAD"
"65327","2","4","HOU"
"65328","0","4","HOU"
"65329","4","1","LAD"
"65330","2","4","HOU"
"65331","4","0","LAD"
"65332","2","4","HOU"
"65333","2","4","HOU"
"65334","3","4","HOU"
"65335","0","4","HOU"
"65336","4","2","LAD"
"65337","0","4","HOU"
"65338","1","4","HOU"
"65339","2","4","HOU"
"65340","0","4","HOU"
"65341","4","1","LAD"
"65342","4","2","LAD"
"65343","4","2","LAD"
"65344","4","1","LAD"
"65345","1","4","HOU"
