"","OAK","HOU","Series Winner"
"49619","2","3","HOU"
"49620","1","3","HOU"
"49621","3","0","OAK"
"49622","0","3","HOU"
"49623","1","3","HOU"
"49624","3","1","OAK"
"49625","0","3","HOU"
"49626","2","3","HOU"
"49627","0","3","HOU"
"49628","2","3","HOU"
"49629","1","3","HOU"
"49630","2","3","HOU"
"49631","2","3","HOU"
"49632","1","3","HOU"
"49633","1","3","HOU"
"49634","0","3","HOU"
"49635","3","1","OAK"
"49636","0","3","HOU"
"49637","1","3","HOU"
"49638","0","3","HOU"
"49639","2","3","HOU"
"49640","3","1","OAK"
"49641","1","3","HOU"
"49642","0","3","HOU"
"49643","3","2","OAK"
"49644","1","3","HOU"
"49645","3","1","OAK"
"49646","3","1","OAK"
"49647","1","3","HOU"
"49648","2","3","HOU"
"49649","3","2","OAK"
"49650","1","3","HOU"
"49651","3","2","OAK"
"49652","1","3","HOU"
"49653","3","1","OAK"
"49654","0","3","HOU"
"49655","0","3","HOU"
"49656","0","3","HOU"
"49657","1","3","HOU"
"49658","2","3","HOU"
"49659","0","3","HOU"
"49660","2","3","HOU"
"49661","3","2","OAK"
"49662","1","3","HOU"
"49663","1","3","HOU"
"49664","0","3","HOU"
"49665","3","2","OAK"
"49666","3","1","OAK"
"49667","0","3","HOU"
"49668","0","3","HOU"
"49669","0","3","HOU"
"49670","0","3","HOU"
"49671","1","3","HOU"
"49672","1","3","HOU"
"49673","1","3","HOU"
"49674","0","3","HOU"
"49675","0","3","HOU"
"49676","3","1","OAK"
"49677","0","3","HOU"
"49678","2","3","HOU"
"49679","1","3","HOU"
"49680","0","3","HOU"
"49681","1","3","HOU"
"49682","0","3","HOU"
"49683","3","2","OAK"
"49684","1","3","HOU"
"49685","3","2","OAK"
"49686","3","2","OAK"
"49687","1","3","HOU"
"49688","1","3","HOU"
"49689","1","3","HOU"
"49690","1","3","HOU"
"49691","1","3","HOU"
"49692","3","0","OAK"
"49693","0","3","HOU"
"49694","2","3","HOU"
"49695","2","3","HOU"
"49696","1","3","HOU"
"49697","2","3","HOU"
"49698","0","3","HOU"
"49699","2","3","HOU"
"49700","1","3","HOU"
"49701","1","3","HOU"
"49702","3","1","OAK"
"49703","2","3","HOU"
"49704","3","2","OAK"
"49705","0","3","HOU"
"49706","3","0","OAK"
"49707","3","2","OAK"
"49708","1","3","HOU"
"49709","1","3","HOU"
"49710","1","3","HOU"
"49711","3","2","OAK"
"49712","0","3","HOU"
"49713","0","3","HOU"
"49714","0","3","HOU"
"49715","3","1","OAK"
"49716","0","3","HOU"
"49717","2","3","HOU"
"49718","1","3","HOU"
"49719","3","2","OAK"
"49720","1","3","HOU"
"49721","2","3","HOU"
"49722","3","1","OAK"
"49723","1","3","HOU"
"49724","3","2","OAK"
"49725","2","3","HOU"
"49726","2","3","HOU"
"49727","0","3","HOU"
"49728","2","3","HOU"
"49729","2","3","HOU"
"49730","0","3","HOU"
"49731","0","3","HOU"
"49732","0","3","HOU"
"49733","0","3","HOU"
"49734","3","2","OAK"
"49735","3","2","OAK"
"49736","2","3","HOU"
"49737","2","3","HOU"
"49738","1","3","HOU"
"49739","0","3","HOU"
"49740","3","1","OAK"
"49741","2","3","HOU"
"49742","1","3","HOU"
"49743","1","3","HOU"
"49744","3","1","OAK"
"49745","3","0","OAK"
"49746","2","3","HOU"
"49747","2","3","HOU"
"49748","0","3","HOU"
"49749","2","3","HOU"
"49750","1","3","HOU"
"49751","0","3","HOU"
"49752","3","1","OAK"
"49753","0","3","HOU"
"49754","1","3","HOU"
"49755","1","3","HOU"
"49756","3","1","OAK"
"49757","2","3","HOU"
"49758","3","1","OAK"
"49759","3","1","OAK"
"49760","1","3","HOU"
"49761","0","3","HOU"
"49762","0","3","HOU"
"49763","1","3","HOU"
"49764","1","3","HOU"
"49765","0","3","HOU"
"49766","0","3","HOU"
"49767","0","3","HOU"
"49768","2","3","HOU"
"49769","1","3","HOU"
"49770","0","3","HOU"
"49771","1","3","HOU"
"49772","2","3","HOU"
"49773","0","3","HOU"
"49774","3","1","OAK"
"49775","1","3","HOU"
"49776","2","3","HOU"
"49777","0","3","HOU"
"49778","3","2","OAK"
"49779","2","3","HOU"
"49780","0","3","HOU"
"49781","1","3","HOU"
"49782","2","3","HOU"
"49783","2","3","HOU"
"49784","1","3","HOU"
"49785","1","3","HOU"
"49786","1","3","HOU"
"49787","1","3","HOU"
"49788","2","3","HOU"
"49789","2","3","HOU"
"49790","3","0","OAK"
"49791","0","3","HOU"
"49792","2","3","HOU"
"49793","0","3","HOU"
"49794","0","3","HOU"
"49795","0","3","HOU"
"49796","1","3","HOU"
"49797","3","0","OAK"
"49798","2","3","HOU"
"49799","1","3","HOU"
"49800","0","3","HOU"
"49801","1","3","HOU"
"49802","1","3","HOU"
"49803","1","3","HOU"
"49804","1","3","HOU"
"49805","0","3","HOU"
"49806","2","3","HOU"
"49807","1","3","HOU"
"49808","1","3","HOU"
"49809","3","1","OAK"
"49810","2","3","HOU"
"49811","2","3","HOU"
"49812","1","3","HOU"
"49813","1","3","HOU"
"49814","2","3","HOU"
"49815","1","3","HOU"
"49816","1","3","HOU"
"49817","0","3","HOU"
"49818","2","3","HOU"
"49819","0","3","HOU"
"49820","0","3","HOU"
"49821","2","3","HOU"
"49822","1","3","HOU"
"49823","1","3","HOU"
"49824","3","1","OAK"
"49825","3","2","OAK"
"49826","1","3","HOU"
"49827","1","3","HOU"
"49828","0","3","HOU"
"49829","2","3","HOU"
"49830","0","3","HOU"
"49831","3","2","OAK"
"49832","3","2","OAK"
"49833","1","3","HOU"
"49834","0","3","HOU"
"49835","1","3","HOU"
"49836","2","3","HOU"
"49837","2","3","HOU"
"49838","3","2","OAK"
"49839","2","3","HOU"
"49840","1","3","HOU"
"49841","0","3","HOU"
"49842","1","3","HOU"
"49843","1","3","HOU"
"49844","3","2","OAK"
"49845","1","3","HOU"
"49846","2","3","HOU"
"49847","3","2","OAK"
"49848","1","3","HOU"
"49849","3","2","OAK"
"49850","0","3","HOU"
"49851","1","3","HOU"
"49852","2","3","HOU"
"49853","2","3","HOU"
"49854","1","3","HOU"
"49855","3","1","OAK"
"49856","1","3","HOU"
"49857","2","3","HOU"
"49858","0","3","HOU"
"49859","2","3","HOU"
"49860","1","3","HOU"
"49861","0","3","HOU"
"49862","0","3","HOU"
"49863","0","3","HOU"
"49864","1","3","HOU"
"49865","0","3","HOU"
"49866","0","3","HOU"
"49867","0","3","HOU"
"49868","2","3","HOU"
"49869","0","3","HOU"
"49870","3","1","OAK"
"49871","1","3","HOU"
"49872","2","3","HOU"
"49873","2","3","HOU"
"49874","1","3","HOU"
"49875","2","3","HOU"
"49876","1","3","HOU"
"49877","1","3","HOU"
"49878","3","1","OAK"
"49879","1","3","HOU"
"49880","0","3","HOU"
"49881","0","3","HOU"
"49882","0","3","HOU"
"49883","2","3","HOU"
"49884","1","3","HOU"
"49885","1","3","HOU"
"49886","3","2","OAK"
"49887","2","3","HOU"
"49888","3","1","OAK"
"49889","1","3","HOU"
"49890","1","3","HOU"
"49891","2","3","HOU"
"49892","3","2","OAK"
"49893","3","1","OAK"
"49894","2","3","HOU"
"49895","0","3","HOU"
"49896","3","1","OAK"
"49897","3","0","OAK"
"49898","0","3","HOU"
"49899","0","3","HOU"
"49900","0","3","HOU"
"49901","1","3","HOU"
"49902","2","3","HOU"
"49903","0","3","HOU"
"49904","0","3","HOU"
"49905","1","3","HOU"
"49906","0","3","HOU"
"49907","2","3","HOU"
"49908","1","3","HOU"
"49909","1","3","HOU"
"49910","3","1","OAK"
"49911","1","3","HOU"
"49912","0","3","HOU"
"49913","0","3","HOU"
"49914","0","3","HOU"
"49915","0","3","HOU"
"49916","0","3","HOU"
"49917","1","3","HOU"
"49918","2","3","HOU"
"49919","0","3","HOU"
"49920","1","3","HOU"
"49921","0","3","HOU"
"49922","2","3","HOU"
"49923","2","3","HOU"
"49924","1","3","HOU"
"49925","1","3","HOU"
"49926","2","3","HOU"
"49927","3","0","OAK"
"49928","1","3","HOU"
"49929","3","0","OAK"
"49930","2","3","HOU"
"49931","2","3","HOU"
"49932","3","2","OAK"
"49933","3","2","OAK"
"49934","2","3","HOU"
"49935","2","3","HOU"
"49936","1","3","HOU"
"49937","2","3","HOU"
"49938","3","2","OAK"
"49939","2","3","HOU"
"49940","1","3","HOU"
"49941","2","3","HOU"
"49942","0","3","HOU"
"49943","3","0","OAK"
"49944","1","3","HOU"
"49945","1","3","HOU"
"49946","2","3","HOU"
"49947","3","2","OAK"
"49948","2","3","HOU"
"49949","2","3","HOU"
"49950","2","3","HOU"
"49951","1","3","HOU"
"49952","3","2","OAK"
"49953","0","3","HOU"
"49954","0","3","HOU"
"49955","2","3","HOU"
"49956","3","2","OAK"
"49957","1","3","HOU"
"49958","3","2","OAK"
"49959","1","3","HOU"
"49960","1","3","HOU"
"49961","0","3","HOU"
"49962","0","3","HOU"
"49963","1","3","HOU"
"49964","2","3","HOU"
"49965","0","3","HOU"
"49966","1","3","HOU"
"49967","2","3","HOU"
"49968","0","3","HOU"
"49969","0","3","HOU"
"49970","1","3","HOU"
"49971","1","3","HOU"
"49972","0","3","HOU"
"49973","0","3","HOU"
"49974","3","1","OAK"
"49975","1","3","HOU"
"49976","1","3","HOU"
"49977","1","3","HOU"
"49978","0","3","HOU"
"49979","1","3","HOU"
"49980","2","3","HOU"
"49981","3","2","OAK"
"49982","1","3","HOU"
"49983","0","3","HOU"
"49984","1","3","HOU"
"49985","3","0","OAK"
"49986","0","3","HOU"
"49987","2","3","HOU"
"49988","2","3","HOU"
"49989","3","2","OAK"
"49990","3","1","OAK"
"49991","3","0","OAK"
"49992","1","3","HOU"
"49993","2","3","HOU"
"49994","3","0","OAK"
"49995","0","3","HOU"
"49996","1","3","HOU"
"49997","0","3","HOU"
"49998","1","3","HOU"
"49999","1","3","HOU"
"50000","0","3","HOU"
"50001","0","3","HOU"
"50002","2","3","HOU"
"50003","0","3","HOU"
"50004","1","3","HOU"
"50005","0","3","HOU"
"50006","1","3","HOU"
"50007","2","3","HOU"
"50008","3","2","OAK"
"50009","1","3","HOU"
"50010","2","3","HOU"
"50011","1","3","HOU"
"50012","0","3","HOU"
"50013","1","3","HOU"
"50014","3","1","OAK"
"50015","2","3","HOU"
"50016","1","3","HOU"
"50017","0","3","HOU"
"50018","1","3","HOU"
"50019","1","3","HOU"
"50020","0","3","HOU"
"50021","0","3","HOU"
"50022","1","3","HOU"
"50023","3","2","OAK"
"50024","1","3","HOU"
"50025","2","3","HOU"
"50026","0","3","HOU"
"50027","2","3","HOU"
"50028","2","3","HOU"
"50029","2","3","HOU"
"50030","0","3","HOU"
"50031","0","3","HOU"
"50032","1","3","HOU"
"50033","2","3","HOU"
"50034","0","3","HOU"
"50035","3","0","OAK"
"50036","2","3","HOU"
"50037","0","3","HOU"
"50038","2","3","HOU"
"50039","0","3","HOU"
"50040","2","3","HOU"
"50041","1","3","HOU"
"50042","0","3","HOU"
"50043","2","3","HOU"
"50044","1","3","HOU"
"50045","3","1","OAK"
"50046","2","3","HOU"
"50047","3","1","OAK"
"50048","2","3","HOU"
"50049","3","1","OAK"
"50050","3","2","OAK"
"50051","0","3","HOU"
"50052","1","3","HOU"
"50053","1","3","HOU"
"50054","0","3","HOU"
"50055","2","3","HOU"
"50056","3","2","OAK"
"50057","0","3","HOU"
"50058","1","3","HOU"
"50059","1","3","HOU"
"50060","1","3","HOU"
"50061","1","3","HOU"
"50062","3","1","OAK"
"50063","2","3","HOU"
"50064","1","3","HOU"
"50065","3","2","OAK"
"50066","3","0","OAK"
"50067","2","3","HOU"
"50068","1","3","HOU"
"50069","3","1","OAK"
"50070","3","1","OAK"
"50071","0","3","HOU"
"50072","2","3","HOU"
"50073","1","3","HOU"
"50074","1","3","HOU"
"50075","1","3","HOU"
"50076","2","3","HOU"
"50077","0","3","HOU"
"50078","3","1","OAK"
"50079","2","3","HOU"
"50080","3","2","OAK"
"50081","3","1","OAK"
"50082","3","2","OAK"
"50083","0","3","HOU"
"50084","0","3","HOU"
"50085","0","3","HOU"
"50086","0","3","HOU"
"50087","0","3","HOU"
"50088","3","1","OAK"
"50089","0","3","HOU"
"50090","1","3","HOU"
"50091","0","3","HOU"
"50092","2","3","HOU"
"50093","2","3","HOU"
"50094","3","0","OAK"
"50095","0","3","HOU"
"50096","3","0","OAK"
"50097","1","3","HOU"
"50098","3","2","OAK"
"50099","3","0","OAK"
"50100","3","0","OAK"
"50101","1","3","HOU"
"50102","2","3","HOU"
"50103","0","3","HOU"
"50104","1","3","HOU"
"50105","2","3","HOU"
"50106","1","3","HOU"
"50107","2","3","HOU"
"50108","1","3","HOU"
"50109","2","3","HOU"
"50110","1","3","HOU"
"50111","3","0","OAK"
"50112","3","2","OAK"
"50113","3","1","OAK"
"50114","1","3","HOU"
"50115","0","3","HOU"
"50116","2","3","HOU"
"50117","1","3","HOU"
"50118","0","3","HOU"
"50119","0","3","HOU"
"50120","0","3","HOU"
"50121","2","3","HOU"
"50122","2","3","HOU"
"50123","1","3","HOU"
"50124","2","3","HOU"
"50125","0","3","HOU"
"50126","2","3","HOU"
"50127","0","3","HOU"
"50128","1","3","HOU"
"50129","3","0","OAK"
"50130","3","0","OAK"
"50131","3","1","OAK"
"50132","3","1","OAK"
"50133","0","3","HOU"
"50134","1","3","HOU"
"50135","0","3","HOU"
"50136","2","3","HOU"
"50137","2","3","HOU"
"50138","0","3","HOU"
"50139","1","3","HOU"
"50140","3","2","OAK"
"50141","1","3","HOU"
"50142","2","3","HOU"
"50143","2","3","HOU"
"50144","1","3","HOU"
"50145","3","2","OAK"
"50146","3","1","OAK"
"50147","0","3","HOU"
"50148","0","3","HOU"
"50149","3","2","OAK"
"50150","2","3","HOU"
"50151","2","3","HOU"
"50152","3","2","OAK"
"50153","0","3","HOU"
"50154","0","3","HOU"
"50155","0","3","HOU"
"50156","1","3","HOU"
"50157","2","3","HOU"
"50158","2","3","HOU"
"50159","0","3","HOU"
"50160","1","3","HOU"
"50161","2","3","HOU"
"50162","3","2","OAK"
"50163","1","3","HOU"
"50164","3","2","OAK"
"50165","2","3","HOU"
"50166","3","2","OAK"
"50167","0","3","HOU"
"50168","0","3","HOU"
"50169","2","3","HOU"
"50170","1","3","HOU"
"50171","3","0","OAK"
"50172","0","3","HOU"
"50173","2","3","HOU"
"50174","3","2","OAK"
"50175","0","3","HOU"
"50176","3","2","OAK"
"50177","1","3","HOU"
"50178","0","3","HOU"
"50179","1","3","HOU"
"50180","3","2","OAK"
"50181","1","3","HOU"
"50182","0","3","HOU"
"50183","2","3","HOU"
"50184","0","3","HOU"
"50185","2","3","HOU"
"50186","1","3","HOU"
"50187","0","3","HOU"
"50188","0","3","HOU"
"50189","3","2","OAK"
"50190","0","3","HOU"
"50191","2","3","HOU"
"50192","0","3","HOU"
"50193","2","3","HOU"
"50194","2","3","HOU"
"50195","1","3","HOU"
"50196","0","3","HOU"
"50197","2","3","HOU"
"50198","2","3","HOU"
"50199","1","3","HOU"
"50200","2","3","HOU"
"50201","1","3","HOU"
"50202","1","3","HOU"
"50203","1","3","HOU"
"50204","0","3","HOU"
"50205","1","3","HOU"
"50206","0","3","HOU"
"50207","1","3","HOU"
"50208","1","3","HOU"
"50209","2","3","HOU"
"50210","2","3","HOU"
"50211","1","3","HOU"
"50212","0","3","HOU"
"50213","0","3","HOU"
"50214","0","3","HOU"
"50215","1","3","HOU"
"50216","3","0","OAK"
"50217","1","3","HOU"
"50218","0","3","HOU"
"50219","0","3","HOU"
"50220","0","3","HOU"
"50221","0","3","HOU"
"50222","0","3","HOU"
"50223","1","3","HOU"
"50224","3","2","OAK"
"50225","1","3","HOU"
"50226","3","2","OAK"
"50227","1","3","HOU"
"50228","0","3","HOU"
"50229","2","3","HOU"
"50230","1","3","HOU"
"50231","0","3","HOU"
"50232","2","3","HOU"
"50233","0","3","HOU"
"50234","2","3","HOU"
"50235","0","3","HOU"
"50236","3","2","OAK"
"50237","1","3","HOU"
"50238","2","3","HOU"
"50239","1","3","HOU"
"50240","1","3","HOU"
"50241","1","3","HOU"
"50242","3","0","OAK"
"50243","0","3","HOU"
"50244","1","3","HOU"
"50245","2","3","HOU"
"50246","1","3","HOU"
"50247","1","3","HOU"
"50248","0","3","HOU"
"50249","3","0","OAK"
"50250","2","3","HOU"
"50251","2","3","HOU"
"50252","1","3","HOU"
"50253","1","3","HOU"
"50254","1","3","HOU"
"50255","3","2","OAK"
"50256","2","3","HOU"
"50257","3","2","OAK"
"50258","2","3","HOU"
"50259","0","3","HOU"
"50260","0","3","HOU"
"50261","1","3","HOU"
"50262","2","3","HOU"
"50263","2","3","HOU"
"50264","0","3","HOU"
"50265","0","3","HOU"
"50266","3","2","OAK"
"50267","3","2","OAK"
"50268","2","3","HOU"
"50269","2","3","HOU"
"50270","2","3","HOU"
"50271","2","3","HOU"
"50272","0","3","HOU"
"50273","3","2","OAK"
"50274","1","3","HOU"
"50275","1","3","HOU"
"50276","0","3","HOU"
"50277","2","3","HOU"
"50278","0","3","HOU"
"50279","1","3","HOU"
"50280","0","3","HOU"
"50281","2","3","HOU"
"50282","1","3","HOU"
"50283","1","3","HOU"
"50284","1","3","HOU"
"50285","2","3","HOU"
"50286","3","1","OAK"
"50287","2","3","HOU"
"50288","1","3","HOU"
"50289","0","3","HOU"
"50290","1","3","HOU"
"50291","0","3","HOU"
"50292","0","3","HOU"
"50293","1","3","HOU"
"50294","0","3","HOU"
"50295","1","3","HOU"
"50296","3","0","OAK"
"50297","3","2","OAK"
"50298","3","1","OAK"
"50299","1","3","HOU"
"50300","0","3","HOU"
"50301","2","3","HOU"
"50302","3","1","OAK"
"50303","0","3","HOU"
"50304","2","3","HOU"
"50305","3","2","OAK"
"50306","1","3","HOU"
"50307","0","3","HOU"
"50308","1","3","HOU"
"50309","2","3","HOU"
"50310","2","3","HOU"
"50311","1","3","HOU"
"50312","0","3","HOU"
"50313","3","2","OAK"
"50314","2","3","HOU"
"50315","0","3","HOU"
"50316","1","3","HOU"
"50317","1","3","HOU"
"50318","2","3","HOU"
"50319","3","1","OAK"
"50320","1","3","HOU"
"50321","1","3","HOU"
"50322","2","3","HOU"
"50323","0","3","HOU"
"50324","0","3","HOU"
"50325","2","3","HOU"
"50326","2","3","HOU"
"50327","2","3","HOU"
"50328","1","3","HOU"
"50329","1","3","HOU"
"50330","2","3","HOU"
"50331","3","2","OAK"
"50332","0","3","HOU"
"50333","1","3","HOU"
"50334","1","3","HOU"
"50335","1","3","HOU"
"50336","1","3","HOU"
"50337","3","1","OAK"
"50338","2","3","HOU"
"50339","0","3","HOU"
"50340","3","2","OAK"
"50341","0","3","HOU"
"50342","0","3","HOU"
"50343","1","3","HOU"
"50344","1","3","HOU"
"50345","2","3","HOU"
"50346","3","2","OAK"
"50347","0","3","HOU"
"50348","0","3","HOU"
"50349","3","1","OAK"
"50350","0","3","HOU"
"50351","0","3","HOU"
"50352","1","3","HOU"
"50353","2","3","HOU"
"50354","3","1","OAK"
"50355","0","3","HOU"
"50356","2","3","HOU"
"50357","2","3","HOU"
"50358","2","3","HOU"
"50359","1","3","HOU"
"50360","1","3","HOU"
"50361","0","3","HOU"
"50362","2","3","HOU"
"50363","3","1","OAK"
"50364","1","3","HOU"
"50365","0","3","HOU"
"50366","3","2","OAK"
"50367","3","1","OAK"
"50368","2","3","HOU"
"50369","1","3","HOU"
"50370","0","3","HOU"
"50371","1","3","HOU"
"50372","3","0","OAK"
"50373","1","3","HOU"
"50374","1","3","HOU"
"50375","0","3","HOU"
"50376","0","3","HOU"
"50377","0","3","HOU"
"50378","1","3","HOU"
"50379","2","3","HOU"
"50380","1","3","HOU"
"50381","3","0","OAK"
"50382","3","1","OAK"
"50383","2","3","HOU"
"50384","3","0","OAK"
"50385","1","3","HOU"
"50386","0","3","HOU"
"50387","3","1","OAK"
"50388","1","3","HOU"
"50389","1","3","HOU"
"50390","0","3","HOU"
"50391","2","3","HOU"
"50392","2","3","HOU"
"50393","0","3","HOU"
"50394","0","3","HOU"
"50395","0","3","HOU"
"50396","0","3","HOU"
"50397","0","3","HOU"
"50398","0","3","HOU"
"50399","0","3","HOU"
"50400","3","0","OAK"
"50401","3","1","OAK"
"50402","0","3","HOU"
"50403","2","3","HOU"
"50404","1","3","HOU"
"50405","3","2","OAK"
"50406","1","3","HOU"
"50407","0","3","HOU"
"50408","1","3","HOU"
"50409","0","3","HOU"
"50410","3","2","OAK"
"50411","2","3","HOU"
"50412","0","3","HOU"
"50413","3","1","OAK"
"50414","2","3","HOU"
"50415","3","2","OAK"
"50416","3","2","OAK"
"50417","0","3","HOU"
"50418","1","3","HOU"
"50419","0","3","HOU"
"50420","0","3","HOU"
"50421","1","3","HOU"
"50422","0","3","HOU"
"50423","0","3","HOU"
"50424","0","3","HOU"
"50425","2","3","HOU"
"50426","0","3","HOU"
"50427","1","3","HOU"
"50428","3","2","OAK"
"50429","3","0","OAK"
"50430","3","0","OAK"
"50431","0","3","HOU"
"50432","1","3","HOU"
"50433","3","0","OAK"
"50434","3","1","OAK"
"50435","3","2","OAK"
"50436","1","3","HOU"
"50437","3","2","OAK"
"50438","0","3","HOU"
"50439","0","3","HOU"
"50440","0","3","HOU"
"50441","1","3","HOU"
"50442","0","3","HOU"
"50443","1","3","HOU"
"50444","2","3","HOU"
"50445","1","3","HOU"
"50446","1","3","HOU"
"50447","1","3","HOU"
"50448","2","3","HOU"
"50449","1","3","HOU"
"50450","1","3","HOU"
"50451","1","3","HOU"
"50452","2","3","HOU"
"50453","0","3","HOU"
"50454","2","3","HOU"
"50455","0","3","HOU"
"50456","1","3","HOU"
"50457","3","0","OAK"
"50458","2","3","HOU"
"50459","0","3","HOU"
"50460","0","3","HOU"
"50461","3","1","OAK"
"50462","0","3","HOU"
"50463","1","3","HOU"
"50464","3","1","OAK"
"50465","0","3","HOU"
"50466","2","3","HOU"
"50467","2","3","HOU"
"50468","0","3","HOU"
"50469","0","3","HOU"
"50470","1","3","HOU"
"50471","3","0","OAK"
"50472","2","3","HOU"
"50473","2","3","HOU"
"50474","2","3","HOU"
"50475","2","3","HOU"
"50476","1","3","HOU"
"50477","0","3","HOU"
"50478","3","2","OAK"
"50479","2","3","HOU"
"50480","3","2","OAK"
"50481","1","3","HOU"
"50482","2","3","HOU"
"50483","2","3","HOU"
"50484","1","3","HOU"
"50485","0","3","HOU"
"50486","3","1","OAK"
"50487","2","3","HOU"
"50488","0","3","HOU"
"50489","1","3","HOU"
"50490","1","3","HOU"
"50491","1","3","HOU"
"50492","0","3","HOU"
"50493","0","3","HOU"
"50494","1","3","HOU"
"50495","0","3","HOU"
"50496","0","3","HOU"
"50497","3","2","OAK"
"50498","1","3","HOU"
"50499","0","3","HOU"
"50500","1","3","HOU"
"50501","1","3","HOU"
"50502","2","3","HOU"
"50503","0","3","HOU"
"50504","1","3","HOU"
"50505","3","1","OAK"
"50506","1","3","HOU"
"50507","0","3","HOU"
"50508","0","3","HOU"
"50509","3","2","OAK"
"50510","1","3","HOU"
"50511","3","0","OAK"
"50512","1","3","HOU"
"50513","0","3","HOU"
"50514","3","0","OAK"
"50515","2","3","HOU"
"50516","0","3","HOU"
"50517","1","3","HOU"
"50518","1","3","HOU"
"50519","2","3","HOU"
"50520","1","3","HOU"
"50521","2","3","HOU"
"50522","2","3","HOU"
"50523","0","3","HOU"
"50524","1","3","HOU"
"50525","3","1","OAK"
"50526","2","3","HOU"
"50527","0","3","HOU"
"50528","2","3","HOU"
"50529","3","0","OAK"
"50530","0","3","HOU"
"50531","0","3","HOU"
"50532","1","3","HOU"
"50533","2","3","HOU"
"50534","3","1","OAK"
"50535","1","3","HOU"
"50536","0","3","HOU"
"50537","1","3","HOU"
"50538","1","3","HOU"
"50539","2","3","HOU"
"50540","1","3","HOU"
"50541","1","3","HOU"
"50542","2","3","HOU"
"50543","1","3","HOU"
"50544","2","3","HOU"
"50545","1","3","HOU"
"50546","0","3","HOU"
"50547","0","3","HOU"
"50548","1","3","HOU"
"50549","0","3","HOU"
"50550","2","3","HOU"
"50551","1","3","HOU"
"50552","0","3","HOU"
"50553","0","3","HOU"
"50554","0","3","HOU"
"50555","2","3","HOU"
"50556","1","3","HOU"
"50557","0","3","HOU"
"50558","1","3","HOU"
"50559","0","3","HOU"
"50560","2","3","HOU"
"50561","0","3","HOU"
"50562","2","3","HOU"
"50563","0","3","HOU"
"50564","1","3","HOU"
"50565","0","3","HOU"
"50566","2","3","HOU"
"50567","0","3","HOU"
"50568","1","3","HOU"
"50569","1","3","HOU"
"50570","1","3","HOU"
"50571","2","3","HOU"
"50572","0","3","HOU"
"50573","3","2","OAK"
"50574","0","3","HOU"
"50575","1","3","HOU"
"50576","2","3","HOU"
"50577","3","2","OAK"
"50578","0","3","HOU"
"50579","2","3","HOU"
"50580","1","3","HOU"
"50581","1","3","HOU"
"50582","0","3","HOU"
"50583","1","3","HOU"
"50584","1","3","HOU"
"50585","0","3","HOU"
"50586","2","3","HOU"
"50587","1","3","HOU"
"50588","3","2","OAK"
"50589","3","1","OAK"
"50590","1","3","HOU"
"50591","2","3","HOU"
"50592","2","3","HOU"
"50593","0","3","HOU"
"50594","0","3","HOU"
"50595","2","3","HOU"
"50596","3","2","OAK"
"50597","0","3","HOU"
"50598","0","3","HOU"
"50599","2","3","HOU"
"50600","2","3","HOU"
"50601","1","3","HOU"
"50602","1","3","HOU"
"50603","3","1","OAK"
"50604","1","3","HOU"
"50605","2","3","HOU"
"50606","1","3","HOU"
"50607","1","3","HOU"
"50608","0","3","HOU"
"50609","3","1","OAK"
"50610","3","1","OAK"
"50611","3","2","OAK"
"50612","2","3","HOU"
"50613","1","3","HOU"
"50614","2","3","HOU"
"50615","2","3","HOU"
"50616","1","3","HOU"
"50617","3","2","OAK"
"50618","2","3","HOU"
"50619","0","3","HOU"
"50620","0","3","HOU"
"50621","2","3","HOU"
"50622","1","3","HOU"
"50623","3","2","OAK"
"50624","2","3","HOU"
"50625","2","3","HOU"
"50626","2","3","HOU"
"50627","1","3","HOU"
"50628","0","3","HOU"
"50629","2","3","HOU"
"50630","1","3","HOU"
"50631","1","3","HOU"
"50632","2","3","HOU"
"50633","0","3","HOU"
"50634","2","3","HOU"
"50635","3","1","OAK"
"50636","2","3","HOU"
"50637","1","3","HOU"
"50638","1","3","HOU"
"50639","0","3","HOU"
"50640","2","3","HOU"
"50641","2","3","HOU"
"50642","2","3","HOU"
"50643","0","3","HOU"
"50644","3","1","OAK"
"50645","2","3","HOU"
"50646","1","3","HOU"
"50647","2","3","HOU"
"50648","3","1","OAK"
"50649","3","1","OAK"
"50650","1","3","HOU"
"50651","1","3","HOU"
"50652","1","3","HOU"
"50653","0","3","HOU"
"50654","0","3","HOU"
"50655","0","3","HOU"
"50656","0","3","HOU"
"50657","2","3","HOU"
"50658","0","3","HOU"
"50659","3","2","OAK"
"50660","1","3","HOU"
"50661","2","3","HOU"
"50662","3","2","OAK"
"50663","0","3","HOU"
"50664","0","3","HOU"
"50665","3","2","OAK"
"50666","0","3","HOU"
"50667","1","3","HOU"
"50668","2","3","HOU"
"50669","2","3","HOU"
"50670","1","3","HOU"
"50671","3","1","OAK"
"50672","1","3","HOU"
"50673","2","3","HOU"
"50674","0","3","HOU"
"50675","1","3","HOU"
"50676","3","1","OAK"
"50677","2","3","HOU"
"50678","3","2","OAK"
"50679","0","3","HOU"
"50680","0","3","HOU"
"50681","0","3","HOU"
"50682","2","3","HOU"
"50683","1","3","HOU"
"50684","1","3","HOU"
"50685","0","3","HOU"
"50686","1","3","HOU"
"50687","1","3","HOU"
"50688","2","3","HOU"
"50689","0","3","HOU"
"50690","0","3","HOU"
"50691","0","3","HOU"
"50692","2","3","HOU"
"50693","3","2","OAK"
